Episode,HouseholdID,Total Reward,Selected Encryption Ratio,Average Attack Duration,Average ASR Mean,Sum Remaining Entropy,Average Memory MiB,Summation Error,Deviation Error,Encryption Time,Decryption Time,Summation Operations Time,Deviation Operations Time
2003,dbffe40c-8549-4d27-9b68-a3f1b580f28c.csv,-1.8549687,0.7,0.026876499138208998,0.9594594594594591,0.09844678738337903,0.10989010989010994,6.246626052669915e-06,1.1280636475301288e-12,0.29514491832902745,0.0,0.1868668022463944,0.23740608278577172
2004,364b9911-6859-464e-a5e3-41149f8e2986.csv,-1.3036525,0.7,0.026876499138208998,0.9594594594594591,0.08101727266375355,0.10989010989010994,3.191588946995964e-05,3.0177611026899555e-12,0.0,0.0,0.0,0.18550555879009675
2005,b88ecde4-b4fc-4b25-80da-e5229a2f09e3.csv,-1.8331575,0.7,0.026876499138208998,0.9594594594594591,0.002598596741365094,0.10989010989010994,3.3317924419424613e-07,1.675141058744351e-14,0.602946366806432,0.0,0.0,0.19051447688227194
2006,0f19a0e2-0ac9-4039-a80f-50db5d2de392.csv,-1.5552542,0.7,0.026876499138208998,0.9594594594594591,0.04256095356413488,0.10989010989010994,6.167757623464355e-06,3.301847125779211e-13,0.2844648680699674,0.0,0.0,0.19112441893777668
2007,93303633-fdc8-4139-907e-7388d1b92ed5.csv,-1.2835296,0.7,0.026876499138208998,0.9594594594594591,0.06130605096775787,0.10989010989010994,8.372050480065512e-06,6.692640541289561e-13,0.0,0.0,0.0,0.18511741384568467
2008,99dbb947-1f56-4d7c-bdf1-3c756aed0f1e.csv,-1.763071,0.7,0.026876499138208998,0.9594594594594591,0.11772267813945195,0.10989010989010994,1.961052979888286e-05,1.9514359944815923e-12,0.49915293719029263,0.0,0.0,0.10907797092609535
2009,c5c103dc-1812-474c-8d40-03e844585f5b.csv,-1.5573348,0.7,0.026876499138208998,0.9594594594594591,0.09374343955075104,0.10989010989010994,1.4131348653880204e-05,2.871950936494265e-12,0.33374980588143943,0.0,0.0,0.09272967552930957
2010,1e8c8712-0046-428d-864f-14d2357fb1d5.csv,-1.0657015,0.7,0.026876499138208998,0.9594594594594591,0.02860040744483235,0.10989010989010994,3.3314118710363165e-06,1.0688007014227978e-13,0.0,0.0,0.0,0.0
2011,c5c103dc-1812-474c-8d40-03e844585f5b.csv,-1.5573348,0.7,0.026876499138208998,0.9594594594594591,0.09374343955075104,0.10989010989010994,1.4131348653880204e-05,2.871950936494265e-12,0.33374980588143943,0.0,0.0,0.09272967552930957
2012,9bb98e59-e609-45db-a659-030dd644968f.csv,-1.8159543,0.7,0.026876499138208998,0.9594594594594591,0.08553742796375505,0.10989010989010994,8.079900216676837e-06,5.823130242207004e-13,0.30832380387672415,0.0,0.19971267048528837,0.1852745201327086
2013,e363b1f3-f503-48b4-b87c-98fe07632c02.csv,-1.9709066,0.7,0.026876499138208998,0.9594594594594591,-0.0018967869398388267,0.10989010989010994,5.18298959954988e-09,3.0542356942968738e-15,0.7488388180650262,0.0,0.1868668022463944,0.0
2014,e14e44b0-1b85-4343-a618-61e92984adfd.csv,-1.1182795,0.7,0.026876499138208998,0.9594594594594591,0.08117338299794827,0.10989010989010994,8.34832833528739e-06,5.984062661868273e-13,0.0,0.0,0.0,0.0
2015,1fe45385-e790-4855-a2fe-7284313ec322.csv,-1.2894403,0.7,0.026876499138208998,0.9594594594594591,0.06723538420501521,0.10989010989010994,8.21579965380058e-06,5.718644231284282e-13,0.0,0.0,0.0,0.1850989307530936
2016,0d060044-7b49-4fb7-9ad1-bc0f959d88e1.csv,-1.4460958,0.7,0.026876499138208998,0.9594594594594591,0.11821672992010243,0.10989010989010994,3.3005404626431156e-05,6.759447293579634e-12,0.1415794897858343,0.0,0.14916879676101275,0.0
2017,f45ff6bf-08c4-450d-bbf3-5597f66c68ba.csv,-1.2327702,0.7,0.026876499138208998,0.9594594594594591,0.10212214299674494,0.10989010989010994,9.61886755848614e-06,5.114558523477668e-13,0.0,0.0,0.09354068324719668,0.0
2018,16bb182d-cb73-4cb8-9002-8b18177eaaa7.csv,-1.5777438,0.3,0.00573865570292853,0.9999999999999999,0.00221198211997738,0.5824175824175826,5.447394560304185e-07,2.338076397770817e-13,0.0,0.0,0.0,0.0
2019,13c202b0-14dc-42da-b5ca-21d132cc23fc.csv,-1.4034153,0.7,0.026876499138208998,0.9594594594594591,0.08849509932650942,0.10989010989010994,1.2340299545183703e-05,1.7558626589341289e-12,0.0,0.0,0.0,0.27781012318981213
2020,1c5830aa-89f2-4b25-8953-4d644a34bfdc.csv,-2.1024182,0.7,0.026876499138208998,0.9594594594594591,0.024415267016874315,0.10989010989010994,7.334111506830017e-06,3.7023470371711346e-13,0.1792031962503353,0.0,0.6765957049834879,0.1850989307530936
2021,c996d9cf-7826-4154-b141-e3e5e5a7b4aa.csv,-1.1581599,0.7,0.026876499138208998,0.9594594594594591,0.028278366812997068,0.10989010989010994,7.800381224999432e-06,5.437892558681258e-11,0.0,0.0,0.0,0.0927758832607872
2022,cad98ba0-ebb5-4f15-bc8f-09a617dd4d05.csv,-1.4468588,0.7,0.026876499138208998,0.9594594594594591,0.06272776931232374,0.10989010989010994,1.426771928082907e-07,2.1002722966573598e-13,0.0,0.0,0.19191372651454372,0.1551193545704067
2023,fc15a343-5276-4ce0-be8c-34087ae69070.csv,-1.9850624,0.7,0.026876499138208998,0.9594594594594591,0.10365445757106947,0.10989010989010994,1.047395210847306e-05,1.1362609209689346e-12,0.5326895655979558,0.0,0.1869600910498722,0.12464997643405695
2024,0d060044-7b49-4fb7-9ad1-bc0f959d88e1.csv,-1.4460958,0.7,0.026876499138208998,0.9594594594594591,0.11821672992010243,0.10989010989010994,3.3005404626431156e-05,6.759447293579634e-12,0.1415794897858343,0.0,0.14916879676101275,0.0
2025,b88ecde4-b4fc-4b25-80da-e5229a2f09e3.csv,-1.8331575,0.7,0.026876499138208998,0.9594594594594591,0.002598596741365094,0.10989010989010994,3.3317924419424613e-07,1.675141058744351e-14,0.602946366806432,0.0,0.0,0.19051447688227194
2026,e158012f-5c69-4a20-9a41-f7acde0e0ddd.csv,-1.0974102,0.7,0.026876499138208998,0.9594594594594591,0.06030557477982578,0.10989010989010994,6.89446350796738e-06,5.348723825193771e-13,0.0,0.0,0.0,0.0
2027,6cecc5e4-b87f-4501-a1d6-66a501a752b7.csv,-1.5983399,0.7,0.026876499138208998,0.9594594594594591,0.05021238768902174,0.10989010989010994,2.16966106245871e-06,1.4787791341596766e-13,0.32030974263408296,0.0,0.0,0.1907177909007735
2028,16bb182d-cb73-4cb8-9002-8b18177eaaa7.csv,0.37823677,0.9,1.0000000000000004,0.0,0.0011492425221271974,0.5384615384615383,1.193265560078188e-06,1.6862851773970537e-13,0.0,0.0,0.09549974812023061,0.186651510530742
2029,9094d2a3-390e-4e13-b576-5187befcf2a9.csv,-1.1440276,0.7,0.026876499138208998,0.9594594594594591,0.10691631530456355,0.10989010989010994,1.3530266839153086e-05,9.48634910786815e-13,0.0,0.0,0.0,0.0
2030,85653d39-0e18-411e-abcd-689056140d21.csv,-1.7197257,0.7,0.026876499138208998,0.9594594594594591,0.10203438171737664,0.10989010989010994,1.2088598347317926e-05,9.845511656364128e-13,0.3026696596219276,0.0,0.0,0.27791178019906293
2031,1c5830aa-89f2-4b25-8953-4d644a34bfdc.csv,-2.1024182,0.7,0.026876499138208998,0.9594594594594591,0.024415267016874315,0.10989010989010994,7.334111506830017e-06,3.7023470371711346e-13,0.1792031962503353,0.0,0.6765957049834879,0.1850989307530936
2032,364b9911-6859-464e-a5e3-41149f8e2986.csv,-1.3036525,0.7,0.026876499138208998,0.9594594594594591,0.08101727266375355,0.10989010989010994,3.191588946995964e-05,3.0177611026899555e-12,0.0,0.0,0.0,0.18550555879009675
2033,f12f91f7-81ca-4b7c-a5e8-3b81c4e5720b.csv,-1.7704065,0.7,0.026876499138208998,0.9594594594594591,0.09681871318503912,0.10989010989010994,9.879720538487441e-06,8.877520813434102e-13,0.532364858187568,0.0,0.0,0.1041152605653978
2034,c5c103dc-1812-474c-8d40-03e844585f5b.csv,-1.5573348,0.7,0.026876499138208998,0.9594594594594591,0.09374343955075104,0.10989010989010994,1.4131348653880204e-05,2.871950936494265e-12,0.33374980588143943,0.0,0.0,0.09272967552930957
2035,1c5830aa-89f2-4b25-8953-4d644a34bfdc.csv,-2.1024182,0.7,0.026876499138208998,0.9594594594594591,0.024415267016874315,0.10989010989010994,7.334111506830017e-06,3.7023470371711346e-13,0.1792031962503353,0.0,0.6765957049834879,0.1850989307530936
2036,008cfa1c-5152-4b76-a837-b4b799f65dde.csv,-1.5567614,0.7,0.026876499138208998,0.9594594594594591,0.0693816729986256,0.10989010989010994,6.678572056661356e-06,1.4190043880567865e-12,0.28380133553569664,0.0,0.16647386980614587,0.0
2037,0f19a0e2-0ac9-4039-a80f-50db5d2de392.csv,-1.5552542,0.7,0.026876499138208998,0.9594594594594591,0.04256095356413488,0.10989010989010994,6.167757623464355e-06,3.301847125779211e-13,0.2844648680699674,0.0,0.0,0.19112441893777668
2038,1fe45385-e790-4855-a2fe-7284313ec322.csv,-1.2894403,0.7,0.026876499138208998,0.9594594594594591,0.06723538420501521,0.10989010989010994,8.21579965380058e-06,5.718644231284282e-13,0.0,0.0,0.0,0.1850989307530936
2039,2be3a38f-550e-4154-82d3-9b808d4b0bf6.csv,-1.7061787,0.7,0.026876499138208998,0.9594594594594591,0.09449766643321425,0.10989010989010994,1.344317086699865e-05,1.9472710740383188e-12,0.5745697626812362,0.0,0.0,0.0
2040,9dae6241-7566-4dbd-b397-13a64fcc6e6c.csv,-1.4997007,0.7,0.026876499138208998,0.9594594594594591,0.1210788334081887,0.10989010989010994,1.2843738185325936e-05,9.05388834532827e-13,0.15640308895571273,0.0,0.0,0.18510817229938914
2041,456cd5f9-5efa-40bd-8bbf-0f569692c390.csv,-0.9300523,0.9,1.0000000000000004,0.0,0.03044655338206312,0.5384615384615383,1.1400348071143833e-05,3.806636479039032e-13,0.7094433385568873,0.0,0.8516894602309831,0.0
2042,1e8c8712-0046-428d-864f-14d2357fb1d5.csv,0.45211822,0.9,1.0000000000000004,0.0,0.009854962495517471,0.5384615384615383,3.3314118710363165e-06,8.443049434369775e-14,0.0,0.0,0.0,0.19956195070559207
2043,b62dd682-92d6-4d55-a406-dbab9268388f.csv,-0.032584697,0.9,1.0000000000000004,0.0,0.03925240246771918,0.5384615384615383,1.6296750965926008e-05,8.783808174406572e-13,0.28037779001312946,0.0,0.1885460007089949,0.18593066991969096
2044,99dbb947-1f56-4d7c-bdf1-3c756aed0f1e.csv,-0.25330976,0.9,1.0000000000000004,0.0,0.058833311307325505,0.5384615384615383,3.795514157167816e-05,1.92939193957881e-12,0.4629762963590417,0.0,0.18797693900778029,0.20502370456624802
2045,e14e44b0-1b85-4343-a618-61e92984adfd.csv,-1.3874503,0.1,0.01770567977488524,0.9978378378378377,0.08117338299794827,0.3296703296703296,1.5573850773286335e-05,5.445186302377688e-13,0.0,0.0,0.0,0.0
2046,d1f0f31d-17e2-484a-9b09-6b7cfc568102.csv,-1.1510069,0.2,0.017611196178711985,0.9708108108108106,0.10340184458413879,0.0,2.2801112955955357e-05,1.0256930237831191e-12,0.0,0.0,0.0,0.09790494145480422
2047,cad98ba0-ebb5-4f15-bc8f-09a617dd4d05.csv,-1.5114915,0.1,0.01770567977488524,0.9978378378378377,0.06272776931232374,0.3296703296703296,1.3058832253707256e-05,7.400327965348578e-14,0.0,0.0,0.1424893184320018,0.0
2048,f45ff6bf-08c4-450d-bbf3-5597f66c68ba.csv,-1.6555092,0.1,0.01770567977488524,0.9978378378378377,0.10212214299674494,0.3296703296703296,2.2347166429768328e-05,4.0001696635820263e-13,0.0,0.0,0.24710338265201412,0.0
2049,58c609ee-7ae8-4fbe-8083-d917fa3e8246.csv,-2.3064263,0.1,0.01770567977488524,0.9978378378378377,0.04292176831085045,0.3296703296703296,3.888836965747407e-06,1.3003783078451053e-13,0.0,0.0,0.0,0.9572393652906004
2050,1c5830aa-89f2-4b25-8953-4d644a34bfdc.csv,-1.330684,0.1,0.01770567977488524,0.9978378378378377,0.024415267016874315,0.3296703296703296,7.296398914691974e-06,0.0,0.0,0.0,0.0,0.0
2051,9ea6de13-dd18-4319-8b26-c0c1db8b9449.csv,-1.669637,0.1,0.01770567977488524,0.9978378378378377,0.10971966439578634,0.3296703296703296,3.166136118709334e-05,9.867867436139431e-13,0.0,0.0,0.2536242700151128,0.0
2052,47da96ed-3d5a-4b11-b273-77ce66a8b3d7.csv,-1.3882089,0.1,0.01770567977488524,0.9978378378378377,0.08193785888302185,0.3296703296703296,9.604079727965925e-06,1.062154113036282e-13,0.0,0.0,0.0,0.0
2053,c0e7463c-8ed6-49b3-b4fd-a69449d8cee5.csv,-1.098959,0.8,0.29358815625972645,0.40540540540540526,0.04582417751172812,1.0,3.5207214722171355e-05,2.4512441470763138e-11,0.0,0.0,0.0,0.0
2054,9dae6241-7566-4dbd-b397-13a64fcc6e6c.csv,-1.7168034,0.1,0.01770567977488524,0.9978378378378377,0.1210788334081887,0.3296703296703296,2.899980541587321e-05,6.041008250394214e-13,0.28943430322025043,0.0,0.0,0.0
2055,008cfa1c-5152-4b76-a837-b4b799f65dde.csv,-1.3756557,0.1,0.01770567977488524,0.9978378378378377,0.0693816729986256,0.3296703296703296,1.2642217750401256e-05,7.763792027676125e-13,0.0,0.0,0.0,0.0
2056,364b9911-6859-464e-a5e3-41149f8e2986.csv,-1.3873045,0.1,0.01770567977488524,0.9978378378378377,0.08101727266375355,0.3296703296703296,2.5935335631772437e-05,2.4480406781368386e-12,0.0,0.0,0.0,0.0
2057,d1f0f31d-17e2-484a-9b09-6b7cfc568102.csv,-1.8840253,0.1,0.01770567977488524,0.9978378378378377,0.10340184458413879,0.3296703296703296,2.812944373240584e-05,1.1508882498227214e-12,0.4743339968658676,0.0,0.0,0.0
2058,0f19a0e2-0ac9-4039-a80f-50db5d2de392.csv,-2.0677385,0.1,0.01770567977488524,0.9978378378378377,0.04256095356413488,0.3296703296703296,7.218527214201191e-06,2.4624724142315014e-13,0.0,0.0,0.0,0.718909127875276
2059,2be3a38f-550e-4154-82d3-9b808d4b0bf6.csv,-1.4007857,0.1,0.01770567977488524,0.9978378378378377,0.09449766643321422,0.3296703296703296,2.6706731209652534e-05,1.7479488080262162e-12,0.0,0.0,0.0,0.0
2060,b62dd682-92d6-4d55-a406-dbab9268388f.csv,-2.175618,0.1,0.01770567977488524,0.9978378378378377,0.07960316916514029,0.3296703296703296,1.7117421189883693e-05,6.382354732723639e-13,0.0,0.0,0.0,0.7897363386841887
2061,0f19a0e2-0ac9-4039-a80f-50db5d2de392.csv,-2.0677385,0.1,0.01770567977488524,0.9978378378378377,0.04256095356413488,0.3296703296703296,7.218527214201191e-06,2.4624724142315014e-13,0.0,0.0,0.0,0.718909127875276
2062,16bb182d-cb73-4cb8-9002-8b18177eaaa7.csv,-1.4748269,0.1,0.01770567977488524,0.9978378378378377,0.00221198211997738,0.3296703296703296,1.0540316121993707e-06,2.930807561429864e-13,0.0,0.0,0.16635259436162472,0.0
2063,364b9911-6859-464e-a5e3-41149f8e2986.csv,-1.3873045,0.1,0.01770567977488524,0.9978378378378377,0.08101727266375355,0.3296703296703296,2.5935335631772437e-05,2.4480406781368386e-12,0.0,0.0,0.0,0.0
2064,c7f6914b-107e-4a21-b72f-24b473c3e8ec.csv,-1.3885881,0.1,0.01770567977488524,0.9978378378378377,0.08230713456968472,0.3296703296703296,1.962080516646628e-05,5.010191059823329e-13,0.0,0.0,0.0,0.0
2065,008cfa1c-5152-4b76-a837-b4b799f65dde.csv,-1.3756557,0.1,0.01770567977488524,0.9978378378378377,0.0693816729986256,0.3296703296703296,1.2642217750401256e-05,7.763792027676125e-13,0.0,0.0,0.0,0.0
2066,99dbb947-1f56-4d7c-bdf1-3c756aed0f1e.csv,-1.4240211,0.1,0.01770567977488524,0.9978378378378377,0.11772267813945195,0.3296703296703296,3.7065298371286843e-05,1.567643312714831e-12,0.0,0.0,0.0,0.0
2067,456cd5f9-5efa-40bd-8bbf-0f569692c390.csv,-1.3788966,0.1,0.01770567977488524,0.9978378378378377,0.07262435340052811,0.3296703296703296,1.0856061673898557e-05,2.807465862456913e-13,0.0,0.0,0.0,0.0
2068,2cf06c46-efd4-4c3c-8318-e504fc17ad08.csv,-2.1826246,0.1,0.01770567977488524,0.9978378378378377,0.0579113181272218,0.3296703296703296,1.0485351061033207e-05,5.528514777875972e-13,0.0,0.0,0.8184413306714928,0.0
2069,128c9821-8849-46d6-a7a7-5709ec799f94.csv,-2.1487026,0.5,0.00014911052827026872,0.9954954954954952,0.04349378777295858,0.7252747252747254,2.7860200109018636e-06,1.7506755732655372e-12,0.0,0.0,0.0,0.38461467372720803
2070,1c5830aa-89f2-4b25-8953-4d644a34bfdc.csv,-1.330684,0.1,0.01770567977488524,0.9978378378378377,0.024415267016874315,0.3296703296703296,7.296398914691974e-06,0.0,0.0,0.0,0.0,0.0
2071,f5a28746-11f7-423f-9ae0-204a9b6d50ac.csv,-1.3529927,0.1,0.01770567977488524,0.9978378378378377,0.04671852043595873,0.3296703296703296,1.274112948901912e-05,0.0,0.0,0.0,0.0,0.0
2072,c996d9cf-7826-4154-b141-e3e5e5a7b4aa.csv,-1.7146688,0.6,0.015327205431914681,0.9618018018018014,0.02827836681299706,0.2417582417582418,7.760874521221906e-06,6.343475253815868e-11,0.0,0.0,0.0,0.5012152633378617
2073,3fc0af02-ec0a-4572-9824-2b11c6990e4a.csv,-2.3402576,0.1,0.01770567977488524,0.9978378378378377,0.033996332347916665,0.3296703296703296,1.0,1.6496373291211329e-13,0.0,0.0,0.0,0.0
2074,f45ff6bf-08c4-450d-bbf3-5597f66c68ba.csv,-1.6555092,0.1,0.01770567977488524,0.9978378378378377,0.10212214299674494,0.3296703296703296,2.2347166429768328e-05,4.0001696635820263e-13,0.0,0.0,0.24710338265201412,0.0
2075,6cecc5e4-b87f-4501-a1d6-66a501a752b7.csv,-1.3564801,0.1,0.01770567977488524,0.9978378378378377,0.05021238768902174,0.3296703296703296,6.412300496388572e-06,1.5486532519908474e-13,0.0,0.0,0.0,0.0
2076,10595ac6-509a-49eb-8e4b-6c454977e095.csv,-1.4528468,0.1,0.01770567977488524,0.9978378378378377,0.0566213627434839,0.3296703296703296,5.948912230424679e-06,1.5567001390503073e-13,0.08995807039091948,0.0,0.0,0.0
2077,0d060044-7b49-4fb7-9ad1-bc0f959d88e1.csv,-1.4245305,0.1,0.01770567977488524,0.9978378378378377,0.11821672992010243,0.3296703296703296,5.24199775492459e-05,3.1948732944082603e-12,0.0,0.0,0.0,0.0
2078,8b16208d-a25d-4554-abfe-6ab4363c7388.csv,-1.545551,0.1,0.01770567977488524,0.9978378378378377,0.07290389998014651,0.3296703296703296,1.449085965973989e-05,5.77364672528826e-13,0.0,0.0,0.1663712521223203,0.0
2079,77852396-f4a2-4d47-a864-8723417d9591.csv,-1.4410193,0.1,0.01770567977488524,0.9978378378378377,0.008521782015176295,0.3296703296703296,5.236269283752067e-07,2.2666211107192746e-14,0.07718153967783378,0.0,0.0,0.049054127736652894
2080,77852396-f4a2-4d47-a864-8723417d9591.csv,-1.4410193,0.1,0.01770567977488524,0.9978378378378377,0.008521782015176295,0.3296703296703296,5.236269283752067e-07,2.2666211107192746e-14,0.07718153967783378,0.0,0.0,0.049054127736652894
2081,70879f4e-5141-4cd6-8fc2-ba54fc7e58a5.csv,-1.9333128,0.1,0.01770567977488524,0.9978378378378377,0.10642516612965705,0.3296703296703296,3.1455672613842616e-05,1.875437692427239e-12,0.0,0.0,0.0,0.5205947859195801
2082,10595ac6-509a-49eb-8e4b-6c454977e095.csv,-1.7848593,0.3,0.00573865570292853,0.9999999999999999,0.05662136274348389,0.5824175824175826,2.5359679463260792e-06,1.8039475370872955e-13,0.1527042480199907,0.0,0.0,0.0
2083,456cd5f9-5efa-40bd-8bbf-0f569692c390.csv,-1.3788966,0.1,0.01770567977488524,0.9978378378378377,0.07262435340052811,0.3296703296703296,1.0856061673898557e-05,2.807465862456913e-13,0.0,0.0,0.0,0.0
2084,2c6c0f07-5a00-4a34-9bfd-30beee6d57c2.csv,-1.3925277,0.1,0.01770567977488524,0.9978378378378377,0.08624755489321814,0.3296703296703296,1.882153742756956e-05,6.172983596283326e-13,0.0,0.0,0.0,0.0
2085,1c02fc69-0a78-46cb-bf57-226f307fc10a.csv,-1.3696455,0.8,0.29358815625972645,0.40540540540540526,0.06412250612686501,1.0,1.9840574798928194e-05,1.741960883572463e-12,0.25240354072254456,0.0,0.0,0.0
2086,e76658cf-88ea-4123-8715-0248909dd88b.csv,-1.6679822,0.8,0.29358815625972645,0.40540540540540526,0.060845998743241224,1.0,1.4681271099274582e-05,5.750832946164783e-13,0.36430053788488415,0.0,0.18972143963281526,0.0
2087,0d060044-7b49-4fb7-9ad1-bc0f959d88e1.csv,-1.9685698,0.8,0.29358815625972645,0.40540540540540526,0.08051927803715034,1.0,4.186969413963324e-05,6.2265284030291015e-12,0.0,0.0,0.0,0.8349090169767206
2088,9ea6de13-dd18-4319-8b26-c0c1db8b9449.csv,-1.1237607,0.8,0.29358815625972645,0.40540540540540526,0.0706376767635665,1.0,2.335085417811839e-05,1.5299565118397094e-12,0.0,0.0,0.0,0.0
2089,f45ff6bf-08c4-450d-bbf3-5597f66c68ba.csv,-2.2630436,0.6,0.015327205431914681,0.9618018018018014,0.10212214299674494,0.2417582417582418,3.89164592866039e-06,5.103337692953091e-13,0.0,0.0,0.0,0.9757501825205394
2090,e41dddd2-87dd-4d4b-bdb6-9859c34768f1.csv,-2.3225913,0.6,0.015327205431914681,0.9618018018018014,0.03778239205004905,0.2417582417582418,1.7562723359689745e-06,3.024332739402297e-13,0.6379441785608403,0.0,0.46169561729201264,0.0
2091,10595ac6-509a-49eb-8e4b-6c454977e095.csv,-1.0831124,0.8,0.29358815625972645,0.40540540540540526,0.03000861225415094,1.0,4.119588737101776e-06,1.5079611857588482e-13,0.0,0.0,0.0,0.0
2092,693f9c40-4699-4ef5-b18a-3300cfd91572.csv,-1.7559773,0.6,0.015327205431914681,0.9618018018018014,0.061356473855483436,0.2417582417582418,8.695443659636565e-06,1.376823364449762e-12,0.5094447503282369,0.0,0.0,0.0
2093,dbffe40c-8549-4d27-9b68-a3f1b580f28c.csv,-1.2836164,0.6,0.015327205431914681,0.9618018018018014,0.09844678738337906,0.2417582417582418,2.246246076593377e-06,7.864891090744562e-13,0.0,0.0,0.0,0.0
2094,13c202b0-14dc-42da-b5ca-21d132cc23fc.csv,-1.3491772,0.6,0.015327205431914681,0.9618018018018014,0.08849509932650942,0.2417582417582418,6.130643068696532e-06,1.8299935774817947e-12,0.07550859062866178,0.0,0.0,0.0
2095,9094d2a3-390e-4e13-b576-5187befcf2a9.csv,-1.8275092,0.5,0.00014911052827026872,0.9954954954954952,0.10691631530456355,0.7252747252747254,1.541649448460341e-06,9.929551087994066e-13,0.0,0.0,0.0,0.0
2096,58c609ee-7ae8-4fbe-8083-d917fa3e8246.csv,0.25461587,0.9,1.0000000000000004,0.0,0.00975939462084933,0.5384615384615383,3.689436844985405e-06,1.0132197982674894e-13,0.3971595160447814,0.0,0.0,0.0
2097,d6b1a7de-ae5e-45e8-9a53-f58484c9fd2f.csv,-2.5490756,0.6,0.015327205431914681,0.9618018018018014,0.11660124166954247,0.2417582417582418,8.851694486137083e-06,2.5222967426475227e-12,0.30262730648144226,0.0,0.0,0.9446708623286848
2098,1c5830aa-89f2-4b25-8953-4d644a34bfdc.csv,-1.8717928,0.6,0.015327205431914681,0.9618018018018014,0.024415267016874315,0.2417582417582418,4.619421031170731e-06,3.581440919662797e-13,0.662205469202208,0.0,0.0,0.0
2099,fc15a343-5276-4ce0-be8c-34087ae69070.csv,-1.467992,0.6,0.015327205431914681,0.9618018018018014,0.10365445757106947,0.2417582417582418,4.2572279188955945e-06,1.2017098076310938e-12,0.0,0.0,0.0,0.1791658580313658
2100,1c5830aa-89f2-4b25-8953-4d644a34bfdc.csv,-1.8717928,0.6,0.015327205431914681,0.9618018018018014,0.024415267016874315,0.2417582417582418,4.619421031170731e-06,3.581440919662797e-13,0.662205469202208,0.0,0.0,0.0
2101,dbffe40c-8549-4d27-9b68-a3f1b580f28c.csv,-1.2836164,0.6,0.015327205431914681,0.9618018018018014,0.09844678738337906,0.2417582417582418,2.246246076593377e-06,7.864891090744562e-13,0.0,0.0,0.0,0.0
2102,3fc0af02-ec0a-4572-9824-2b11c6990e4a.csv,-2.2191584,0.6,0.015327205431914681,0.9618018018018014,0.03399633234791666,0.2417582417582418,0.9999946086034758,2.0110299457664907e-13,0.0,0.0,0.0,0.0
2103,6cecc5e4-b87f-4501-a1d6-66a501a752b7.csv,-1.462781,0.6,0.015327205431914681,0.9618018018018014,0.050212387689021754,0.2417582417582418,6.3971864746535e-08,1.4212339322403392e-13,0.22740107012268293,0.0,0.0,0.0
2104,f5a28746-11f7-423f-9ae0-204a9b6d50ac.csv,-1.2318932,0.6,0.015327205431914681,0.9618018018018014,0.04671852043595873,0.2417582417582418,7.222423517680216e-06,7.624322251196509e-13,0.0,0.0,0.0,0.0
2105,f5850315-552a-440f-9871-173212ad467f.csv,0.17336912,0.9,1.0000000000000004,0.0,0.04848115713559637,0.5384615384615383,2.7280901347667124e-05,1.1978043341886402e-12,0.43966089252184715,0.0,0.0,0.0
2106,70879f4e-5141-4cd6-8fc2-ba54fc7e58a5.csv,-1.4348105,0.6,0.015327205431914681,0.9618018018018014,0.10642516612965702,0.2417582417582418,7.83758639161852e-06,2.1051437051955685e-12,0.1432100856945209,0.0,0.0,0.0
2107,cd2a63c5-e1ab-4000-a286-9628f856af4b.csv,-1.3650123,0.6,0.015327205431914681,0.9618018018018014,0.07185544331179941,0.2417582417582418,3.0606822150317376e-06,2.2475549664730596e-12,0.1079863905241907,0.0,0.0,0.0
2108,d1f0f31d-17e2-484a-9b09-6b7cfc568102.csv,-2.0116763,0.6,0.015327205431914681,0.9618018018018014,0.10340184458413879,0.2417582417582418,4.814834237073624e-06,1.44563919820815e-12,0.7231022263634181,0.0,0.0,0.0
2109,cad98ba0-ebb5-4f15-bc8f-09a617dd4d05.csv,-1.6382631,0.3,0.00573865570292853,0.9999999999999999,0.06272776931232374,0.5824175824175826,4.172759686187204e-06,3.387344737932058e-13,0.0,0.0,0.0,0.0
2110,e363b1f3-f503-48b4-b87c-98fe07632c02.csv,-2.125295,0.5,0.00014911052827026872,0.9954954954954952,-0.0018967869398388267,0.7252747252747254,1.3664245307904223e-08,4.207785350762209e-15,0.0,0.0,0.14117394630296473,0.26542645115380703
2111,1e8c8712-0046-428d-864f-14d2357fb1d5.csv,-2.268818,0.6,0.015327205431914681,0.9618018018018014,0.028600407444832353,0.2417582417582418,2.8964938032236783e-06,1.137671035814171e-13,0.08520745979981083,0.0,0.9698397298356252,0.0
2112,c0e7463c-8ed6-49b3-b4fd-a69449d8cee5.csv,-1.6474291,0.3,0.00573865570292853,0.9999999999999999,0.07189341207942126,0.5824175824175826,4.490335594377806e-06,5.829262882542745e-11,0.0,0.0,0.0,0.0
2113,f5850315-552a-440f-9871-173212ad467f.csv,-1.6895165,0.3,0.00573865570292853,0.9999999999999999,0.1139741078315733,0.5824175824175826,1.1270410884221211e-05,1.7279579909931313e-12,0.0,0.0,0.0,0.0
2114,2aa6ee4b-eadb-4d51-9737-8cf5de22210a.csv,-2.2655282,0.3,0.00573865570292853,0.9999999999999999,0.08485346523272383,0.5824175824175826,4.719438232677772e-06,7.659706420795422e-13,0.14189713833947454,0.0,0.0,0.4632417496095447
