household_id,Encryption Ratio_mean,Encryption Ratio_std,Reidentification Rate_mean,Reidentification Rate_std,Advanced Reidentification Rate_mean,Advanced Reidentification Rate_std,Memory Consumption (MiB)_mean,Memory Consumption (MiB)_std,Summation Error_mean,Summation Error_std,Deviation Error_mean,Deviation Error_std,Encryption Time (NS)_mean,Encryption Time (NS)_std,Decryption Time (NS)_mean,Decryption Time (NS)_std,Summation Operations Time (NS)_mean,Summation Operations Time (NS)_std,Deviation Operations Time (NS)_mean,Deviation Operations Time (NS)_std
MAC000248.csv,0.08,0.0,0.01711999999999999,0.0038656607887052703,0.026600000000000002,0.004320493798938574,4.96,4.28641264151427,4219.21254188,23.547411562468383,5.789542,0.0,3234772.0,816297.7814090477,40092.0,200459.99999999997,632020.0,700583.5032314135,1292356.0,826983.0596209331
MAC000252.csv,0.19,0.0,0.01711999999999999,0.0038656607887052703,0.026600000000000002,0.004320493798938574,4.96,4.28641264151427,3985.45468872,516.024527944524,8.4965664,1.579029237625022e-05,4202528.0,596269.2607091755,0.0,0.0,827688.0,1075485.106947868,1785500.0,1485883.20088312
MAC000253.csv,0.05,0.0,0.01711999999999999,0.0038656607887052703,0.026600000000000002,0.004320493798938574,4.96,4.28641264151427,2033.8656,12.368400432149715,3.647715,0.0,1943808.0,1142903.0419360457,0.0,0.0,624644.0,894901.0583485381,1200476.0,891580.6910014744
MAC000255.csv,0.1,0.0,0.01711999999999999,0.0038656607887052703,0.026600000000000002,0.004320493798938574,4.96,4.28641264151427,2337.87956624,10.856395731206428,4.947753,0.0,3555604.0,1090104.9274725805,0.0,0.0,511716.0,580604.5675845136,1474876.0,901973.9451521498
MAC000256.csv,0.1,0.0,0.01711999999999999,0.0038656607887052703,0.026600000000000002,0.004320493798938574,4.96,4.28641264151427,1276.11903696,213.16525676146034,4.6953089199999996,8.046324212502964e-06,4082424.0,1108754.092168322,0.0,0.0,753324.0,632087.392612762,1637580.0,610969.0854154025
MAC000258.csv,0.0,0.0,0.01711999999999999,0.0038656607887052703,0.026600000000000002,0.004320493798938574,4.96,4.28641264151427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAC000271.csv,0.0,0.0,0.01711999999999999,0.0038656607887052703,0.026600000000000002,0.004320493798938574,4.96,4.28641264151427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAC000272.csv,0.01,0.0,0.01711999999999999,0.0038656607887052703,0.026600000000000002,0.004320493798938574,4.96,4.28641264151427,3180.118114,4.941846125015725,3.929956,0.0,631360.0,726782.7414938617,0.0,0.0,546080.0,919597.4490685223,569288.0,589705.1087337354
MAC000274.csv,0.12000000000000002,0.0,0.01711999999999999,0.0038656607887052703,0.026600000000000002,0.004320493798938574,4.96,4.28641264151427,1927.3388803999999,183.4419884642361,6.06317956,2.0322565454951325e-05,3712580.0,1678535.882597291,123080.0,340468.9364195604,977312.0,1017813.8473054229,1394120.0,931014.4646208959
MAC004539.csv,0.16,0.0,0.01711999999999999,0.0038656607887052703,0.026600000000000002,0.004320493798938574,4.96,4.28641264151427,660.2152186,137.32252126417723,1.6677278000000002,1.150000000004349e-05,688756.0,637516.2442897697,0.0,0.0,834604.0,708301.2173974196,818740.0,991385.0866338469
