filename,section,date_range,section_sum_usage,encryption_ratio,section_raw_entropy,section_remaining_entropy,reidentification_mean,reidentification_standard_error,reidentification_attack_duration,avg_time_per_reidentification_attack_run,allocated_memory_MiB
MAC000147.csv,5,2012-06-23 to 2012-08-05,291.15,0.70,8.147590,1.243316,0.000000,0.000000,14.794535,0.014795,98.00
MAC000167.csv,2,2012-02-17 to 2012-03-31,33.73,0.20,2.741904,1.742145,0.007513,0.000194,150.174340,0.150174,107.00
MAC000017.csv,9,2012-12-24 to 2013-02-05,357.47,0.30,8.544587,5.485592,0.004938,0.000193,148.197469,0.148197,123.00
MAC000190.csv,6,2012-08-10 to 2012-09-22,285.81,0.30,8.039686,4.721311,0.004938,0.000193,148.197469,0.148197,123.00
MAC000199.csv,4,2012-05-17 to 2012-06-29,239.36,0.40,7.825888,1.217394,0.002475,0.000158,147.637229,0.147637,116.00
MAC000255.csv,8,2012-11-08 to 2012-12-21,740.56,0.60,8.976238,2.482775,0.000000,0.000000,14.798131,0.014798,113.00
MAC004539.csv,0,2011-12-21 to 2012-02-02,308.78,0.60,8.499405,1.870711,0.000000,0.000000,14.798131,0.014798,113.00
MAC000180.csv,2,2012-02-19 to 2012-04-02,448.86,0.70,8.438010,1.942758,0.000000,0.000000,14.794535,0.014795,98.00
MAC000245.csv,6,2012-08-14 to 2012-09-26,1202.15,0.70,9.421489,3.010015,0.000000,0.000000,14.794535,0.014795,98.00
MAC000188.csv,7,2012-09-22 to 2012-11-03,203.07,0.10,8.267160,5.239159,0.010037,0.000157,153.111110,0.153111,118.00
MAC000160.csv,1,2012-01-06 to 2012-02-17,299.43,0.30,7.500175,4.481962,0.004938,0.000193,148.197469,0.148197,123.00
MAC000190.csv,1,2012-01-10 to 2012-02-21,329.17,0.50,8.453036,1.592167,0.000000,0.000000,14.832863,0.014833,126.00
MAC000243.csv,3,2012-04-08 to 2012-05-21,473.92,0.60,8.715817,2.572303,0.000000,0.000000,14.798131,0.014798,113.00
MAC000033.csv,5,2012-07-07 to 2012-08-19,277.66,0.80,8.241296,0.000000,0.000000,0.000000,14.854397,0.014854,93.00
MAC000049.csv,1,2012-01-20 to 2012-03-02,2171.09,0.80,9.687190,0.968057,0.000000,0.000000,14.854397,0.014854,93.00
MAC000178.csv,6,2012-08-08 to 2012-09-20,422.24,0.80,8.467890,0.028874,0.000000,0.000000,14.854397,0.014854,93.00
MAC000221.csv,3,2012-04-07 to 2012-05-20,498.93,0.80,8.736125,0.011174,0.000000,0.000000,14.854397,0.014854,93.00
MAC000046.csv,4,2012-05-27 to 2012-07-08,489.18,0.10,8.969774,6.340762,0.010037,0.000157,153.111110,0.153111,118.00
MAC000179.csv,5,2012-06-26 to 2012-08-08,388.49,0.20,8.604391,5.607829,0.007513,0.000194,150.174340,0.150174,107.00
MAC000145.csv,1,2012-01-05 to 2012-02-16,527.37,0.30,8.951805,5.931053,0.004938,0.000193,148.197469,0.148197,123.00
MAC000198.csv,9,2012-12-16 to 2013-01-28,855.59,0.30,9.142816,6.643212,0.004938,0.000193,148.197469,0.148197,123.00
MAC000209.csv,9,2012-12-18 to 2013-01-30,139.46,0.40,7.698680,1.265907,0.002475,0.000158,147.637229,0.147637,116.00
MAC000222.csv,9,2012-12-19 to 2013-01-31,537.67,0.40,8.009497,2.197340,0.002475,0.000158,147.637229,0.147637,116.00
MAC000218.csv,2,2012-02-23 to 2012-04-06,643.87,0.50,9.006323,2.598232,0.000000,0.000000,14.832863,0.014833,126.00
MAC000226.csv,7,2012-09-25 to 2012-11-06,510.38,0.60,8.702026,2.630355,0.000000,0.000000,14.798131,0.014798,113.00
MAC000067.csv,8,2012-11-14 to 2012-12-27,351.65,0.40,8.573657,1.943480,0.002475,0.000158,147.637229,0.147637,116.00
MAC000176.csv,3,2012-04-01 to 2012-05-14,343.96,0.60,8.551543,1.596419,0.000000,0.000000,14.798131,0.014798,113.00
MAC000203.csv,6,2012-08-11 to 2012-09-23,257.22,0.60,8.365749,1.734714,0.000000,0.000000,14.798131,0.014798,113.00
MAC000155.csv,4,2012-05-12 to 2012-06-23,469.52,0.70,8.794356,1.611843,0.000000,0.000000,14.794535,0.014795,98.00
MAC000162.csv,8,2012-10-30 to 2012-12-12,231.70,0.70,8.332302,1.318041,0.000000,0.000000,14.794535,0.014795,98.00
MAC000175.csv,1,2012-01-07 to 2012-02-18,354.27,0.70,8.190689,0.848631,0.000000,0.000000,14.794535,0.014795,98.00
MAC000179.csv,1,2012-01-08 to 2012-02-19,446.51,0.70,8.618313,1.733383,0.000000,0.000000,14.794535,0.014795,98.00
MAC000222.csv,2,2012-02-24 to 2012-04-07,668.23,0.70,8.526668,2.303324,0.000000,0.000000,14.794535,0.014795,98.00
MAC000243.csv,6,2012-08-14 to 2012-09-26,483.17,0.10,8.916042,6.364542,0.010037,0.000157,153.111110,0.153111,118.00
MAC000193.csv,4,2012-05-17 to 2012-06-28,344.95,0.50,8.473807,2.434138,0.000000,0.000000,14.832863,0.014833,126.00
MAC000047.csv,7,2012-10-02 to 2012-11-13,240.59,0.80,7.827661,0.000000,0.000000,0.000000,14.854397,0.014854,93.00
MAC000209.csv,4,2012-05-19 to 2012-06-30,110.39,0.90,7.481723,0.000000,0.000000,0.000000,14.839457,0.014839,142.00
MAC000155.csv,2,2012-02-16 to 2012-03-30,535.60,0.90,8.788485,0.000000,0.000000,0.000000,14.839457,0.014839,142.00
MAC000187.csv,1,2012-01-10 to 2012-02-21,394.78,0.90,8.795158,0.000000,0.000000,0.000000,14.839457,0.014839,142.00
MAC000274.csv,5,2012-07-06 to 2012-08-18,428.27,0.90,8.748569,0.000000,0.000000,0.000000,14.839457,0.014839,142.00
MAC004539.csv,3,2012-04-27 to 2012-06-09,231.60,0.90,8.205129,0.000000,0.000000,0.000000,14.839457,0.014839,142.00
MAC004539.csv,1,2012-02-02 to 2012-03-15,281.55,0.20,8.421386,5.298676,0.007513,0.000194,150.174340,0.150174,107.00
MAC000034.csv,3,2012-04-13 to 2012-05-26,1066.92,0.40,9.102041,3.317470,0.002475,0.000158,147.637229,0.147637,116.00
MAC000034.csv,8,2012-11-12 to 2012-12-25,1419.19,0.50,9.165639,3.590858,0.000000,0.000000,14.832863,0.014833,126.00
MAC000163.csv,5,2012-06-24 to 2012-08-06,446.74,0.50,8.467077,2.431571,0.000000,0.000000,14.832863,0.014833,126.00
MAC000272.csv,2,2012-02-29 to 2012-04-12,409.75,0.50,8.608032,2.083919,0.000000,0.000000,14.832863,0.014833,126.00
MAC000151.csv,1,2012-01-05 to 2012-02-16,172.03,0.60,7.909002,1.183450,0.000000,0.000000,14.798131,0.014798,113.00
MAC004539.csv,1,2012-02-02 to 2012-03-15,281.55,0.70,8.421386,1.356914,0.000000,0.000000,14.794535,0.014795,98.00
MAC000162.csv,6,2012-08-06 to 2012-09-18,228.95,0.80,8.197955,0.000000,0.000000,0.000000,14.854397,0.014854,93.00
MAC000069.csv,3,2012-04-15 to 2012-05-28,437.11,0.20,8.348662,5.168807,0.007513,0.000194,150.174340,0.150174,107.00
MAC000180.csv,1,2012-01-08 to 2012-02-19,482.81,0.20,8.731525,6.005066,0.007513,0.000194,150.174340,0.150174,107.00
MAC000230.csv,8,2012-11-06 to 2012-12-19,498.53,0.20,8.813660,6.087134,0.007513,0.000194,150.174340,0.150174,107.00
MAC000244.csv,1,2012-01-14 to 2012-02-25,312.30,0.20,7.855703,4.534467,0.007513,0.000194,150.174340,0.150174,107.00
MAC000199.csv,0,2011-11-28 to 2012-01-10,313.02,0.30,8.385610,5.130181,0.004938,0.000193,148.197469,0.148197,123.00
MAC000221.csv,9,2012-12-19 to 2013-01-31,662.33,0.60,8.930646,2.774549,0.000000,0.000000,14.798131,0.014798,113.00
MAC000203.csv,3,2012-04-05 to 2012-05-18,282.76,0.70,8.528819,1.567345,0.000000,0.000000,14.794535,0.014795,98.00
MAC000176.csv,0,2011-11-25 to 2012-01-07,495.04,0.80,8.150105,0.000000,0.000000,0.000000,14.854397,0.014854,93.00
MAC000055.csv,9,2012-12-27 to 2013-02-08,635.05,0.10,8.836761,6.302840,0.010037,0.000157,153.111110,0.153111,118.00
MAC000155.csv,3,2012-03-30 to 2012-05-12,455.65,0.50,8.568542,2.094479,0.000000,0.000000,14.832863,0.014833,126.00
MAC000253.csv,2,2012-02-26 to 2012-04-09,574.22,0.50,9.185153,2.643620,0.000000,0.000000,14.832863,0.014833,126.00
MAC000055.csv,9,2012-12-27 to 2013-02-08,635.05,0.60,8.836761,2.325688,0.000000,0.000000,14.798131,0.014798,113.00
MAC000175.csv,7,2012-09-19 to 2012-10-31,356.12,0.60,8.204336,1.224601,0.000000,0.000000,14.798131,0.014798,113.00
MAC000185.csv,3,2012-04-02 to 2012-05-15,256.26,0.70,7.506708,1.543630,0.000000,0.000000,14.794535,0.014795,98.00
MAC000271.csv,5,2012-07-05 to 2012-08-17,402.20,0.70,8.608915,1.538527,0.000000,0.000000,14.794535,0.014795,98.00
MAC000067.csv,6,2012-08-21 to 2012-10-03,342.65,0.80,8.373895,0.000000,0.000000,0.000000,14.854397,0.014854,93.00
MAC000230.csv,0,2011-12-01 to 2012-01-13,448.98,0.20,8.608488,5.915132,0.007513,0.000194,150.174340,0.150174,107.00
MAC000190.csv,0,2011-11-28 to 2012-01-10,320.81,0.30,8.278091,5.062454,0.004938,0.000193,148.197469,0.148197,123.00
MAC000205.csv,3,2012-04-05 to 2012-05-18,660.46,0.30,9.078145,6.246083,0.004938,0.000193,148.197469,0.148197,123.00
MAC000219.csv,7,2012-09-24 to 2012-11-05,282.29,0.40,7.720460,1.550719,0.002475,0.000158,147.637229,0.147637,116.00
MAC000255.csv,9,2012-12-21 to 2013-02-02,805.89,0.40,8.961984,2.941816,0.002475,0.000158,147.637229,0.147637,116.00
MAC000255.csv,4,2012-05-22 to 2012-07-03,783.80,0.50,8.998578,2.837642,0.000000,0.000000,14.832863,0.014833,126.00
MAC000192.csv,6,2012-08-10 to 2012-09-22,312.24,0.80,8.064032,0.000000,0.000000,0.000000,14.854397,0.014854,93.00
MAC000069.csv,1,2012-01-21 to 2012-03-03,599.32,0.90,8.558609,0.000000,0.000000,0.000000,14.839457,0.014839,142.00
MAC000177.csv,9,2012-12-14 to 2013-01-26,187.93,0.50,7.710753,1.695032,0.000000,0.000000,14.832863,0.014833,126.00
MAC000171.csv,6,2012-08-07 to 2012-09-19,114.54,0.60,6.932577,0.934302,0.000000,0.000000,14.798131,0.014798,113.00
MAC000207.csv,8,2012-11-05 to 2012-12-17,712.11,0.70,9.100251,2.285348,0.000000,0.000000,14.794535,0.014795,98.00
MAC000188.csv,1,2012-01-10 to 2012-02-21,186.15,0.80,8.124456,0.000000,0.000000,0.000000,14.854397,0.014854,93.00
MAC000209.csv,8,2012-11-05 to 2012-12-18,130.21,0.90,7.513468,0.000000,0.000000,0.000000,14.839457,0.014839,142.00
MAC000252.csv,5,2012-07-03 to 2012-08-15,614.40,0.90,7.467222,0.000000,0.000000,0.000000,14.839457,0.014839,142.00
MAC000188.csv,8,2012-11-04 to 2012-12-16,230.56,0.10,8.340851,5.344033,0.010037,0.000157,153.111110,0.153111,118.00
MAC000245.csv,5,2012-07-03 to 2012-08-14,1119.90,0.10,9.418761,7.351004,0.010037,0.000157,153.111110,0.153111,118.00
MAC000150.csv,7,2012-09-17 to 2012-10-29,366.22,0.20,8.030562,5.063110,0.007513,0.000194,150.174340,0.150174,107.00
MAC000173.csv,4,2012-05-14 to 2012-06-25,202.02,0.30,7.847410,4.479621,0.004938,0.000193,148.197469,0.148197,123.00
MAC000174.csv,0,2011-11-25 to 2012-01-07,826.92,0.60,9.247351,2.843275,0.000000,0.000000,14.798131,0.014798,113.00
MAC000189.csv,6,2012-08-10 to 2012-09-22,240.71,0.60,7.535244,1.739190,0.000000,0.000000,14.798131,0.014798,113.00
MAC000192.csv,1,2012-01-10 to 2012-02-21,310.11,0.90,8.250155,0.000000,0.000000,0.000000,14.839457,0.014839,142.00
MAC000189.csv,4,2012-05-17 to 2012-06-28,276.87,0.10,7.376918,4.717705,0.010037,0.000157,153.111110,0.153111,118.00
MAC000158.csv,5,2012-06-24 to 2012-08-06,161.75,0.30,7.613617,4.159703,0.004938,0.000193,148.197469,0.148197,123.00
MAC000245.csv,9,2012-12-20 to 2013-02-01,1466.98,0.30,9.594373,7.539334,0.004938,0.000193,148.197469,0.148197,123.00
MAC000246.csv,6,2012-08-15 to 2012-09-27,735.03,0.30,9.093511,6.567100,0.004938,0.000193,148.197469,0.148197,123.00
MAC000166.csv,7,2012-09-18 to 2012-10-30,374.82,0.50,8.741888,1.940837,0.000000,0.000000,14.832863,0.014833,126.00
MAC000252.csv,1,2012-01-15 to 2012-02-26,2060.16,0.70,9.377351,3.235877,0.000000,0.000000,14.794535,0.014795,98.00
MAC000152.csv,4,2012-05-12 to 2012-06-23,460.76,0.80,8.806519,0.020393,0.000000,0.000000,14.854397,0.014854,93.00
MAC000201.csv,1,2012-01-11 to 2012-02-22,385.23,0.20,8.609926,5.665594,0.007513,0.000194,150.174340,0.150174,107.00
MAC000226.csv,5,2012-07-01 to 2012-08-13,311.24,0.20,7.775435,5.187029,0.007513,0.000194,150.174340,0.150174,107.00
MAC000214.csv,8,2012-11-05 to 2012-12-18,300.15,0.30,8.759930,5.565738,0.004938,0.000193,148.197469,0.148197,123.00
MAC000046.csv,1,2012-01-20 to 2012-03-02,774.26,0.40,9.251380,3.585411,0.002475,0.000158,147.637229,0.147637,116.00
MAC000180.csv,3,2012-04-02 to 2012-05-15,453.34,0.60,8.416864,1.722370,0.000000,0.000000,14.798131,0.014798,113.00
MAC000221.csv,6,2012-08-13 to 2012-09-25,490.95,0.70,8.640890,2.231112,0.000000,0.000000,14.794535,0.014795,98.00
MAC000222.csv,3,2012-04-07 to 2012-05-20,839.63,0.80,8.592608,0.098174,0.000000,0.000000,14.854397,0.014854,93.00
MAC000174.csv,5,2012-06-25 to 2012-08-07,766.09,0.90,9.209269,0.000000,0.000000,0.000000,14.839457,0.014839,142.00
MAC000159.csv,9,2012-12-13 to 2013-01-24,572.31,0.10,8.657348,5.934420,0.010037,0.000157,153.111110,0.153111,118.00
MAC000069.csv,5,2012-07-09 to 2012-08-21,330.53,0.40,8.022796,1.335994,0.002475,0.000158,147.637229,0.147637,116.00
MAC000226.csv,1,2012-01-13 to 2012-02-24,604.48,0.40,9.163486,3.035326,0.002475,0.000158,147.637229,0.147637,116.00
MAC000151.csv,0,2011-11-23 to 2012-01-05,173.32,0.70,7.939876,0.998999,0.000000,0.000000,14.794535,0.014795,98.00
MAC000159.csv,5,2012-06-24 to 2012-08-06,529.83,0.70,8.363180,1.448299,0.000000,0.000000,14.794535,0.014795,98.00
MAC000239.csv,4,2012-05-21 to 2012-07-02,291.93,0.70,8.304183,1.262305,0.000000,0.000000,14.794535,0.014795,98.00
MAC000218.csv,6,2012-08-12 to 2012-09-24,712.02,0.90,9.059410,0.000000,0.000000,0.000000,14.839457,0.014839,142.00
MAC000151.csv,3,2012-03-30 to 2012-05-12,151.15,0.30,7.622856,4.257833,0.004938,0.000193,148.197469,0.148197,123.00
MAC000162.csv,6,2012-08-06 to 2012-09-18,228.95,0.30,8.197955,4.825214,0.004938,0.000193,148.197469,0.148197,123.00
MAC000209.csv,3,2012-04-06 to 2012-05-19,118.06,0.30,7.594836,4.015915,0.004938,0.000193,148.197469,0.148197,123.00
MAC000034.csv,7,2012-10-01 to 2012-11-12,515.38,0.60,8.536454,2.055423,0.000000,0.000000,14.798131,0.014798,113.00
MAC000221.csv,7,2012-09-25 to 2012-11-06,709.59,0.60,8.961441,2.710475,0.000000,0.000000,14.798131,0.014798,113.00
MAC000173.csv,0,2011-11-25 to 2012-01-07,305.63,0.50,8.424189,2.078578,0.000000,0.000000,14.832863,0.014833,126.00
MAC000194.csv,5,2012-06-28 to 2012-08-10,375.31,0.50,8.610523,1.985791,0.000000,0.000000,14.832863,0.014833,126.00
MAC000188.csv,1,2012-01-10 to 2012-02-21,186.15,0.70,8.124456,1.199325,0.000000,0.000000,14.794535,0.014795,98.00
MAC000047.csv,8,2012-11-13 to 2012-12-26,256.35,0.80,7.719404,0.000000,0.000000,0.000000,14.854397,0.014854,93.00
MAC000171.csv,2,2012-02-18 to 2012-04-01,136.98,0.80,7.177845,0.000000,0.000000,0.000000,14.854397,0.014854,93.00
MAC000199.csv,8,2012-11-04 to 2012-12-16,271.47,0.90,8.115245,0.000000,0.000000,0.000000,14.839457,0.014839,142.00
MAC000239.csv,0,2011-12-02 to 2012-01-14,324.09,0.90,8.549764,0.000000,0.000000,0.000000,14.839457,0.014839,142.00
MAC000160.csv,8,2012-10-30 to 2012-12-12,295.59,0.30,7.371653,4.364086,0.004938,0.000193,148.197469,0.148197,123.00
MAC000191.csv,2,2012-02-21 to 2012-04-04,566.51,0.40,8.469753,2.789048,0.002475,0.000158,147.637229,0.147637,116.00
MAC000238.csv,5,2012-07-02 to 2012-08-14,367.04,0.40,8.496902,1.978675,0.002475,0.000158,147.637229,0.147637,116.00
MAC000252.csv,9,2012-12-21 to 2013-02-02,1725.53,0.40,9.529144,4.068628,0.002475,0.000158,147.637229,0.147637,116.00
MAC000201.csv,6,2012-08-11 to 2012-09-23,390.09,0.60,8.657714,1.806299,0.000000,0.000000,14.798131,0.014798,113.00
MAC000015.csv,1,2012-01-18 to 2012-02-29,802.88,0.80,9.062028,0.180891,0.000000,0.000000,14.854397,0.014854,93.00
MAC000187.csv,6,2012-08-10 to 2012-09-22,312.09,0.90,8.392536,0.000000,0.000000,0.000000,14.839457,0.014839,142.00
MAC000186.csv,6,2012-08-10 to 2012-09-22,108.84,0.10,7.012173,3.832158,0.010037,0.000157,153.111110,0.153111,118.00
MAC000207.csv,1,2012-01-11 to 2012-02-22,736.60,0.20,9.196641,6.739948,0.007513,0.000194,150.174340,0.150174,107.00
MAC000256.csv,8,2012-11-10 to 2012-12-23,1436.39,0.40,9.269441,3.269443,0.002475,0.000158,147.637229,0.147637,116.00
MAC000015.csv,8,2012-11-11 to 2012-12-24,481.11,0.60,8.436085,1.769120,0.000000,0.000000,14.798131,0.014798,113.00
MAC000175.csv,8,2012-10-31 to 2012-12-13,372.21,0.80,8.374131,0.000000,0.000000,0.000000,14.854397,0.014854,93.00
MAC000239.csv,0,2011-12-02 to 2012-01-14,324.09,0.80,8.549764,0.000000,0.000000,0.000000,14.854397,0.014854,93.00
MAC000158.csv,4,2012-05-13 to 2012-06-24,167.38,0.90,7.680958,0.000000,0.000000,0.000000,14.839457,0.014839,142.00
MAC000158.csv,8,2012-10-30 to 2012-12-12,171.81,0.90,7.275193,0.000000,0.000000,0.000000,14.839457,0.014839,142.00
MAC000147.csv,6,2012-08-05 to 2012-09-17,298.59,0.10,8.135506,5.149515,0.010037,0.000157,153.111110,0.153111,118.00
MAC000173.csv,7,2012-09-19 to 2012-10-31,237.39,0.10,8.096664,5.159241,0.010037,0.000157,153.111110,0.153111,118.00
MAC000160.csv,5,2012-06-24 to 2012-08-06,305.80,0.30,7.625105,4.555694,0.004938,0.000193,148.197469,0.148197,123.00
MAC000203.csv,5,2012-06-30 to 2012-08-11,228.66,0.30,8.227153,4.908292,0.004938,0.000193,148.197469,0.148197,123.00
MAC000017.csv,8,2012-11-12 to 2012-12-24,249.25,0.40,8.207422,1.788801,0.002475,0.000158,147.637229,0.147637,116.00
MAC000179.csv,8,2012-11-01 to 2012-12-14,324.89,0.50,8.098439,1.516518,0.000000,0.000000,14.832863,0.014833,126.00
MAC000218.csv,2,2012-02-23 to 2012-04-06,643.87,0.70,9.006323,1.844977,0.000000,0.000000,14.794535,0.014795,98.00
MAC004539.csv,1,2012-02-02 to 2012-03-15,281.55,0.80,8.421386,0.000000,0.000000,0.000000,14.854397,0.014854,93.00
MAC000170.csv,9,2012-12-13 to 2013-01-25,583.47,0.10,9.095644,6.568518,0.010037,0.000157,153.111110,0.153111,118.00
MAC000034.csv,0,2011-12-07 to 2012-01-19,1601.76,0.20,9.220581,6.942861,0.007513,0.000194,150.174340,0.150174,107.00
MAC000193.csv,0,2011-11-28 to 2012-01-10,485.06,0.20,8.552028,5.928478,0.007513,0.000194,150.174340,0.150174,107.00
MAC000155.csv,7,2012-09-17 to 2012-10-29,576.30,0.30,9.040707,6.156652,0.004938,0.000193,148.197469,0.148197,123.00
MAC000049.csv,4,2012-05-27 to 2012-07-08,1444.94,0.90,9.566575,0.058997,0.000000,0.000000,14.839457,0.014839,142.00
MAC000034.csv,2,2012-03-01 to 2012-04-13,2106.06,0.10,9.183071,6.995423,0.010037,0.000157,153.111110,0.153111,118.00
MAC000066.csv,2,2012-03-03 to 2012-04-15,311.76,0.10,7.455572,4.520414,0.010037,0.000157,153.111110,0.153111,118.00
MAC000167.csv,9,2012-12-12 to 2013-01-24,379.58,0.10,8.870643,6.130828,0.010037,0.000157,153.111110,0.153111,118.00
MAC000205.csv,2,2012-02-22 to 2012-04-05,607.02,0.10,9.075911,6.556760,0.010037,0.000157,153.111110,0.153111,118.00
MAC000171.csv,6,2012-08-07 to 2012-09-19,114.54,0.20,6.932577,3.867153,0.007513,0.000194,150.174340,0.150174,107.00
MAC000046.csv,2,2012-03-02 to 2012-04-14,550.81,0.30,9.009140,6.219740,0.004938,0.000193,148.197469,0.148197,123.00
MAC000155.csv,8,2012-10-30 to 2012-12-11,602.19,0.40,9.043839,2.830142,0.002475,0.000158,147.637229,0.147637,116.00
MAC000158.csv,4,2012-05-13 to 2012-06-24,167.38,0.50,7.680958,1.371130,0.000000,0.000000,14.832863,0.014833,126.00
MAC000178.csv,3,2012-04-02 to 2012-05-15,487.21,0.10,8.688451,5.995630,0.010037,0.000157,153.111110,0.153111,118.00
MAC000192.csv,3,2012-04-04 to 2012-05-17,259.65,0.30,8.023908,4.739386,0.004938,0.000193,148.197469,0.148197,123.00
MAC000272.csv,6,2012-08-18 to 2012-09-30,363.06,0.70,8.408651,1.820261,0.000000,0.000000,14.794535,0.014795,98.00
MAC000017.csv,1,2012-01-18 to 2012-02-29,275.89,0.90,8.399842,0.000000,0.000000,0.000000,14.839457,0.014839,142.00
MAC000108.csv,5,2012-07-13 to 2012-08-25,135.19,0.90,7.458499,0.000000,0.000000,0.000000,14.839457,0.014839,142.00
MAC000178.csv,6,2012-08-08 to 2012-09-20,422.24,0.90,8.467890,0.000000,0.000000,0.000000,14.839457,0.014839,142.00
MAC000214.csv,9,2012-12-18 to 2013-01-30,349.54,0.90,8.804902,0.000000,0.000000,0.000000,14.839457,0.014839,142.00
MAC000255.csv,6,2012-08-15 to 2012-09-27,761.02,0.10,8.970522,6.405105,0.010037,0.000157,153.111110,0.153111,118.00
MAC000178.csv,5,2012-06-26 to 2012-08-08,467.19,0.20,8.679767,5.704821,0.007513,0.000194,150.174340,0.150174,107.00
MAC000069.csv,8,2012-11-14 to 2012-12-27,579.87,0.60,8.551198,1.418651,0.000000,0.000000,14.798131,0.014798,113.00
MAC000159.csv,2,2012-02-17 to 2012-03-31,599.70,0.70,8.480634,1.789958,0.000000,0.000000,14.794535,0.014795,98.00
MAC000205.csv,8,2012-11-04 to 2012-12-17,559.70,0.80,8.844938,0.072654,0.000000,0.000000,14.854397,0.014854,93.00
MAC000108.csv,2,2012-03-07 to 2012-04-19,154.89,0.20,7.351345,4.509490,0.007513,0.000194,150.174340,0.150174,107.00
MAC000222.csv,1,2012-01-13 to 2012-02-24,1289.50,0.40,8.616951,3.621053,0.002475,0.000158,147.637229,0.147637,116.00
MAC000150.csv,4,2012-05-12 to 2012-06-23,388.84,0.80,8.348044,0.020393,0.000000,0.000000,14.854397,0.014854,93.00
MAC000207.csv,4,2012-05-18 to 2012-06-29,647.26,0.10,8.851186,6.436780,0.010037,0.000157,153.111110,0.153111,118.00
MAC000219.csv,1,2012-01-12 to 2012-02-23,312.37,0.10,8.252984,5.191280,0.010037,0.000157,153.111110,0.153111,118.00
MAC000244.csv,7,2012-09-26 to 2012-11-07,292.89,0.10,8.119024,5.062611,0.010037,0.000157,153.111110,0.153111,118.00
MAC000159.csv,7,2012-09-18 to 2012-10-31,424.26,0.20,8.381076,5.434983,0.007513,0.000194,150.174340,0.150174,107.00
MAC000017.csv,4,2012-05-25 to 2012-07-06,235.20,0.50,8.141938,1.666537,0.000000,0.000000,14.832863,0.014833,126.00
MAC000160.csv,8,2012-10-30 to 2012-12-12,295.59,0.50,7.371653,2.219164,0.000000,0.000000,14.832863,0.014833,126.00
MAC000219.csv,3,2012-04-06 to 2012-05-19,295.26,0.50,8.121174,1.206667,0.000000,0.000000,14.832863,0.014833,126.00
MAC000151.csv,7,2012-09-17 to 2012-10-29,165.58,0.60,7.664690,1.197667,0.000000,0.000000,14.798131,0.014798,113.00
MAC000171.csv,6,2012-08-07 to 2012-09-19,114.54,0.30,6.932577,3.712484,0.004938,0.000193,148.197469,0.148197,123.00
MAC000178.csv,5,2012-06-26 to 2012-08-08,467.19,0.40,8.679767,2.448783,0.002475,0.000158,147.637229,0.147637,116.00
MAC000201.csv,7,2012-09-23 to 2012-11-04,414.92,0.40,8.706536,2.385514,0.002475,0.000158,147.637229,0.147637,116.00
MAC000243.csv,1,2012-01-14 to 2012-02-25,576.83,0.60,8.854615,2.827519,0.000000,0.000000,14.798131,0.014798,113.00
MAC000151.csv,9,2012-12-11 to 2013-01-23,184.54,0.70,7.815916,1.037312,0.000000,0.000000,14.794535,0.014795,98.00
MAC000226.csv,4,2012-05-20 to 2012-07-01,518.79,0.70,8.811365,2.276692,0.000000,0.000000,14.794535,0.014795,98.00
MAC000066.csv,6,2012-08-21 to 2012-10-03,258.66,0.80,7.815070,0.000000,0.000000,0.000000,14.854397,0.014854,93.00
MAC000214.csv,9,2012-12-18 to 2013-01-30,349.54,0.80,8.804902,0.000000,0.000000,0.000000,14.854397,0.014854,93.00
MAC000207.csv,7,2012-09-23 to 2012-11-04,847.91,0.10,9.388626,7.125502,0.010037,0.000157,153.111110,0.153111,118.00
MAC000255.csv,1,2012-01-15 to 2012-02-26,795.29,0.10,8.967607,6.487042,0.010037,0.000157,153.111110,0.153111,118.00
MAC000033.csv,3,2012-04-13 to 2012-05-26,307.94,0.30,8.568221,5.249874,0.004938,0.000193,148.197469,0.148197,123.00
MAC000067.csv,9,2012-12-27 to 2013-02-08,383.51,0.50,8.634828,1.718984,0.000000,0.000000,14.832863,0.014833,126.00
MAC000176.csv,4,2012-05-14 to 2012-06-25,448.26,0.50,7.903752,0.887862,0.000000,0.000000,14.832863,0.014833,126.00
MAC000153.csv,5,2012-06-23 to 2012-08-05,794.75,0.60,8.924028,2.355995,0.000000,0.000000,14.798131,0.014798,113.00
MAC000171.csv,1,2012-01-07 to 2012-02-18,128.31,0.70,7.178085,1.049752,0.000000,0.000000,14.794535,0.014795,98.00
MAC000255.csv,1,2012-01-15 to 2012-02-26,795.29,0.80,8.967607,0.127617,0.000000,0.000000,14.854397,0.014854,93.00
MAC000167.csv,6,2012-08-06 to 2012-09-18,160.52,0.20,7.705936,4.531494,0.007513,0.000194,150.174340,0.150174,107.00
MAC000069.csv,7,2012-10-03 to 2012-11-14,440.94,0.50,8.808827,2.007624,0.000000,0.000000,14.832863,0.014833,126.00
MAC000248.csv,5,2012-07-03 to 2012-08-15,352.77,0.50,8.432909,2.205022,0.000000,0.000000,14.832863,0.014833,126.00
MAC000169.csv,4,2012-05-13 to 2012-06-24,251.57,0.70,7.828857,1.474313,0.000000,0.000000,14.794535,0.014795,98.00
MAC000226.csv,0,2011-12-01 to 2012-01-13,545.76,0.70,9.047834,2.282920,0.000000,0.000000,14.794535,0.014795,98.00
MAC000271.csv,1,2012-01-17 to 2012-02-28,409.55,0.80,8.637501,0.000000,0.000000,0.000000,14.854397,0.014854,93.00
