filename,section,date_range,section_sum_usage,encryption_ratio,section_raw_entropy,section_remaining_entropy
cad98ba0-ebb5-4f15-bc8f-09a617dd4d05.csv,0,19/05/2017 to 07/04/2017,1380.00,0.30,0.854230,0.854230
cad98ba0-ebb5-4f15-bc8f-09a617dd4d05.csv,1,07/04/2017 to 22/02/2017,12580.00,0.30,4.856242,4.856242
cad98ba0-ebb5-4f15-bc8f-09a617dd4d05.csv,2,22/02/2017 to 11/01/2017,6239.00,0.30,2.848946,2.848946
cad98ba0-ebb5-4f15-bc8f-09a617dd4d05.csv,3,11/01/2017 to 29/11/2016,0.00,0.30,0.000000,0.000000
cad98ba0-ebb5-4f15-bc8f-09a617dd4d05.csv,4,29/11/2016 to 17/10/2016,1315.00,0.30,0.791206,0.791206
cad98ba0-ebb5-4f15-bc8f-09a617dd4d05.csv,5,17/10/2016 to 04/09/2016,4015.00,0.30,2.491581,2.491581
cad98ba0-ebb5-4f15-bc8f-09a617dd4d05.csv,6,04/09/2016 to 23/07/2016,3569.00,0.30,2.360682,2.360682
cad98ba0-ebb5-4f15-bc8f-09a617dd4d05.csv,7,23/07/2016 to 10/06/2016,9188.00,0.30,4.514839,4.514839
cad98ba0-ebb5-4f15-bc8f-09a617dd4d05.csv,8,10/06/2016 to 27/04/2016,6465.00,0.30,3.300004,3.300004
cad98ba0-ebb5-4f15-bc8f-09a617dd4d05.csv,9,27/04/2016 to 14/03/2016,12983.00,0.30,5.044928,5.044928
cd2a63c5-e1ab-4000-a286-9628f856af4b.csv,0,19/05/2017 to 06/04/2017,14456.00,0.30,4.162417,4.162417
cd2a63c5-e1ab-4000-a286-9628f856af4b.csv,1,06/04/2017 to 20/02/2017,13435.00,0.30,3.762275,3.762275
cd2a63c5-e1ab-4000-a286-9628f856af4b.csv,2,20/02/2017 to 07/01/2017,11910.00,0.30,3.376724,3.376724
cd2a63c5-e1ab-4000-a286-9628f856af4b.csv,3,07/01/2017 to 26/11/2016,9360.00,0.30,2.975999,2.975999
cd2a63c5-e1ab-4000-a286-9628f856af4b.csv,4,26/11/2016 to 14/10/2016,3327.00,0.30,1.415851,1.415851
cd2a63c5-e1ab-4000-a286-9628f856af4b.csv,5,14/10/2016 to 01/09/2016,5518.00,0.30,1.457998,1.457998
cd2a63c5-e1ab-4000-a286-9628f856af4b.csv,6,01/09/2016 to 20/07/2016,9300.00,0.30,3.053954,3.053954
cd2a63c5-e1ab-4000-a286-9628f856af4b.csv,7,20/07/2016 to 07/06/2016,11319.00,0.30,3.339396,3.339396
cd2a63c5-e1ab-4000-a286-9628f856af4b.csv,8,07/06/2016 to 23/04/2016,11980.00,0.30,3.720414,3.720414
cd2a63c5-e1ab-4000-a286-9628f856af4b.csv,9,23/04/2016 to 10/03/2016,12010.00,0.30,3.605799,3.605799
d0af00c0-d13a-48ae-9347-98ad85eebbc2.csv,0,19/05/2017 to 06/04/2017,16720.00,0.30,4.773445,4.773445
d0af00c0-d13a-48ae-9347-98ad85eebbc2.csv,1,06/04/2017 to 22/02/2017,17051.00,0.30,4.747008,4.747008
d0af00c0-d13a-48ae-9347-98ad85eebbc2.csv,2,22/02/2017 to 11/01/2017,20218.00,0.30,4.976794,4.976794
d0af00c0-d13a-48ae-9347-98ad85eebbc2.csv,3,11/01/2017 to 30/11/2016,19589.00,0.30,5.162617,5.162617
d0af00c0-d13a-48ae-9347-98ad85eebbc2.csv,4,30/11/2016 to 18/10/2016,22390.00,0.30,5.162699,5.162699
d0af00c0-d13a-48ae-9347-98ad85eebbc2.csv,5,18/10/2016 to 05/09/2016,21053.00,0.30,5.077842,5.077842
d0af00c0-d13a-48ae-9347-98ad85eebbc2.csv,6,05/09/2016 to 23/07/2016,19165.00,0.30,4.989921,4.989921
d0af00c0-d13a-48ae-9347-98ad85eebbc2.csv,7,23/07/2016 to 09/06/2016,18803.00,0.30,4.890172,4.890172
d0af00c0-d13a-48ae-9347-98ad85eebbc2.csv,8,09/06/2016 to 26/04/2016,20190.00,0.30,4.973491,4.973491
d0af00c0-d13a-48ae-9347-98ad85eebbc2.csv,9,26/04/2016 to 13/03/2016,20171.00,0.30,5.065390,5.065390
d0d09ece-30bb-431f-b812-4e39bfb33198.csv,0,19/05/2017 to 07/04/2017,5260.00,0.30,2.874000,2.874000
d0d09ece-30bb-431f-b812-4e39bfb33198.csv,1,07/04/2017 to 21/02/2017,5597.00,0.30,3.067573,3.067573
d0d09ece-30bb-431f-b812-4e39bfb33198.csv,2,21/02/2017 to 10/01/2017,5824.00,0.30,3.112109,3.112109
d0d09ece-30bb-431f-b812-4e39bfb33198.csv,3,10/01/2017 to 28/11/2016,5943.00,0.30,3.381124,3.381124
d0d09ece-30bb-431f-b812-4e39bfb33198.csv,4,28/11/2016 to 16/10/2016,5757.00,0.30,3.152761,3.152761
d0d09ece-30bb-431f-b812-4e39bfb33198.csv,5,16/10/2016 to 03/09/2016,6155.00,0.30,3.313825,3.313825
d0d09ece-30bb-431f-b812-4e39bfb33198.csv,6,03/09/2016 to 22/07/2016,5981.00,0.30,3.237180,3.237180
d0d09ece-30bb-431f-b812-4e39bfb33198.csv,7,22/07/2016 to 08/06/2016,5855.00,0.30,2.969160,2.969160
d0d09ece-30bb-431f-b812-4e39bfb33198.csv,8,08/06/2016 to 24/04/2016,5864.00,0.30,3.042894,3.042894
d0d09ece-30bb-431f-b812-4e39bfb33198.csv,9,24/04/2016 to 11/03/2016,5265.00,0.30,2.871506,2.871506
d1f0f31d-17e2-484a-9b09-6b7cfc568102.csv,0,19/05/2017 to 07/04/2017,12819.00,0.30,4.284594,4.284594
d1f0f31d-17e2-484a-9b09-6b7cfc568102.csv,1,07/04/2017 to 21/02/2017,11308.00,0.30,4.035545,4.035545
d1f0f31d-17e2-484a-9b09-6b7cfc568102.csv,2,21/02/2017 to 10/01/2017,16736.00,0.30,4.795366,4.795366
d1f0f31d-17e2-484a-9b09-6b7cfc568102.csv,3,10/01/2017 to 28/11/2016,13999.00,0.30,4.616212,4.616212
d1f0f31d-17e2-484a-9b09-6b7cfc568102.csv,4,28/11/2016 to 16/10/2016,11076.00,0.30,3.610209,3.610209
d1f0f31d-17e2-484a-9b09-6b7cfc568102.csv,5,16/10/2016 to 03/09/2016,16813.00,0.30,4.881034,4.881034
d1f0f31d-17e2-484a-9b09-6b7cfc568102.csv,6,03/09/2016 to 21/07/2016,17960.00,0.30,4.856382,4.856382
d1f0f31d-17e2-484a-9b09-6b7cfc568102.csv,7,21/07/2016 to 08/06/2016,17564.00,0.30,4.654959,4.654959
d1f0f31d-17e2-484a-9b09-6b7cfc568102.csv,8,08/06/2016 to 25/04/2016,11946.00,0.30,3.795154,3.795154
d1f0f31d-17e2-484a-9b09-6b7cfc568102.csv,9,25/04/2016 to 12/03/2016,15228.00,0.30,4.502888,4.502888
d631238e-0e45-42ac-9627-0a9d1d62fad9.csv,0,19/05/2017 to 06/04/2017,4909.00,0.30,3.104781,3.104781
d631238e-0e45-42ac-9627-0a9d1d62fad9.csv,1,06/04/2017 to 20/02/2017,7789.00,0.30,3.724957,3.724957
d631238e-0e45-42ac-9627-0a9d1d62fad9.csv,2,20/02/2017 to 09/01/2017,6351.00,0.30,3.524204,3.524204
d631238e-0e45-42ac-9627-0a9d1d62fad9.csv,3,09/01/2017 to 27/11/2016,7087.00,0.30,3.610352,3.610352
d631238e-0e45-42ac-9627-0a9d1d62fad9.csv,4,27/11/2016 to 15/10/2016,7980.00,0.30,3.699000,3.699000
d631238e-0e45-42ac-9627-0a9d1d62fad9.csv,5,15/10/2016 to 02/09/2016,7988.00,0.30,3.746900,3.746900
d631238e-0e45-42ac-9627-0a9d1d62fad9.csv,6,02/09/2016 to 21/07/2016,6213.00,0.30,3.558428,3.558428
d631238e-0e45-42ac-9627-0a9d1d62fad9.csv,7,21/07/2016 to 07/06/2016,5908.00,0.30,3.473590,3.473590
d631238e-0e45-42ac-9627-0a9d1d62fad9.csv,8,07/06/2016 to 23/04/2016,4877.00,0.30,3.277814,3.277814
d631238e-0e45-42ac-9627-0a9d1d62fad9.csv,9,23/04/2016 to 10/03/2016,5862.00,0.30,3.628834,3.628834
d6b1a7de-ae5e-45e8-9a53-f58484c9fd2f.csv,0,19/05/2017 to 06/04/2017,16180.00,0.30,4.686150,4.686150
d6b1a7de-ae5e-45e8-9a53-f58484c9fd2f.csv,1,06/04/2017 to 20/02/2017,19261.00,0.30,4.415969,4.415969
d6b1a7de-ae5e-45e8-9a53-f58484c9fd2f.csv,2,20/02/2017 to 08/01/2017,20134.00,0.30,4.969205,4.969205
d6b1a7de-ae5e-45e8-9a53-f58484c9fd2f.csv,3,08/01/2017 to 26/11/2016,19509.00,0.30,5.103163,5.103163
d6b1a7de-ae5e-45e8-9a53-f58484c9fd2f.csv,4,26/11/2016 to 14/10/2016,18022.00,0.30,4.415911,4.415911
d6b1a7de-ae5e-45e8-9a53-f58484c9fd2f.csv,5,14/10/2016 to 02/09/2016,28656.00,0.30,5.505472,5.505472
d6b1a7de-ae5e-45e8-9a53-f58484c9fd2f.csv,6,02/09/2016 to 20/07/2016,20830.00,0.30,5.206308,5.206308
d6b1a7de-ae5e-45e8-9a53-f58484c9fd2f.csv,7,20/07/2016 to 07/06/2016,20780.00,0.30,5.076431,5.076431
d6b1a7de-ae5e-45e8-9a53-f58484c9fd2f.csv,8,07/06/2016 to 23/04/2016,21048.00,0.30,4.992597,4.992597
d6b1a7de-ae5e-45e8-9a53-f58484c9fd2f.csv,9,23/04/2016 to 10/03/2016,21604.00,0.30,5.168075,5.168075
dbffe40c-8549-4d27-9b68-a3f1b580f28c.csv,0,19/05/2017 to 07/04/2017,7028.00,0.30,3.579933,3.579933
dbffe40c-8549-4d27-9b68-a3f1b580f28c.csv,1,07/04/2017 to 22/02/2017,6706.00,0.30,3.518939,3.518939
dbffe40c-8549-4d27-9b68-a3f1b580f28c.csv,2,22/02/2017 to 09/01/2017,7422.00,0.30,3.558519,3.558519
dbffe40c-8549-4d27-9b68-a3f1b580f28c.csv,3,09/01/2017 to 28/11/2016,9810.00,0.30,3.869565,3.869565
dbffe40c-8549-4d27-9b68-a3f1b580f28c.csv,4,28/11/2016 to 16/10/2016,12720.00,0.30,4.673247,4.673247
dbffe40c-8549-4d27-9b68-a3f1b580f28c.csv,5,16/10/2016 to 03/09/2016,8907.00,0.30,3.474635,3.474635
dbffe40c-8549-4d27-9b68-a3f1b580f28c.csv,6,03/09/2016 to 22/07/2016,18119.00,0.30,4.863616,4.863616
dbffe40c-8549-4d27-9b68-a3f1b580f28c.csv,7,22/07/2016 to 08/06/2016,16618.00,0.30,4.897376,4.897376
dbffe40c-8549-4d27-9b68-a3f1b580f28c.csv,8,08/06/2016 to 25/04/2016,14683.00,0.30,4.893799,4.893799
dbffe40c-8549-4d27-9b68-a3f1b580f28c.csv,9,25/04/2016 to 12/03/2016,13122.00,0.30,4.635408,4.635408
e14e44b0-1b85-4343-a618-61e92984adfd.csv,0,19/05/2017 to 07/04/2017,8989.00,0.30,3.640944,3.640944
e14e44b0-1b85-4343-a618-61e92984adfd.csv,1,06/04/2017 to 21/02/2017,8956.00,0.30,3.454531,3.454531
e14e44b0-1b85-4343-a618-61e92984adfd.csv,2,21/02/2017 to 10/01/2017,8109.00,0.30,3.132946,3.132946
e14e44b0-1b85-4343-a618-61e92984adfd.csv,3,10/01/2017 to 28/11/2016,8820.00,0.30,3.488030,3.488030
e14e44b0-1b85-4343-a618-61e92984adfd.csv,4,28/11/2016 to 17/10/2016,7565.00,0.30,3.263530,3.263530
e14e44b0-1b85-4343-a618-61e92984adfd.csv,5,17/10/2016 to 04/09/2016,8090.00,0.30,4.025555,4.025555
e14e44b0-1b85-4343-a618-61e92984adfd.csv,6,04/09/2016 to 23/07/2016,9048.00,0.30,3.633028,3.633028
e14e44b0-1b85-4343-a618-61e92984adfd.csv,7,23/07/2016 to 10/06/2016,8292.00,0.30,3.446329,3.446329
e14e44b0-1b85-4343-a618-61e92984adfd.csv,8,10/06/2016 to 27/04/2016,8076.00,0.30,3.346872,3.346872
e14e44b0-1b85-4343-a618-61e92984adfd.csv,9,27/04/2016 to 13/03/2016,7683.00,0.30,3.326612,3.326612
e158012f-5c69-4a20-9a41-f7acde0e0ddd.csv,0,19/05/2017 to 06/04/2017,661.00,0.30,1.446050,1.446050
e158012f-5c69-4a20-9a41-f7acde0e0ddd.csv,1,06/04/2017 to 21/02/2017,73.00,0.30,0.370716,0.370716
e158012f-5c69-4a20-9a41-f7acde0e0ddd.csv,2,21/02/2017 to 09/01/2017,505.00,0.30,1.330553,1.330553
e158012f-5c69-4a20-9a41-f7acde0e0ddd.csv,3,09/01/2017 to 28/11/2016,35.00,0.30,0.296104,0.296104
e158012f-5c69-4a20-9a41-f7acde0e0ddd.csv,4,28/11/2016 to 16/10/2016,614.00,0.30,0.423736,0.423736
e158012f-5c69-4a20-9a41-f7acde0e0ddd.csv,5,16/10/2016 to 03/09/2016,12698.00,0.30,3.404971,3.404971
e158012f-5c69-4a20-9a41-f7acde0e0ddd.csv,6,03/09/2016 to 23/07/2016,19089.00,0.30,4.701066,4.701066
e158012f-5c69-4a20-9a41-f7acde0e0ddd.csv,7,23/07/2016 to 09/06/2016,21749.00,0.30,4.901491,4.901491
e158012f-5c69-4a20-9a41-f7acde0e0ddd.csv,8,09/06/2016 to 26/04/2016,19726.00,0.30,4.541009,4.541009
e158012f-5c69-4a20-9a41-f7acde0e0ddd.csv,9,26/04/2016 to 12/03/2016,21011.00,0.30,4.636395,4.636395
e363b1f3-f503-48b4-b87c-98fe07632c02.csv,0,19/05/2017 to 07/04/2017,6.00,0.30,0.011174,0.011174
e363b1f3-f503-48b4-b87c-98fe07632c02.csv,1,07/04/2017 to 22/02/2017,0.00,0.30,0.000000,0.000000
e363b1f3-f503-48b4-b87c-98fe07632c02.csv,2,22/02/2017 to 10/01/2017,47.00,0.30,0.011174,0.011174
e363b1f3-f503-48b4-b87c-98fe07632c02.csv,3,10/01/2017 to 28/11/2016,5.00,0.30,0.011174,0.011174
e363b1f3-f503-48b4-b87c-98fe07632c02.csv,4,28/11/2016 to 16/10/2016,133.00,0.30,0.033517,0.033517
e363b1f3-f503-48b4-b87c-98fe07632c02.csv,5,16/10/2016 to 03/09/2016,11.00,0.30,0.011174,0.011174
e363b1f3-f503-48b4-b87c-98fe07632c02.csv,6,03/09/2016 to 22/07/2016,7.00,0.30,0.011174,0.011174
e363b1f3-f503-48b4-b87c-98fe07632c02.csv,7,22/07/2016 to 08/06/2016,0.00,0.30,0.000000,0.000000
e363b1f3-f503-48b4-b87c-98fe07632c02.csv,8,08/06/2016 to 25/04/2016,11.00,0.30,0.011174,0.011174
e363b1f3-f503-48b4-b87c-98fe07632c02.csv,9,25/04/2016 to 12/03/2016,0.00,0.30,0.000000,0.000000
e41dddd2-87dd-4d4b-bdb6-9859c34768f1.csv,0,19/05/2017 to 07/04/2017,58.00,0.30,0.130300,0.130300
e41dddd2-87dd-4d4b-bdb6-9859c34768f1.csv,1,07/04/2017 to 22/02/2017,238.00,0.30,0.116239,0.116239
e41dddd2-87dd-4d4b-bdb6-9859c34768f1.csv,2,21/02/2017 to 10/01/2017,588.00,0.30,0.267109,0.267109
e41dddd2-87dd-4d4b-bdb6-9859c34768f1.csv,3,10/01/2017 to 28/11/2016,162.00,0.30,0.147758,0.147758
e41dddd2-87dd-4d4b-bdb6-9859c34768f1.csv,4,28/11/2016 to 17/10/2016,9077.00,0.30,3.690154,3.690154
e41dddd2-87dd-4d4b-bdb6-9859c34768f1.csv,5,17/10/2016 to 04/09/2016,13921.00,0.30,4.600202,4.600202
e41dddd2-87dd-4d4b-bdb6-9859c34768f1.csv,6,04/09/2016 to 23/07/2016,5800.00,0.30,2.510215,2.510215
e41dddd2-87dd-4d4b-bdb6-9859c34768f1.csv,7,23/07/2016 to 10/06/2016,3542.00,0.30,1.728057,1.728057
e41dddd2-87dd-4d4b-bdb6-9859c34768f1.csv,8,09/06/2016 to 27/04/2016,3272.00,0.30,1.660916,1.660916
e41dddd2-87dd-4d4b-bdb6-9859c34768f1.csv,9,27/04/2016 to 13/03/2016,3567.00,0.30,1.804214,1.804214
e76658cf-88ea-4123-8715-0248909dd88b.csv,0,19/05/2017 to 07/04/2017,9226.00,0.30,4.025029,4.025029
e76658cf-88ea-4123-8715-0248909dd88b.csv,1,07/04/2017 to 22/02/2017,10385.00,0.30,4.202124,4.202124
e76658cf-88ea-4123-8715-0248909dd88b.csv,2,22/02/2017 to 11/01/2017,11763.00,0.30,4.208956,4.208956
e76658cf-88ea-4123-8715-0248909dd88b.csv,3,11/01/2017 to 29/11/2016,9763.00,0.30,4.021478,4.021478
e76658cf-88ea-4123-8715-0248909dd88b.csv,4,29/11/2016 to 17/10/2016,12798.00,0.30,4.612783,4.612783
e76658cf-88ea-4123-8715-0248909dd88b.csv,5,17/10/2016 to 04/09/2016,8740.00,0.30,3.852224,3.852224
e76658cf-88ea-4123-8715-0248909dd88b.csv,6,04/09/2016 to 23/07/2016,10330.00,0.30,4.195661,4.195661
e76658cf-88ea-4123-8715-0248909dd88b.csv,7,23/07/2016 to 09/06/2016,10395.00,0.30,4.132125,4.132125
e76658cf-88ea-4123-8715-0248909dd88b.csv,8,09/06/2016 to 26/04/2016,10342.00,0.30,4.088062,4.088062
e76658cf-88ea-4123-8715-0248909dd88b.csv,9,26/04/2016 to 12/03/2016,10574.00,0.30,4.187795,4.187795
f12f91f7-81ca-4b7c-a5e8-3b81c4e5720b.csv,0,19/05/2017 to 07/04/2017,11754.00,0.30,3.856017,3.856017
f12f91f7-81ca-4b7c-a5e8-3b81c4e5720b.csv,1,07/04/2017 to 22/02/2017,10186.00,0.30,3.767971,3.767971
f12f91f7-81ca-4b7c-a5e8-3b81c4e5720b.csv,2,22/02/2017 to 11/01/2017,10257.00,0.30,3.725559,3.725559
f12f91f7-81ca-4b7c-a5e8-3b81c4e5720b.csv,3,11/01/2017 to 30/11/2016,9273.00,0.30,3.735950,3.735950
f12f91f7-81ca-4b7c-a5e8-3b81c4e5720b.csv,4,30/11/2016 to 18/10/2016,10378.00,0.30,4.379464,4.379464
f12f91f7-81ca-4b7c-a5e8-3b81c4e5720b.csv,5,18/10/2016 to 05/09/2016,11863.00,0.30,4.698943,4.698943
f12f91f7-81ca-4b7c-a5e8-3b81c4e5720b.csv,6,05/09/2016 to 24/07/2016,12286.00,0.30,4.588439,4.588439
f12f91f7-81ca-4b7c-a5e8-3b81c4e5720b.csv,7,24/07/2016 to 11/06/2016,10711.00,0.30,4.074848,4.074848
f12f91f7-81ca-4b7c-a5e8-3b81c4e5720b.csv,8,11/06/2016 to 28/04/2016,10990.00,0.30,4.086898,4.086898
f12f91f7-81ca-4b7c-a5e8-3b81c4e5720b.csv,9,28/04/2016 to 15/03/2016,11956.00,0.30,4.371697,4.371697
f45ff6bf-08c4-450d-bbf3-5597f66c68ba.csv,0,19/05/2017 to 07/04/2017,9773.00,0.30,4.034493,4.034493
f45ff6bf-08c4-450d-bbf3-5597f66c68ba.csv,1,07/04/2017 to 22/02/2017,10452.00,0.30,4.230342,4.230342
f45ff6bf-08c4-450d-bbf3-5597f66c68ba.csv,2,22/02/2017 to 10/01/2017,10383.00,0.30,4.201737,4.201737
f45ff6bf-08c4-450d-bbf3-5597f66c68ba.csv,3,10/01/2017 to 28/11/2016,11073.00,0.30,4.413952,4.413952
f45ff6bf-08c4-450d-bbf3-5597f66c68ba.csv,4,28/11/2016 to 17/10/2016,11539.00,0.30,4.354038,4.354038
f45ff6bf-08c4-450d-bbf3-5597f66c68ba.csv,5,17/10/2016 to 04/09/2016,12215.00,0.30,4.464674,4.464674
f45ff6bf-08c4-450d-bbf3-5597f66c68ba.csv,6,04/09/2016 to 23/07/2016,11997.00,0.30,4.449136,4.449136
f45ff6bf-08c4-450d-bbf3-5597f66c68ba.csv,7,23/07/2016 to 09/06/2016,12299.00,0.30,4.480413,4.480413
f45ff6bf-08c4-450d-bbf3-5597f66c68ba.csv,8,09/06/2016 to 26/04/2016,12654.00,0.30,4.458582,4.458582
f45ff6bf-08c4-450d-bbf3-5597f66c68ba.csv,9,26/04/2016 to 13/03/2016,11719.00,0.30,4.411070,4.411070
f5850315-552a-440f-9871-173212ad467f.csv,0,19/05/2017 to 06/04/2017,14726.00,0.30,4.857775,4.857775
f5850315-552a-440f-9871-173212ad467f.csv,1,06/04/2017 to 20/02/2017,15319.00,0.30,5.079229,5.079229
f5850315-552a-440f-9871-173212ad467f.csv,2,20/02/2017 to 09/01/2017,16599.00,0.30,5.055814,5.055814
f5850315-552a-440f-9871-173212ad467f.csv,3,09/01/2017 to 27/11/2016,14819.00,0.30,4.976747,4.976747
f5850315-552a-440f-9871-173212ad467f.csv,4,27/11/2016 to 15/10/2016,15170.00,0.30,4.974557,4.974557
f5850315-552a-440f-9871-173212ad467f.csv,5,15/10/2016 to 02/09/2016,14663.00,0.30,4.962127,4.962127
f5850315-552a-440f-9871-173212ad467f.csv,6,02/09/2016 to 21/07/2016,11148.00,0.30,4.414113,4.414113
f5850315-552a-440f-9871-173212ad467f.csv,7,21/07/2016 to 08/06/2016,11958.00,0.30,4.480402,4.480402
f5850315-552a-440f-9871-173212ad467f.csv,8,08/06/2016 to 25/04/2016,13719.00,0.30,4.854660,4.854660
f5850315-552a-440f-9871-173212ad467f.csv,9,25/04/2016 to 11/03/2016,12711.00,0.30,4.787787,4.787787
f5a28746-11f7-423f-9ae0-204a9b6d50ac.csv,0,19/05/2017 to 06/04/2017,0.00,0.30,0.000000,0.000000
f5a28746-11f7-423f-9ae0-204a9b6d50ac.csv,1,06/04/2017 to 21/02/2017,940.00,0.30,0.707535,0.707535
f5a28746-11f7-423f-9ae0-204a9b6d50ac.csv,2,21/02/2017 to 10/01/2017,9891.00,0.30,3.448696,3.448696
f5a28746-11f7-423f-9ae0-204a9b6d50ac.csv,3,10/01/2017 to 28/11/2016,6051.00,0.30,2.954755,2.954755
f5a28746-11f7-423f-9ae0-204a9b6d50ac.csv,4,28/11/2016 to 16/10/2016,17248.00,0.30,4.391966,4.391966
f5a28746-11f7-423f-9ae0-204a9b6d50ac.csv,5,16/10/2016 to 03/09/2016,8175.00,0.30,3.596931,3.596931
f5a28746-11f7-423f-9ae0-204a9b6d50ac.csv,6,03/09/2016 to 21/07/2016,9546.00,0.30,4.187805,4.187805
f5a28746-11f7-423f-9ae0-204a9b6d50ac.csv,7,21/07/2016 to 08/06/2016,2247.00,0.30,1.095730,1.095730
f5a28746-11f7-423f-9ae0-204a9b6d50ac.csv,8,08/06/2016 to 24/04/2016,0.00,0.30,0.000000,0.000000
f5a28746-11f7-423f-9ae0-204a9b6d50ac.csv,9,24/04/2016 to 11/03/2016,0.00,0.30,0.000000,0.000000
faea8eb7-c134-4c8b-99ac-c2c7ddd60d8b.csv,0,19/05/2017 to 06/04/2017,5148.00,0.30,2.905103,2.905103
faea8eb7-c134-4c8b-99ac-c2c7ddd60d8b.csv,1,06/04/2017 to 21/02/2017,5130.00,0.30,3.044383,3.044383
faea8eb7-c134-4c8b-99ac-c2c7ddd60d8b.csv,2,21/02/2017 to 10/01/2017,4959.00,0.30,3.428621,3.428621
faea8eb7-c134-4c8b-99ac-c2c7ddd60d8b.csv,3,10/01/2017 to 28/11/2016,5383.00,0.30,3.156687,3.156687
faea8eb7-c134-4c8b-99ac-c2c7ddd60d8b.csv,4,28/11/2016 to 16/10/2016,2405.00,0.30,1.790146,1.790146
faea8eb7-c134-4c8b-99ac-c2c7ddd60d8b.csv,5,16/10/2016 to 03/09/2016,1182.00,0.30,1.058927,1.058927
faea8eb7-c134-4c8b-99ac-c2c7ddd60d8b.csv,6,03/09/2016 to 22/07/2016,5071.00,0.30,3.095032,3.095032
faea8eb7-c134-4c8b-99ac-c2c7ddd60d8b.csv,7,22/07/2016 to 09/06/2016,5329.00,0.30,3.064801,3.064801
faea8eb7-c134-4c8b-99ac-c2c7ddd60d8b.csv,8,09/06/2016 to 26/04/2016,5626.00,0.30,3.037081,3.037081
faea8eb7-c134-4c8b-99ac-c2c7ddd60d8b.csv,9,26/04/2016 to 13/03/2016,5364.00,0.30,3.008604,3.008604
fc15a343-5276-4ce0-be8c-34087ae69070.csv,0,19/05/2017 to 06/04/2017,8241.00,0.30,3.696422,3.696422
fc15a343-5276-4ce0-be8c-34087ae69070.csv,1,06/04/2017 to 22/02/2017,5829.00,0.30,2.808801,2.808801
fc15a343-5276-4ce0-be8c-34087ae69070.csv,2,22/02/2017 to 11/01/2017,15646.00,0.30,4.759398,4.759398
fc15a343-5276-4ce0-be8c-34087ae69070.csv,3,11/01/2017 to 29/11/2016,14034.00,0.30,4.809164,4.809164
fc15a343-5276-4ce0-be8c-34087ae69070.csv,4,29/11/2016 to 18/10/2016,14874.00,0.30,4.717863,4.717863
fc15a343-5276-4ce0-be8c-34087ae69070.csv,5,17/10/2016 to 05/09/2016,13432.00,0.30,4.549550,4.549550
fc15a343-5276-4ce0-be8c-34087ae69070.csv,6,05/09/2016 to 24/07/2016,13154.00,0.30,4.692749,4.692749
fc15a343-5276-4ce0-be8c-34087ae69070.csv,7,24/07/2016 to 10/06/2016,13863.00,0.30,4.760111,4.760111
fc15a343-5276-4ce0-be8c-34087ae69070.csv,8,10/06/2016 to 27/04/2016,13243.00,0.30,4.734277,4.734277
fc15a343-5276-4ce0-be8c-34087ae69070.csv,9,27/04/2016 to 15/03/2016,13400.00,0.30,4.609401,4.609401
008cfa1c-5152-4b76-a837-b4b799f65dde.csv,0,19/05/2017 to 06/04/2017,6394.00,0.40,2.781011,2.781011
008cfa1c-5152-4b76-a837-b4b799f65dde.csv,1,06/04/2017 to 22/02/2017,4505.00,0.40,2.409996,2.409996
008cfa1c-5152-4b76-a837-b4b799f65dde.csv,2,22/02/2017 to 11/01/2017,8152.00,0.40,2.921256,2.921256
008cfa1c-5152-4b76-a837-b4b799f65dde.csv,3,11/01/2017 to 29/11/2016,4961.00,0.40,2.918243,2.918243
008cfa1c-5152-4b76-a837-b4b799f65dde.csv,4,29/11/2016 to 17/10/2016,10416.00,0.40,3.787947,3.787947
008cfa1c-5152-4b76-a837-b4b799f65dde.csv,5,17/10/2016 to 04/09/2016,5395.00,0.40,2.913947,2.913947
008cfa1c-5152-4b76-a837-b4b799f65dde.csv,6,04/09/2016 to 23/07/2016,7827.00,0.40,3.007807,3.007807
008cfa1c-5152-4b76-a837-b4b799f65dde.csv,7,23/07/2016 to 10/06/2016,6605.00,0.40,3.144580,3.144580
008cfa1c-5152-4b76-a837-b4b799f65dde.csv,8,10/06/2016 to 27/04/2016,7111.00,0.40,3.198863,3.198863
008cfa1c-5152-4b76-a837-b4b799f65dde.csv,9,27/04/2016 to 14/03/2016,5337.00,0.40,2.755092,2.755092
09967234-a409-420a-bc5a-1474bb4790f3.csv,0,19/05/2017 to 07/04/2017,15154.00,0.40,4.689586,4.689586
09967234-a409-420a-bc5a-1474bb4790f3.csv,1,07/04/2017 to 22/02/2017,11148.00,0.40,4.564493,4.564493
09967234-a409-420a-bc5a-1474bb4790f3.csv,2,22/02/2017 to 11/01/2017,12726.00,0.40,4.236712,4.236712
09967234-a409-420a-bc5a-1474bb4790f3.csv,3,11/01/2017 to 29/11/2016,12082.00,0.40,4.649964,4.649964
09967234-a409-420a-bc5a-1474bb4790f3.csv,4,29/11/2016 to 17/10/2016,18497.00,0.40,5.154512,5.154512
09967234-a409-420a-bc5a-1474bb4790f3.csv,5,17/10/2016 to 04/09/2016,23232.00,0.40,5.520841,5.520841
09967234-a409-420a-bc5a-1474bb4790f3.csv,6,04/09/2016 to 23/07/2016,10762.00,0.40,4.101239,4.101239
