Episode,HouseholdID,Total Reward,Selected Encryption Ratio,Scaled Average Attack Duration,Scaled Average ASR Mean,Scaled Sum Remaining Entropy,Scaled Average Memory MiB,Scaled Summation Error,Scaled Deviation Error,Scaled Encryption Time,Scaled Decryption Time,Scaled Summation Operations Time,Scaled Deviation Operations Time,Average Attack Duration,Average ASR Mean,Sum Remaining Entropy,Average Memory MiB,Summation Error,Deviation Error,Encryption Time,Decryption Time,Summation Operations Time,Deviation Operations Time
21,MAC000219.csv,-0.43744987,0.6,0.7386428519091257,0.29088558500323203,-0.6356067249601549,0.40740740740740744,0.04877811687819568,0.0021688615763515305,0.20842742062533479,0.0,0.4639892408291982,0.3900428095766608,34.520762,0.0036,10.609541999999998,113.0,-662.319077,-0.024177,1984500,0,1000500,984000
22,MAC000187.csv,-0.41831598,0.7,0.9999999999999997,0.19190368455074333,-0.6033395217904688,0.5925925925925926,0.03915981489823888,0.008043898521552637,0.3132345373005787,0.0,0.41334693688262303,0.4633740288568257,46.56629399999999,0.0023749999999999995,18.224102,118.0,-532.221462,-0.083909,2982400,0,891300,1169000
23,MAC000147.csv,-2.2090821,0.2,1.734723475976807e-18,1.0,-0.46293210877158186,0.37037037037037024,0.101425446234572,0.008206777065402718,0.10497516095491162,0.0,0.6967954366275565,0.3902410020612018,0.4778970000000001,0.012376,51.358076000000004,112.0,1374.429385,-0.085565,999500,0,1502500,984500
24,MAC000190.csv,-0.034955632,0.9,0.19228006563126937,0.0,-0.680565363049725,0.0,0.18215492758668833,0.0035655254185442535,0.3150725216094441,0.0,0.0,0.40700808625336926,9.339777,0.0,0.0,102.0,-2466.380231,-0.038377,2999900,0,0,1026800
25,MAC000199.csv,-0.0416413,0.9,0.19228006563126937,0.0,-0.680565363049725,0.0,0.12616262778939402,0.00355067357064488,0.38200665875458184,0.0,0.0,0.4027667670841921,9.339777,0.0,0.0,102.0,-1709.025692,-0.038226,3637200,0,0,1016100
26,MAC000189.csv,0.10873742,0.7,0.9999999999999997,0.19190368455074333,-0.5900340846953741,0.5925925925925926,0.05002166620644342,0.03162941983862631,0.21143121212439478,0.0,0.0,0.4037180910099889,46.56629399999999,0.0023749999999999995,21.363979,118.0,-679.139385,-0.323705,2013100,0,0,1018500
27,MAC000188.csv,-1.5252844,0.2,1.734723475976807e-18,1.0,-0.4722424869707336,0.37037037037037024,0.1095979395874507,0.0022754801400794817,0.10672912312394317,0.0,0.0,0.40855398763278894,0.4778970000000001,0.012376,49.160971,112.0,1484.970923,-0.025261,1016200,0,0,1030700
28,MAC000024.csv,-1.939631,0.3,0.007528923169100456,0.9957175177763413,-0.4075464810388866,0.03703703703703676,0.15887657790113588,0.13893854531559435,0.16218373541428166,0.0,0.4639428650929834,0.39801014745520846,0.824893,0.012323,64.428226,103.0,2151.516154,-1.414726,1544200,0,1000400,1004100
29,MAC000221.csv,-0.6388918,0.9,0.19228006563126937,0.0,-0.680565363049725,0.0,0.3060229799152147,0.03055654595196165,0.31547162677365487,0.0,0.4636182349394797,0.39606786110670683,9.339777,0.0,0.0,102.0,-4141.825462,-0.312797,3003700,0,999700,999200
30,MAC000173.csv,-0.58571345,0.5,0.6280079777997051,0.37677763413057525,-0.6033095155831969,0.22222222222222232,0.022059237576374017,0.0038835123341646105,0.2106119962610148,0.0,0.5131475212168993,0.4683288409703504,29.421778,0.004663,18.231182999999998,108.0,300.918231,-0.04161,2005300,0,1106500,1181500
31,MAC000221.csv,-0.01884205,0.7,0.9999999999999997,0.19190368455074333,-0.5781836922802043,0.5925925925925926,0.123057468192082,0.024759604153993007,0.2687238087235987,0.0,0.0,0.3959885841128904,46.56629399999999,0.0023749999999999995,24.160488,118.0,-1667.025154,-0.253859,2558600,0,0,999000
32,MAC000174.csv,-1.4205796,0.8,0.18955434705181867,0.0,-0.6726287402953481,1.0,0.3620445735607745,0.03747072046707586,0.4780229590497096,0.0,0.0,0.4052243538925004,9.214153,0.0,1.8729200000000001,129.0,-4899.576231,-0.383094,4551400,0,0,1022300
33,MAC000190.csv,-1.5705271,0.2,1.734723475976807e-18,1.0,-0.4687495923990875,0.37037037037037024,0.09621636886038992,0.004708134140709947,0.10505918309474548,0.0,0.4629225988962575,0.0,0.4778970000000001,0.012376,49.98524,112.0,1303.971154,-0.049994,1000300,0,998200,0
34,MAC000185.csv,-1.9466907,0.2,1.734723475976807e-18,1.0,-0.48506584156842913,0.37037037037037024,0.08009338676254948,0.010758934345488406,0.1045550502557424,0.0,0.4624588415341094,0.4035198985254479,0.4778970000000001,0.012376,46.134858,112.0,1085.890923,-0.111513,995500,0,997200,1018000
35,MAC000209.csv,-1.3789631,0.1,0.006848274631899218,0.9924854557207499,-0.4984540468093275,0.29629629629629584,0.0826510842365683,0.0004034588084982077,0.10795794691901317,0.0,0.0,0.4044712224512446,0.7935230000000001,0.012283,42.975449,110.0,1120.486462,-0.006228,1027900,0,0,1020400
36,MAC000218.csv,-0.5608778,0.6,0.7386428519091257,0.29088558500323203,-0.5774356855445417,0.40740740740740744,0.08035808403255905,0.022383701916527696,0.21142070935691556,0.0,0.46783842693502764,0.3966624385603298,34.520762,0.0036,24.337006,113.0,-1089.471231,-0.229703,2013000,0,1008800,1000700
37,MAC000243.csv,-0.0070222854,0.4,0.5124179736604856,0.42420814479638,-0.5589395474972413,0.03703703703703676,0.08535716769802221,0.03186095129528277,0.10345225967042317,0.0,0.0,0.3964642460757888,24.094420000000003,0.0052499999999999995,28.701808,103.0,1157.089077,-0.326059,985000,0,0,1000200
38,MAC000158.csv,-0.86750233,0.8,0.18955434705181867,0.0,-0.680565363049725,1.0,0.04574455698202971,0.002302429850837285,0.22081018348334788,0.0,0.0,0.4687648644363405,9.214153,0.0,0.0,129.0,-621.287,-0.025535,2102400,0,0,1182600
39,MAC000166.csv,-2.1302698,0.8,0.18955434705181867,0.0,-0.6802206582155865,1.0,0.1401014140429038,0.007062496280890737,1.0,0.0,0.46343273199462043,0.38944823212303786,9.214153,0.0,0.081345,129.0,-1897.562385,-0.073931,9521300,0,999300,982500
40,MAC000151.csv,-0.9709242,0.2,1.734723475976807e-18,1.0,-0.49141390240255867,0.37037037037037024,0.09096943859694664,0.0009983195773419814,0.0,0.0,0.0,0.0,0.4778970000000001,0.012376,44.636813999999994,112.0,1233.000923,-0.012276,0,0,0,0
41,MAC000187.csv,-1.7709998,0.3,0.007528923169100456,0.9957175177763413,-0.44995395163782503,0.03703703703703676,0.1155626984394608,0.01035990158437743,0.20996082467730248,0.0,0.4636182349394797,0.3962264150943396,0.824893,0.012323,54.42071999999999,103.0,1565.650538,-0.107456,1999100,0,999700,999600
42,MAC000245.csv,-2.1291916,0.1,0.006848274631899218,0.9924854557207499,-0.37089668505609436,0.29629629629629584,0.6372776856868774,0.06098709708830014,0.10864062680516316,0.0,0.0,0.41124940542254634,0.7935230000000001,0.012283,73.07701,110.0,8622.392538,-0.622187,1034400,0,0,1037500
43,MAC000145.csv,-0.49881777,0.5,0.6280079777997051,0.37677763413057525,-0.5835151439984794,0.22222222222222232,0.029529154911046816,0.00894297628081205,0.10500666925734932,0.0,0.4669109122107314,0.5009513239257967,29.421778,0.004663,22.902348000000003,108.0,-401.956692,-0.09305,999800,0,1006800,1263800
44,MAC000176.csv,-1.3757435,0.1,0.006848274631899218,0.9924854557207499,-0.4634709407574411,0.29629629629629584,0.13688298004413488,0.00090379887647246,0.0,0.0,0.0,0.41949421277945137,0.7935230000000001,0.012283,51.23092,110.0,1854.029692,-0.011315,0,0,0,1058300
45,MAC000244.csv,-1.4618428,0.8,0.18955434705181867,0.0,-0.6805180124834128,1.0,0.15585053054665407,0.0013056839792329855,0.31737262768739566,0.0,0.46333998052219083,0.39404629776438876,9.214153,0.0,0.011174,129.0,-2110.585692,-0.015401,3021800,0,999100,994100
46,MAC000209.csv,-0.687358,0.5,0.6280079777997051,0.37677763413057525,-0.634556554318867,0.22222222222222232,0.02777301632091485,0.0002913322746883693,0.26283175616775023,0.0,0.4639428650929834,0.5960837165054701,29.421778,0.004663,10.857365999999999,108.0,-378.203077,-0.005088,2502500,0,1000400,1503800
47,MAC000239.csv,-2.01002,0.2,1.734723475976807e-18,1.0,-0.4522388474097533,0.37037037037037024,0.12069454593880781,0.004452898741379658,0.10518521630449625,0.0,0.4636646106756945,0.3978912319644839,0.4778970000000001,0.012376,53.881519999999995,112.0,1635.064154,-0.047399,1001500,0,999800,1003800
48,MAC000170.csv,-1.5244184,0.2,1.734723475976807e-18,1.0,-0.42593440859206244,0.37037037037037024,0.2506296440543104,0.011389400206647235,0.10498566372239085,0.0,0.0,0.21297764388774376,0.4778970000000001,0.012376,60.08896,112.0,3392.572538,-0.117923,999600,0,0,537300
49,MAC000243.csv,0.7886449,0.7,0.9999999999999997,0.19190368455074333,-0.5806614481715169,0.5925925925925926,0.1659566946843109,0.027113277797913563,0.2100028357472194,1.0,0.0,0.6044474393530997,46.56629399999999,0.0023749999999999995,23.575776,118.0,-2247.282154,-0.277789,1999500,1612500,0,1524900
50,MAC000187.csv,-1.7709998,0.3,0.007528923169100456,0.9957175177763413,-0.44995395163782503,0.03703703703703676,0.1155626984394608,0.01035990158437743,0.20996082467730248,0.0,0.4636182349394797,0.3962264150943396,0.824893,0.012323,54.42071999999999,103.0,1565.650538,-0.107456,1999100,0,999700,999600
51,MAC000044.csv,-1.1027387,0.9,0.19228006563126937,0.0,-0.680565363049725,0.0,0.36593140441489497,0.024094418409996574,0.3155766544484472,0.0,0.4674210453090943,0.8025606469002695,9.339777,0.0,0.0,102.0,-4952.149692,-0.247096,3004700,0,1007900,2024700
52,MAC000238.csv,-0.8366601,0.4,0.5124179736604856,0.42420814479638,-0.5773097281225743,0.03703703703703676,0.037052979713432965,0.02733723579570742,0.21149422872927018,0.0,0.6970273153086306,0.4922308546059933,24.094420000000003,0.0052499999999999995,24.366730000000004,103.0,503.724308,-0.280066,2013700,0,1503000,1241800
53,MAC000178.csv,-1.9187497,0.1,0.006848274631899218,0.9924854557207499,-0.4275145589431198,0.29629629629629584,0.26046807404084016,0.017550064743237614,0.10715973659059162,0.0,0.46375736214812413,0.21539559219914378,0.7935230000000001,0.012283,59.716069000000005,110.0,3525.647615,-0.180559,1020300,0,1000000,543400
54,MAC000017.csv,-1.6052437,0.3,0.007528923169100456,0.9957175177763413,-0.4653738495865487,0.03703703703703676,0.07205851387275086,0.005741567027323957,0.107495825149927,0.0,0.46371098641190933,0.3963849690819724,0.824893,0.012323,50.781863,103.0,977.210846,-0.060501,1023500,0,999900,1000000
55,MAC000108.csv,-0.73992234,0.6,0.7386428519091257,0.29088558500323203,-0.6322567889266426,0.40740740740740744,0.02083528007557591,0.0009875987070040232,0.3316248831567118,0.0,0.46371098641190933,0.5953702235611226,34.520762,0.0036,11.400075000000001,113.0,-284.362923,-0.012167,3157500,0,999900,1502000
56,MAC000163.csv,0.047614466,0.4,0.5124179736604856,0.42420814479638,-0.5667100703636874,0.03703703703703676,0.0007213602927074675,0.035268319287189986,0.10495415541995316,0.0,0.0,0.42932456001268426,24.094420000000003,0.0052499999999999995,26.868085,103.0,12.301077,-0.360702,999300,0,0,1083100
57,MAC000017.csv,-0.3571904,0.4,0.5124179736604856,0.42420814479638,-0.6011204735619381,0.03703703703703676,0.05510453687262906,0.0053358460168278325,0.3161333011248464,0.0,0.23493947966423967,0.3979705089583003,24.094420000000003,0.0052499999999999995,18.747763000000003,103.0,747.890538,-0.056376,3010000,0,506600,1004000
58,MAC000155.csv,-1.8719494,0.8,0.18955434705181867,0.0,-0.6803842452266761,1.0,0.25522272480090635,0.014762638455368474,0.315114532679361,0.0,0.746371098641191,0.4104169969874742,9.214153,0.0,0.042741,129.0,-3454.698769,-0.152219,3000300,0,1609400,1035400
59,MAC000174.csv,-1.8103479,0.1,0.006848274631899218,0.9924854557207499,-0.3838868048396364,0.29629629629629584,0.4965946929777425,0.040964248848121165,0.0,0.0,0.0,0.3747423497700967,0.7935230000000001,0.012283,70.011543,110.0,6719.507615,-0.418613,0,0,0,945400
60,MAC000049.csv,-0.8373393,0.9,0.19228006563126937,0.0,-0.6731544104001472,0.0,0.9999999999999998,0.17504033850410416,0.31542961570373795,0.0,0.0,0.2123037894403044,9.339777,0.0,1.7488700000000001,102.0,-13528.592,-1.781776,3003300,0,0,535600
61,MAC000044.csv,-2.1851392,0.2,1.734723475976807e-18,1.0,-0.41147727300367765,0.37037037037037024,0.2836836047865838,0.023730302244940413,0.05783874050812389,0.0,0.46333998052219083,0.3976534009830347,0.4778970000000001,0.012376,63.50062,112.0,3839.662,-0.243394,550700,0,999100,1003200
62,MAC000033.csv,-2.0016615,0.2,1.734723475976807e-18,1.0,-0.44822419400704216,0.37037037037037024,0.11315180038451075,0.009503215523426823,0.10345225967042317,0.0,0.455873486991606,0.39753448549231013,0.4778970000000001,0.012376,54.828916,112.0,1533.040615,-0.098746,985000,0,983000,1002900
63,MAC000163.csv,-1.773078,0.2,1.734723475976807e-18,1.0,-0.42428617326257856,0.37037037037037024,0.2202095757048816,0.0361500862833349,0.10553180763131086,0.0,0.4651022584983537,0.0,0.4778970000000001,0.012376,60.477918,112.0,2981.109231,-0.369667,1004800,0,1002900,0
64,MAC000160.csv,-1.7903829,0.3,0.007528923169100456,0.9957175177763413,-0.49466123424221764,0.03703703703703676,0.07702153038857631,0.014496780542308834,0.10521672460693393,0.0,0.46561239159671663,0.597471063897257,0.824893,0.012323,43.870494,103.0,1044.340846,-0.149516,1001800,0,1004000,1507300
65,MAC000163.csv,-1.5310811,0.1,0.006848274631899218,0.9924854557207499,-0.41770359703191706,0.29629629629629584,0.2671183933719504,0.034187281802011096,0.10500666925734932,0.0,0.2605388860548161,0.0,0.7935230000000001,0.012283,62.031304,110.0,3615.600154,-0.349711,999800,0,561800,0
66,MAC000166.csv,-0.4685089,0.6,0.7386428519091257,0.29088558500323203,-0.5963729584856728,0.40740740740740744,0.07987527198259267,0.007966196800754591,0.1581611754697363,0.0,0.4632008533135464,0.3960282226097986,34.520762,0.0036,19.868103,113.0,-1082.940692,-0.083119,1505900,0,998800,999100
67,MAC000176.csv,0.0429647,0.9,0.19228006563126937,0.0,-0.680565363049725,0.0,0.18871876984827013,0.002344526479320277,0.43943579133101573,0.0,0.0,0.19938163944823212,9.339777,0.0,0.0,102.0,-2555.163077,-0.025963,4184000,0,0,503000
68,MAC000239.csv,-1.5055562,0.1,0.006848274631899218,0.9924854557207499,-0.44538876632858265,0.29629629629629584,0.2118150832889428,0.004729379168168653,0.055685673174881586,0.0,0.0,0.39678135405105436,0.7935230000000001,0.012283,55.498033,110.0,2867.564923,-0.05021,530200,0,0,1001000
69,MAC000201.csv,-1.5338308,0.2,1.734723475976807e-18,1.0,-0.4389070907901047,0.37037037037037024,0.1643166340491782,0.008052455546501283,0.0,0.0,0.0,0.42999841446012366,0.4778970000000001,0.012376,57.027608,112.0,2225.098615,-0.083996,0,0,0,1084800
70,MAC000192.csv,-1.6311679,0.3,0.007528923169100456,0.9957175177763413,-0.4668187791956138,0.03703703703703676,0.09689898908674416,0.008737509325435953,0.10502767479230778,0.0,0.46575151880536103,0.3963453305850642,0.824893,0.012323,50.44088200000001,103.0,1313.204308,-0.090961,1000000,0,1004300,999900
71,MAC000017.csv,-0.1960255,0.9,0.19228006563126937,0.0,-0.680565363049725,0.0,0.17857825036917466,0.005314600989369126,0.48708684738428576,0.0,0.0,0.3978912319644839,9.339777,0.0,0.0,102.0,-2418.001923,-0.05616,4637700,0,0,1003800
72,MAC000067.csv,-0.02240045,0.6,0.7386428519091257,0.29088558500323203,-0.633683751254415,0.40740740740740744,0.028985309660895117,0.0025715335319808972,0.2619915347694117,0.0,0.0,0.40288568257491675,34.520762,0.0036,11.063334000000001,113.0,-394.600615,-0.028271,2494500,0,0,1016400
73,MAC000169.csv,-2.0201726,0.1,0.006848274631899218,0.9924854557207499,-0.4631672259025345,0.29629629629629584,0.1845150916063833,0.008217596292349283,0.10502767479230778,0.0,0.4638964893567686,0.43974948469954017,0.7935230000000001,0.012283,51.302592000000004,110.0,2498.303923,-0.085675,1000000,0,1000300,1109400
74,MAC000189.csv,-1.9004529,0.3,0.007528923169100456,0.9957175177763413,-0.44029911014581613,0.03703703703703676,0.10646559023020984,0.04165913828791635,0.1050696858622247,0.0,0.4661689004312944,0.5961629934992865,0.824893,0.012323,56.699113000000004,103.0,1442.602615,-0.425678,1000400,0,1005200,1504000
75,MAC000158.csv,-0.86750233,0.8,0.18955434705181867,0.0,-0.680565363049725,1.0,0.04574455698202971,0.002302429850837285,0.22081018348334788,0.0,0.0,0.4687648644363405,9.214153,0.0,0.0,129.0,-621.287,-0.025535,2102400,0,0,1182600
76,MAC000222.csv,-0.24233705,0.9,0.19228006563126937,0.0,-0.680565363049725,0.0,0.3839745676219659,0.08371140794042736,0.2448090071733902,0.0,0.0,0.40268749009037574,9.339777,0.0,0.0,102.0,-5196.202385,-0.853227,2330900,0,0,1015900
77,MAC000230.csv,-1.8947291,0.3,0.007528923169100456,0.9957175177763413,-0.4403476345180052,0.03703703703703676,0.1667807400327045,0.022278755415146033,0.052818417653051584,0.0,0.46598339748643514,0.6019898525447914,0.824893,0.012323,56.687662,103.0,2258.428231,-0.228636,502900,0,1004800,1518700
78,MAC000169.csv,-2.0201726,0.1,0.006848274631899218,0.9924854557207499,-0.4631672259025345,0.29629629629629584,0.1845150916063833,0.008217596292349283,0.10502767479230778,0.0,0.4638964893567686,0.43974948469954017,0.7935230000000001,0.012283,51.302592000000004,110.0,2498.303923,-0.085675,1000000,0,1000300,1109400
79,MAC000055.csv,-0.0052861664,0.7,0.9999999999999997,0.19190368455074333,-0.6158178028857539,0.5925925925925926,0.1464164542907088,0.01522963563302559,0.21004484681713634,0.0,0.46491675555349443,0.0,46.56629399999999,0.0023749999999999995,15.279421000000003,118.0,-1982.979923,-0.156967,1999900,0,1002500,0
80,MAC000214.csv,-1.4749256,0.8,0.18955434705181867,0.0,-0.6805180124834128,1.0,0.16316257020797809,0.006658644045958108,0.3151355382143195,0.0,0.4630617261049019,0.39697954653559536,9.214153,0.0,0.011174,129.0,-2209.488692,-0.069825,3000500,0,998500,1001500
81,MAC000222.csv,-0.6824926,0.7,0.9999999999999997,0.19190368455074333,-0.5944027952411418,0.5925925925925926,0.2235024187989214,0.09420900877685197,0.3130874985558695,0.0,0.46533413717942773,0.3962660535912478,46.56629399999999,0.0023749999999999995,20.333031000000002,118.0,-3025.648385,-0.959957,2981000,0,1003400,999700
82,MAC000033.csv,-0.5455737,0.6,0.7386428519091257,0.29088558500323203,-0.6134287562082572,0.40740740740740744,0.04224265859084008,0.00620659707280897,0.2784913824792833,0.0,0.47590780503640495,0.396503884572697,34.520762,0.0036,15.843199,113.0,-573.920154,-0.065229,2651600,0,1026200,1000300
83,MAC000203.csv,-1.4305434,0.8,0.18955434705181867,0.0,-0.6804706619171007,1.0,0.09688216111166198,0.005956181147300332,0.3688992049405018,0.0,0.23294532300700274,0.5958855240209291,9.214153,0.0,0.022348,129.0,-1312.976692,-0.062683,3512400,0,502300,1503300
84,MAC000193.csv,-1.1844035,0.3,0.007528923169100456,0.9957175177763413,-0.4352100684101693,0.03703703703703676,0.10063632490813301,0.04465763785785208,0.052986461932719275,0.0,0.0,0.396107499603615,0.824893,0.012323,57.900048,103.0,1363.755692,-0.456164,504500,0,0,999300
85,MAC000222.csv,-1.6574973,0.3,0.007528923169100456,0.9957175177763413,-0.46026683209447666,0.03703703703703676,0.04091276305168495,0.1536563331574389,0.10543728272399777,0.0,0.0,0.7925321071824956,0.824893,0.012323,51.98703999999999,103.0,555.931923,-1.564363,1003900,0,0,1999400
86,MAC000180.csv,-1.5611188,0.2,1.734723475976807e-18,1.0,-0.4393717696025349,0.37037037037037024,0.19752866016668674,0.0349382345087112,0.0,0.0,0.0,0.3976534009830347,0.4778970000000001,0.012376,56.917951,112.0,2674.326077,-0.357346,0,0,0,1003200
87,MAC000180.csv,-2.315944,0.8,0.18955434705181867,0.0,-0.6763603835923025,1.0,0.19879202311665714,0.027441887227263272,0.6432735025679267,0.0,0.46602977322264993,0.8463215474869192,9.214153,0.0,0.9923099999999999,129.0,-2691.414385,-0.28113,6124800,0,1004900,2135100
88,MAC000222.csv,-0.6824926,0.7,0.9999999999999997,0.19190368455074333,-0.5944027952411418,0.5925925925925926,0.2235024187989214,0.09420900877685197,0.3130874985558695,0.0,0.46533413717942773,0.3962660535912478,46.56629399999999,0.0023749999999999995,20.333031000000002,118.0,-3025.648385,-0.959957,2981000,0,1003400,999700
89,MAC000193.csv,-0.90705955,0.4,0.5124179736604856,0.42420814479638,-0.5533576852710831,0.03703703703703676,0.07377468402591424,0.038770109623358126,0.10498566372239085,0.0,0.6983722116588601,0.5956873315363881,24.094420000000003,0.0052499999999999995,30.019041,103.0,1000.423846,-0.396305,999600,0,1505900,1502800
