household_id,Encryption Ratio_mean,Encryption Ratio_std,Reidentification Rate_mean,Reidentification Rate_std,Memory Consumption (MiB)_mean,Memory Consumption (MiB)_std,Summation Error_mean,Summation Error_std,Deviation Error_mean,Deviation Error_std,Encryption Time (NS)_mean,Encryption Time (NS)_std
c996d9cf-7826-4154-b141-e3e5e5a7b4aa.csv,0.4,0.0,0.6215999999999999,0.0,119.0,0.0,-31389.384615,0.0,-46471.832932,0.0,1999100.0,0.0
cad98ba0-ebb5-4f15-bc8f-09a617dd4d05.csv,0.4,0.0,0.6215999999999999,0.0,119.0,0.0,17728.230769,0.0,-132.222643,0.0,3430100.0,0.0
cd2a63c5-e1ab-4000-a286-9628f856af4b.csv,0.4,0.0,0.6215999999999999,0.0,119.0,0.0,4367.769231,0.0,-1140.209275,0.0,5251600.0,0.0
d0af00c0-d13a-48ae-9347-98ad85eebbc2.csv,0.4,0.0,0.6215999999999999,0.0,119.0,0.0,48030.461538,0.0,-860.0787560000001,0.0,2629900.0,0.0
d0d09ece-30bb-431f-b812-4e39bfb33198.csv,0.4,0.0,0.6215999999999999,0.0,119.0,0.0,12172.384615,0.0,-116.623138,0.0,5862800.0,0.0
d1f0f31d-17e2-484a-9b09-6b7cfc568102.csv,0.4,0.0,0.6215999999999999,0.0,119.0,0.0,35799.307692,0.0,-793.24982,0.0,3557100.0,0.0
d631238e-0e45-42ac-9627-0a9d1d62fad9.csv,0.4,0.0,0.6215999999999999,0.0,119.0,0.0,12374.769231,0.0,-327.744044,0.0,2002400.0,0.0
d6b1a7de-ae5e-45e8-9a53-f58484c9fd2f.csv,0.4,0.0,0.6215999999999999,0.0,119.0,0.0,56322.53846199999,0.0,-1159.785858,0.0,1999400.0,0.0
dbffe40c-8549-4d27-9b68-a3f1b580f28c.csv,0.4,0.0,0.6215999999999999,0.0,119.0,0.0,52964.153845999994,0.0,-289.182717,0.0,2657000.0,0.0
e14e44b0-1b85-4343-a618-61e92984adfd.csv,0.4,0.0,0.6215999999999999,0.0,119.0,0.0,13798.384614999999,0.0,-332.764635,0.0,2323100.0,0.0
