Episode,HouseholdID,Total Reward,Selected Encryption Ratio,Scaled Average Attack Duration,Scaled Average ASR Mean,Scaled Sum Remaining Entropy,Scaled Average Memory MiB,Scaled Summation Error,Scaled Deviation Error,Scaled Encryption Time,Scaled Decryption Time,Scaled Summation Operations Time,Scaled Deviation Operations Time,Average Attack Duration,Average ASR Mean,Sum Remaining Entropy,Average Memory MiB,Summation Error,Deviation Error,Encryption Time,Decryption Time,Summation Operations Time,Deviation Operations Time
11,8190fe32-38c9-4b89-b97e-b865fde8131d.csv,-1.1331177,0.9,1.0000000000000002,0.0,0.00179755185890458,0.46590909090909105,2.442456665420973e-06,2.077855012299615e-13,0.7542127599126374,0.0,0.4382298949341874,0.4729659115359789,57.96625600000001,0.0081,1.6418810000000001,175.0,-10383.692308,-101.520148,4247500,0,1122000,1538700
12,99dbb947-1f56-4d7c-bdf1-3c756aed0f1e.csv,-1.816617,0.2,0.06130258964899471,0.880281690140845,0.11772267813945195,0.0,2.903057715141849e-05,1.4296035699688483e-12,0.17761954649572953,0.0,0.3950708901300629,0.30719577044846774,37.635664000000006,0.009475,50.00715699999999,134.0,123241.076923,-698.47783,1000300,0,1011500,999400
13,456cd5f9-5efa-40bd-8bbf-0f569692c390.csv,-1.584035,0.4,0.06965375217318481,0.848271446862995,0.07262435340052811,0.022727272727272707,3.3431732705303403e-06,3.0141267242542675e-13,0.3590034980556493,0.0,0.0,0.3510589247840654,37.816536,0.009425,31.191625000000002,136.0,14206.923077,-147.26465,2021800,0,0,1142100
14,2c6c0f07-5a00-4a34-9bfd-30beee6d57c2.csv,-1.3150043,0.9,1.0000000000000002,0.0,0.04021054759037955,0.46590909090909105,1.8469347847559647e-05,8.156600161660944e-13,0.806701351279365,0.0,0.38909502792641487,0.6130698060430947,57.96625600000001,0.0081,17.668218,175.0,-78412.307692,-398.516379,4543100,0,996200,1994500
15,8b16208d-a25d-4554-abfe-6ab4363c7388.csv,-2.7050824,0.6,0.09991078709679058,0.8642765685019205,0.07290389998014651,0.3295454545454546,5.131576517457662e-06,8.21941117920788e-13,0.532752099721221,0.0,0.3906573448424013,0.6148526111947868,38.471852,0.00945,31.308255,163.0,-21798.076923,-401.585209,3000300,0,1000200,2000300
16,9ea6de13-dd18-4319-8b26-c0c1db8b9449.csv,-2.1411371,0.1,0.018799072983652687,1.0,0.10971966439578637,0.3522727272727273,3.166136118709334e-05,9.867867436139431e-13,0.0,0.0,0.39050111315080266,0.30741093658746504,36.715109999999996,0.009662,46.66820900000001,165.0,134407.846154,-482.125729,0,0,999800,1000100
17,99dbb947-1f56-4d7c-bdf1-3c756aed0f1e.csv,-3.6744518,0.8,0.43657799212514425,0.6562099871959006,0.07783155140545095,1.0000000000000002,2.8563256337329304e-05,1.946417818203031e-12,0.8340643145053892,0.0,0.775182595789556,0.7677127839424585,45.763492,0.009124999999999998,33.364127,222.0,-121257.461538,-950.983701,4697200,0,1984700,2497600
18,c0e7463c-8ed6-49b3-b4fd-a69449d8cee5.csv,-2.319095,0.3,0.0,0.935979513444301,0.07189341207942126,0.590909090909091,4.490335594377806e-06,5.829262882542745e-11,0.3631940621837101,0.0,0.0,0.3571143146958473,36.307954,0.009562,30.886668,186.0,-19076.230769,-28480.698945,2045400,0,0,1161800
19,2c6c0f07-5a00-4a34-9bfd-30beee6d57c2.csv,-2.7886596,0.8,0.43657799212514425,0.6562099871959006,0.05407436095772941,1.0000000000000002,1.421636055675382e-05,8.281893326328643e-13,0.7172257044942024,0.0,0.4903331640823341,0.3073801985676083,45.763492,0.009124999999999998,23.452358,222.0,-60359.846154,-404.637971,4039200,0,1255400,1000000
20,47da96ed-3d5a-4b11-b273-77ce66a8b3d7.csv,-2.6711829,0.8,0.43657799212514425,0.6562099871959006,0.04249665281740228,1.0000000000000002,6.73225043126574e-06,1.4064069069106963e-13,0.7126977644405774,0.0,0.38893879623481625,0.30741093658746504,45.763492,0.009124999999999998,18.622007,222.0,-28592.384615,-68.714437,4013700,0,995800,1000100
21,e14e44b0-1b85-4343-a618-61e92984adfd.csv,-2.5104554,0.3,0.0,0.935979513444301,0.08117338299794827,0.590909090909091,7.328674804470989e-06,7.342029726292095e-13,0.2047339169344958,0.0,0.39057922899660197,0.30707281836904066,36.307954,0.009562,34.758377,186.0,31124.0,-358.717976,1153000,0,1000000,999000
22,b88ecde4-b4fc-4b25-80da-e5229a2f09e3.csv,-2.4674525,0.3,0.0,0.935979513444301,0.002598596741365094,0.590909090909091,2.6976917193607164e-07,1.2767057773853814e-14,0.17740646696379425,0.0,0.3906573448424013,0.3699013309562598,36.307954,0.009562,1.976086,186.0,1161.384615,-6.237748,999100,0,1000200,1203400
23,82afe3ee-bf3a-469f-a2bf-f016de616453.csv,-1.7595718,0.2,0.06130258964899471,0.880281690140845,0.013344047999233503,0.0,8.643088216505744e-07,1.358586080926752e-16,0.17758403324040697,0.0,0.44225286099285244,0.30741093658746504,37.635664000000006,0.009475,6.459210000000001,134.0,3685.0,-0.066378,1000100,0,1132300,1000100
24,77852396-f4a2-4d47-a864-8723417d9591.csv,-2.7104144,0.6,0.09991078709679058,0.8642765685019205,0.008521782015176295,0.3295454545454546,8.528192572391632e-07,1.0267035164415936e-12,0.5326810732105759,0.0,0.39057922899660197,0.6847201303292042,38.471852,0.00945,4.447306,163.0,-3636.230769,-501.628325,2999900,0,1000000,2227600
25,77852396-f4a2-4d47-a864-8723417d9591.csv,-2.6401248,0.3,0.0,0.935979513444301,0.008521782015176295,0.590909090909091,7.920006800163541e-07,2.0522024948021714e-12,0.20778805689223503,0.0,0.5898527516306683,0.30707281836904066,36.307954,0.009562,4.447306,186.0,-3378.076923,-1002.668135,1170200,0,1510200,999000
26,dbffe40c-8549-4d27-9b68-a3f1b580f28c.csv,-2.1277473,0.1,0.018799072983652687,1.0,0.09844678738337903,0.3522727272727273,2.3902063309633292e-05,3.8913469758085564e-13,0.0,0.0,0.388391985314221,0.30741093658746504,36.715109999999996,0.009662,41.965037,165.0,101472.307692,-190.124007,0,0,994400,1000100
27,47da96ed-3d5a-4b11-b273-77ce66a8b3d7.csv,-2.1068747,0.7,0.11053433459372708,0.7925736235595391,0.08193785888302185,0.09090909090909105,4.446062714668422e-06,1.41997948436755e-13,0.532752099721221,0.0,0.4119439128227161,0.307287984508038,38.70193999999999,0.009338,35.077325,142.0,-18888.307692,-69.377568,3000300,0,1054700,999700
28,90e31bb3-97af-4ed9-b6a1-198615fade1d.csv,-2.0622911,0.2,0.06130258964899471,0.880281690140845,0.10094958135712562,0.0,1.694658187888862e-05,9.41489938795352e-13,0.27148108031322693,0.0,0.5627465531383041,0.3081179110441705,37.635664000000006,0.009475,43.009231,134.0,71948.692308,-459.994549,1528900,0,1440800,1002400
29,24564a57-959d-4214-8e07-94a14f121a91.csv,-1.5266979,0.2,0.06130258964899471,0.880281690140845,0.061551482941634116,0.0,1.3134420538891557e-05,3.38709296825865e-12,0.338743185894135,0.0,0.0,0.30741093658746504,37.635664000000006,0.009475,26.571897999999997,134.0,55767.384615,-1654.8709,1907700,0,0,1000100
30,1e8c8712-0046-428d-864f-14d2357fb1d5.csv,-2.4145036,0.7,0.11053433459372708,0.7925736235595391,0.02860040744483235,0.09090909090909105,3.3314118710363165e-06,1.0688007014227978e-13,0.5326988298382371,0.0,0.46549232511815025,0.6147603971352166,38.70193999999999,0.009338,12.824335999999999,142.0,-14157.0,-52.219623,3000000,0,1191800,2000000
31,5b3d1403-c791-4959-9fe0-430349fe8d1f.csv,-1.2921833,0.9,1.0000000000000002,0.0,0.03713313834773648,0.46590909090909105,1.530902900051347e-05,4.686042486788962e-13,0.7648489798817408,0.0,0.3959301644338554,0.6283466019119048,57.96625600000001,0.0081,16.384288,175.0,-64997.846154,-228.951358,4307400,0,1013700,2044200
32,9dae6241-7566-4dbd-b397-13a64fcc6e6c.csv,-2.9208884,0.3,0.0,0.935979513444301,0.12107883340818867,0.590909090909091,1.489062038556799e-05,1.3168075797392121e-12,0.26762789211073035,0.0,0.39057922899660197,0.6146989210955031,36.307954,0.009562,51.407382999999996,186.0,63221.846154,-643.367798,1507200,0,1000000,1999800
33,93303633-fdc8-4139-907e-7388d1b92ed5.csv,-1.9627998,0.4,0.06965375217318481,0.848271446862995,0.06130605096775787,0.022727272727272707,5.642209727187723e-07,7.633944699404597e-13,0.4534510005859687,0.0,0.0,0.6466971997663911,37.816536,0.009425,26.469500999999998,136.0,2411.230769,-372.980401,2553700,0,0,2103900
34,82afe3ee-bf3a-469f-a2bf-f016de616453.csv,-2.2545645,0.6,0.09991078709679058,0.8642765685019205,0.013344047999233503,0.3295454545454546,3.17684642365001e-07,1.6693039566258857e-15,0.5326100466999307,0.0,0.0,0.6146989210955031,38.471852,0.00945,6.459210000000001,163.0,1364.769231,-0.815591,2999500,0,0,1999800
35,13c202b0-14dc-42da-b5ca-21d132cc23fc.csv,-0.5299139,0.9,1.0000000000000002,0.0,0.04701068651949286,0.46590909090909105,2.5042846569611943e-05,1.6256208724046752e-12,0.7102651064509828,0.0,0.0,0.30670396213075957,57.96625600000001,0.0081,20.505313,175.0,-106314.538462,-794.248254,4000000,0,0,997800
36,8b16208d-a25d-4554-abfe-6ab4363c7388.csv,-2.5929708,0.7,0.11053433459372708,0.7925736235595391,0.07290389998014651,0.09090909090909105,9.971057138496054e-06,8.566725018285601e-13,0.7415877976454712,0.0,0.3908526344568996,0.6146681830756463,38.70193999999999,0.009338,31.308255000000003,142.0,-42340.0,-418.55432,4176400,0,1000700,1999700
37,9dae6241-7566-4dbd-b397-13a64fcc6e6c.csv,-2.441971,0.8,0.43657799212514425,0.6562099871959006,0.074605732961772,1.0000000000000002,2.0785600528393216e-05,8.826964394614695e-13,0.5329829358808176,0.0,0.0,0.6147296591153598,45.763492,0.009124999999999998,32.018279,222.0,-88244.0,-431.269134,3001600,0,0,1999900
38,6cecc5e4-b87f-4501-a1d6-66a501a752b7.csv,-2.7232301,0.6,0.09991078709679058,0.8642765685019205,0.05021238768902174,0.3295454545454546,6.3971864746535e-08,1.4212339322403392e-13,0.57634462062965,0.0,0.3880014060852244,0.6147603971352166,38.471852,0.00945,21.841099,163.0,287.846154,-69.438858,3245800,0,993400,2000000
39,8c06e577-095f-4628-8def-3e94a55f2e97.csv,-2.1327455,0.4,0.06965375217318481,0.848271446862995,0.05806620605932779,0.022727272727272707,6.88860999170507e-06,5.131527361462688e-13,0.2680718078022622,0.0,0.3906182869195016,0.6146374450557895,37.816536,0.009425,25.117801,136.0,29256.076923,-250.716924,1509700,0,1000100,1999600
40,c996d9cf-7826-4154-b141-e3e5e5a7b4aa.csv,-1.2173175,0.9,1.0000000000000002,0.0,0.009970167900210592,0.46590909090909105,8.166470640753594e-06,4.230136673553197e-11,0.736207539464105,0.0,0.390462055227903,0.6147603971352166,57.96625600000001,0.0081,5.051589000000001,175.0,-34680.153846,-20667.664424,4146100,0,999700,2000000
41,61c9167b-6dc3-47ca-9662-786dfdec3cd3.csv,-1.8143921,0.2,0.06130258964899471,0.880281690140845,0.12021652940301628,0.0,3.2735019294801736e-05,2.7196497936224842e-12,0.17738871033613296,0.0,0.39057922899660197,0.30719577044846774,37.635664000000006,0.009475,51.047619999999995,134.0,138965.153846,-1328.770525,999000,0,1000000,999400
42,693f9c40-4699-4ef5-b18a-3300cfd91572.csv,-0.9219645,0.9,1.0000000000000002,0.0,0.03234957936628801,0.46590909090909105,1.5431354803944984e-05,1.0662906308475916e-12,0.7111706944617079,0.0,0.4051087763152756,0.30741093658746504,57.96625600000001,0.0081,14.388532999999999,175.0,-65517.076923,-520.969856,4005100,0,1037200,1000100
43,9cbc1567-3633-4ec7-baa4-912a08e1cb88.csv,-2.1050978,0.1,0.018799072983652687,1.0,0.07038341233538267,0.3522727272727273,1.4443632838532446e-05,8.084946872835517e-13,0.0,0.0,0.39393821036597276,0.307287984508038,36.715109999999996,0.009662,30.256679,165.0,61324.538462,-395.015532,0,0,1008600,999700
44,c7f6914b-107e-4a21-b72f-24b473c3e8ec.csv,-3.0587888,0.8,0.43657799212514425,0.6562099871959006,0.053667504795872886,1.0000000000000002,1.4992431698714512e-05,9.001524653753645e-13,0.7154855549833976,0.0,0.45525914931843925,0.6147296591153598,45.763492,0.009124999999999998,23.282613,222.0,-63654.0,-439.797825,4029400,0,1165600,1999900
45,93303633-fdc8-4139-907e-7388d1b92ed5.csv,-2.2755346,0.1,0.018799072983652687,1.0,0.06130605096775788,0.3522727272727273,1.0256121566471297e-05,5.558914067587242e-13,0.1775662766127457,0.0,0.396320743662852,0.30685765223004335,36.715109999999996,0.009662,26.469501,165.0,43550.0,-271.598247,1000000,0,1014700,998300
46,6ff759fb-8e79-463c-a147-e1c104201b49.csv,-2.9253047,0.6,0.09991078709679058,0.8642765685019205,0.05888273709844538,0.3295454545454546,2.046284163107425e-06,2.2660646631043696e-13,0.7670685583394002,0.0,0.3906182869195016,0.6148218731749301,38.471852,0.00945,25.458467000000002,163.0,-8702.076923,-110.715723,4319900,0,1000100,2000200
47,0d060044-7b49-4fb7-9ad1-bc0f959d88e1.csv,-2.704953,0.3,0.0,0.935979513444301,0.11821672992010243,0.590909090909091,2.9690882777519008e-05,5.815277654366033e-12,0.3551325532254914,0.0,0.39069640276530093,0.31398887283681187,36.307954,0.009562,50.213281,186.0,126043.846154,-2841.236971,2000000,0,1000300,1021500
48,47da96ed-3d5a-4b11-b273-77ce66a8b3d7.csv,-2.1068747,0.7,0.11053433459372708,0.7925736235595391,0.08193785888302185,0.09090909090909105,4.446062714668422e-06,1.41997948436755e-13,0.532752099721221,0.0,0.4119439128227161,0.307287984508038,38.70193999999999,0.009338,35.077325,142.0,-18888.307692,-69.377568,3000300,0,1054700,999700
49,78fd4de9-ba1a-4c8d-8b06-248a97f23867.csv,-1.8116643,0.6,0.09991078709679058,0.8642765685019205,0.053732311281508835,0.3295454545454546,1.8252459668481207e-06,2.415610220569597e-13,0.3551325532254914,0.0,0.0,0.30888636154058957,38.471852,0.00945,23.309650999999995,163.0,-7763.846154,-118.022242,2000000,0,0,1004900
50,99dbb947-1f56-4d7c-bdf1-3c756aed0f1e.csv,-2.5204992,0.3,0.0,0.935979513444301,0.11772267813945195,0.590909090909091,2.0139973998874103e-05,1.919943828719242e-12,0.17793916579363248,0.0,0.39057922899660197,0.30734946054775153,36.307954,0.009562,50.00715699999999,186.0,85503.538462,-938.049,1002100,0,1000000,999900
51,2aa6ee4b-eadb-4d51-9737-8cf5de22210a.csv,-2.6805637,0.6,0.09991078709679058,0.8642765685019205,0.08485346523272383,0.3295454545454546,5.5108227530007705e-06,5.884225517279145e-13,0.35491947369355614,0.0,0.3906573448424013,0.7562167645160299,38.471852,0.00945,36.293749,163.0,-23407.846154,-287.492362,1998800,0,1000200,2460200
52,8d2aa3f4-dab3-40e7-873c-af846d4e2a9c.csv,-2.353875,0.5,0.1936979639493437,0.7042253521126751,0.045014221078354275,0.7386363636363635,3.6442940928231896e-06,3.488421941801146e-13,0.35522133636379777,0.0,0.4016716791001055,0.3028002336089509,40.503123,0.0092,19.672365,199.0,-15485.076923,-170.437836,2000500,0,1028400,985100
53,1c02fc69-0a78-46cb-bf57-226f307fc10a.csv,-2.1499045,0.4,0.06965375217318481,0.848271446862995,0.09720648069937718,0.022727272727272707,5.643876982565261e-06,2.0331712290780653e-12,0.35511479659783013,0.0,0.589774635784869,0.30645805797190545,37.816536,0.009425,41.44756700000001,136.0,23972.615385,-993.369811,1999900,0,1510000,997000
54,93303633-fdc8-4139-907e-7388d1b92ed5.csv,-2.6527658,0.3,0.0,0.935979513444301,0.06130605096775788,0.590909090909091,3.3394400681951194e-06,7.187560445575608e-13,0.35461761102331446,0.0,0.40257001132679765,0.3073801985676083,36.307954,0.009562,26.469501,186.0,14191.076923,-351.170893,1997100,0,1030700,1000000
55,61c9167b-6dc3-47ca-9662-786dfdec3cd3.csv,-2.4735906,0.7,0.11053433459372708,0.7925736235595391,0.12021652940301628,0.09090909090909105,1.9373543942244757e-05,3.056288858483877e-12,0.5573272724044249,0.0,0.3969456704292466,0.6261334644822181,38.70193999999999,0.009338,51.04762,142.0,-82250.307692,-1493.246138,3138700,0,1016300,2037000
56,c996d9cf-7826-4154-b141-e3e5e5a7b4aa.csv,-2.6220527,0.3,0.0,0.935979513444301,0.02827836681299706,0.590909090909091,5.96890117286758e-06,1.267283249239192e-10,0.3570857822682316,0.0,0.40241377963519903,0.3073801985676083,36.307954,0.009562,12.689976999999999,186.0,-25352.230769,-61917.112724,2011000,0,1030300,1000000
57,8ecccc9e-ee7e-4942-a666-1af0c4a7c9cc.csv,-1.2793475,0.9,1.0000000000000002,0.0,0.03991138984627141,0.46590909090909105,1.7749474085946162e-05,6.507506221943868e-13,0.7102828630786441,0.0,0.45006444557278447,0.613162020102665,57.96625600000001,0.0081,17.543406,175.0,-75356.692308,-317.944703,4000100,0,1152300,1994800
58,5b3d1403-c791-4959-9fe0-430349fe8d1f.csv,-2.7418509,0.5,0.1936979639493437,0.7042253521126751,0.08558130740500577,0.7386363636363635,7.928886747923223e-07,4.506554676992125e-13,0.5968712822060834,0.0,0.46166464867398355,0.3485691451756678,40.503123,0.0092,36.597412999999996,199.0,3381.846154,-220.181916,3361400,0,1182000,1134000
59,1e8c8712-0046-428d-864f-14d2357fb1d5.csv,-2.3618655,0.5,0.1936979639493437,0.7042253521126751,0.02860040744483235,0.7386363636363635,1.2301807692915273e-06,4.165173829872712e-14,0.37375925564216844,0.0,0.40296059055579425,0.3073801985676083,40.503123,0.0092,12.824335999999999,199.0,-5238.0,-20.350268,2104900,0,1031700,1000000
60,d0d09ece-30bb-431f-b812-4e39bfb33198.csv,-1.7925045,0.2,0.06130258964899471,0.880281690140845,0.0722181012491154,0.0,8.538377328123794e-06,2.1344615990289009e-13,0.20274517463643305,0.0,0.39120415576299655,0.30734946054775153,37.635664000000006,0.009475,31.022131999999996,134.0,36258.769231,-104.285841,1141800,0,1001600,999900
61,d0d09ece-30bb-431f-b812-4e39bfb33198.csv,-2.6500921,0.7,0.11053433459372708,0.7925736235595391,0.0722181012491154,0.09090909090909105,5.578201617794919e-06,2.4781574336030323e-13,0.6278388408473463,0.0,0.3906182869195016,0.7864629760550825,38.70193999999999,0.009338,31.022132,142.0,-23693.846154,-121.078183,3535800,0,1000100,2558600
62,1e8c8712-0046-428d-864f-14d2357fb1d5.csv,-2.642114,0.8,0.43657799212514425,0.6562099871959006,0.014044515555329033,1.0000000000000002,3.3314118710363165e-06,9.434370879122506e-14,0.7103183763339667,0.0,0.3907354606882006,0.3073801985676083,45.763492,0.009124999999999998,6.751453,222.0,-14157.0,-46.094589,4000300,0,1000400,1000000
63,6cecc5e4-b87f-4501-a1d6-66a501a752b7.csv,-2.5257514,0.8,0.43657799212514425,0.6562099871959006,0.03227137918874681,1.0000000000000002,4.303403644418857e-06,1.4566053097048004e-13,0.575953974821102,0.0,0.3905401710737023,0.30734946054775153,45.763492,0.009124999999999998,14.355906999999998,222.0,-18282.769231,-71.167038,3243600,0,999900,999900
64,77852396-f4a2-4d47-a864-8723417d9591.csv,-2.9631917,0.8,0.43657799212514425,0.6562099871959006,0.0013095353889587217,1.0000000000000002,8.664835025470674e-07,7.70163459609626e-13,0.6763321909902872,0.0,0.40194508456040307,0.6639719669258907,45.763492,0.009124999999999998,1.4382750000000002,222.0,-3694.230769,-376.287604,3808900,0,1029100,2160100
65,456cd5f9-5efa-40bd-8bbf-0f569692c390.csv,-2.69207,0.5,0.1936979639493437,0.7042253521126751,0.07262435340052811,0.7386363636363635,2.089324723901277e-07,3.288074192795734e-13,0.3627679031198395,0.0,0.3905401710737023,0.6169735345649033,40.503123,0.0092,31.191625,199.0,903.153846,-160.649216,2043000,0,999900,2007200
66,d631238e-0e45-42ac-9627-0a9d1d62fad9.csv,-2.6304855,0.3,0.0,0.935979513444301,0.08258869212058237,0.590909090909091,6.362282834591279e-06,6.589808399845721e-13,0.3199211605731839,0.0,0.3906573448424013,0.3104232625334276,36.307954,0.009562,35.348859999999995,186.0,27022.0,-321.965835,1801700,0,1000200,1009900
67,5b3d1403-c791-4959-9fe0-430349fe8d1f.csv,-3.3830483,0.8,0.43657799212514425,0.6562099871959006,0.05016988165247067,1.0000000000000002,1.2105307145975158e-05,4.832453439160936e-13,0.709110925653,0.0,0.7810022263016053,0.6231211385362555,45.763492,0.009124999999999998,21.823365000000003,222.0,-51399.153846,-236.104726,3993500,0,1999600,2027200
68,82afe3ee-bf3a-469f-a2bf-f016de616453.csv,-1.8705368,0.4,0.06965375217318481,0.848271446862995,0.013344047999233503,0.022727272727272707,8.489410763188635e-07,3.959073509173286e-16,0.35813342330024683,0.0,0.39057922899660197,0.3071342944087542,37.816536,0.009425,6.459210000000001,136.0,3619.769231,-0.193433,2016900,0,1000000,999200
69,3fc0af02-ec0a-4572-9824-2b11c6990e4a.csv,-2.859529,0.2,0.06130258964899471,0.880281690140845,0.033996332347916665,0.0,0.9999990964200647,1.3358168388985795e-13,0.1778681392829874,0.0,0.5213060969417647,0.3073801985676083,37.635664000000006,0.009475,15.075577000000001,134.0,4244650656.384615,-65.265537,1001700,0,1334700,1000000
70,6cecc5e4-b87f-4501-a1d6-66a501a752b7.csv,-2.5257514,0.8,0.43657799212514425,0.6562099871959006,0.03227137918874681,1.0000000000000002,4.303403644418857e-06,1.4566053097048004e-13,0.575953974821102,0.0,0.3905401710737023,0.30734946054775153,45.763492,0.009124999999999998,14.355906999999998,222.0,-18282.769231,-71.167038,3243600,0,999900,999900
71,2c6c0f07-5a00-4a34-9bfd-30beee6d57c2.csv,-1.9872091,0.4,0.06965375217318481,0.848271446862995,0.08624755489321817,0.022727272727272707,3.2921226351364107e-06,1.047201442338692e-12,0.35825771969387576,0.0,0.39257118306448463,0.34878431131466514,37.816536,0.009425,36.875379,136.0,13990.230769,-511.643232,2017600,0,1005100,1134700
72,5b3d1403-c791-4959-9fe0-430349fe8d1f.csv,-2.578662,0.3,0.0,0.935979513444301,0.08558130740500577,0.590909090909091,1.0615632572330984e-05,3.6264353593578e-13,0.2681605909405686,0.0,0.39057922899660197,0.3074416746073218,36.307954,0.009562,36.597412999999996,186.0,45076.0,-177.180916,1510200,0,1000000,1000200
73,0d060044-7b49-4fb7-9ad1-bc0f959d88e1.csv,-3.3478458,0.8,0.43657799212514425,0.6562099871959006,0.08051927803715034,1.0000000000000002,4.186969413963324e-05,6.2265284030291015e-12,0.9323117353552214,0.0,0.5004882240362458,0.6148526111947868,45.763492,0.009124999999999998,34.485477,222.0,-177738.692308,-3042.166471,5250500,0,1281400,2000300
74,77852396-f4a2-4d47-a864-8723417d9591.csv,-2.7104144,0.6,0.09991078709679058,0.8642765685019205,0.008521782015176295,0.3295454545454546,8.528192572391632e-07,1.0267035164415936e-12,0.5326810732105759,0.0,0.39057922899660197,0.6847201303292042,38.471852,0.00945,4.447306,163.0,-3636.230769,-501.628325,2999900,0,1000000,2227600
75,8b16208d-a25d-4554-abfe-6ab4363c7388.csv,-1.0713365,0.9,1.0000000000000002,0.0,0.03810631661922105,0.46590909090909105,1.979680934473777e-05,9.152195693908981e-13,0.9431965481115827,0.0,0.0,0.6241047551716719,57.96625600000001,0.0081,16.790309,175.0,-84046.923077,-447.159333,5311800,0,0,2030400
76,cd2a63c5-e1ab-4000-a286-9628f856af4b.csv,-2.8717327,0.8,0.43657799212514425,0.6562099871959006,0.046932229877199715,1.0000000000000002,1.281347387529961e-05,2.057447157356241e-12,0.7102828630786441,0.0,0.5874311604108894,0.3074416746073218,45.763492,0.009124999999999998,20.47258,222.0,-54405.076923,-1005.23058,4000100,0,1504000,1000200
