Episode,HouseholdID,Total Reward,Selected Encryption Ratio,Scaled Average Attack Duration,Scaled Average ASR Mean,Scaled Sum Remaining Entropy,Scaled Average Memory MiB,Scaled Summation Error,Scaled Deviation Error,Scaled Encryption Time,Scaled Decryption Time,Scaled Summation Operations Time,Scaled Deviation Operations Time,Average Attack Duration,Average ASR Mean,Sum Remaining Entropy,Average Memory MiB,Summation Error,Deviation Error,Encryption Time,Decryption Time,Summation Operations Time,Deviation Operations Time
228,8d2aa3f4-dab3-40e7-873c-af846d4e2a9c.csv,-2.2539437,0.1,0.018799072983652687,1.0,0.045014221078354275,0.3522727272727273,5.571333250494697e-06,6.935550771257838e-13,0.1775662766127457,0.0,0.3906573448424013,0.3072265084683245,36.715109999999996,0.009662,19.672365,165.0,23664.692308,-338.858167,1000000,0,1000200,999500
229,99dbb947-1f56-4d7c-bdf1-3c756aed0f1e.csv,-1.8416954,0.1,0.018799072983652687,1.0,0.11772267813945195,0.3522727272727273,3.7065298371286843e-05,1.567643312714831e-12,0.0,0.0,0.390462055227903,0.0,36.715109999999996,0.009662,50.007157,165.0,157345.692308,-765.921492,0,0,999700,0
230,9cbc1567-3633-4ec7-baa4-912a08e1cb88.csv,-2.1050978,0.1,0.018799072983652687,1.0,0.07038341233538267,0.3522727272727273,1.4443632838532446e-05,8.084946872835517e-13,0.0,0.0,0.39393821036597276,0.307287984508038,36.715109999999996,0.009662,30.256679,165.0,61324.538462,-395.015532,0,0,1008600,999700
231,4583f609-85f6-43b2-bba6-2606ac495279.csv,-2.9081848,0.1,0.018799072983652687,1.0,0.0919753308041163,0.3522727272727273,2.4015654144596973e-05,6.343192114554e-13,0.1775662766127457,0.0,0.9977346404718197,0.30741093658746504,36.715109999999996,0.009662,39.265072,165.0,101954.461538,-309.91662,1000000,0,2554500,1000100
232,456cd5f9-5efa-40bd-8bbf-0f569692c390.csv,-2.8899703,0.8,0.43657799212514425,0.6562099871959006,0.04358522584606038,1.0000000000000002,8.264512506918624e-06,3.8910873057129116e-13,0.6227249320808992,0.0,0.3892903175409132,0.6147296591153598,45.763492,0.009124999999999998,19.076172,222.0,-35096.307692,-190.11132,3507000,0,996700,1999900
233,93303633-fdc8-4139-907e-7388d1b92ed5.csv,-2.2755346,0.1,0.018799072983652687,1.0,0.06130605096775788,0.3522727272727273,1.0256121566471297e-05,5.558914067587242e-13,0.1775662766127457,0.0,0.396320743662852,0.30685765223004335,36.715109999999996,0.009662,26.469501,165.0,43550.0,-271.598247,1000000,0,1014700,998300
234,d1f0f31d-17e2-484a-9b09-6b7cfc568102.csv,-2.0058837,0.1,0.018799072983652687,1.0,0.10340184458413879,0.3522727272727273,2.812944373240584e-05,1.1508882498227214e-12,0.17840083811282562,0.0,0.39057922899660197,0.0,36.715109999999996,0.009662,44.032343,165.0,119416.076923,-562.302686,1004700,0,1000000,0
235,7c740711-9c8a-4b41-a262-c2200a3e8d52.csv,-2.2989657,0.1,0.018799072983652687,1.0,0.08312423845997721,0.3522727272727273,1.6348091558725686e-05,2.6947708011447227e-13,0.17729992719782658,0.0,0.3905401710737023,0.3145114191743768,36.715109999999996,0.009662,35.572296,165.0,69408.307692,-131.661511,998500,0,999900,1023200
236,2be3a38f-550e-4154-82d3-9b808d4b0bf6.csv,-2.313983,0.1,0.018799072983652687,1.0,0.09449766643321422,0.3522727272727273,2.6706731209652534e-05,1.7479488080262162e-12,0.1775662766127457,0.0,0.3906182869195016,0.3178003872990502,36.715109999999996,0.009662,40.317419,165.0,113377.153846,-854.015418,1000000,0,1000100,1033900
237,16bb182d-cb73-4cb8-9002-8b18177eaaa7.csv,-2.1344306,0.1,0.018799072983652687,1.0,0.00221198211997738,0.3522727272727273,1.0540316121993707e-06,2.930807561429864e-13,0.27085959834508233,0.0,0.22231769714486585,0.3055666553960594,36.715109999999996,0.009662,1.814786,165.0,4490.307692,-143.19383,1525400,0,569200,994100
238,6db8d3e1-753f-4672-ac33-c372da58bd44.csv,-2.3055477,0.1,0.018799072983652687,1.0,0.09099852607310191,0.3522727272727273,2.2699809068327793e-05,1.0985704830341459e-12,0.1835147468792727,0.0,0.39018864976760537,0.30734946054775153,36.715109999999996,0.009662,38.857538,165.0,96369.153846,-536.741194,1033500,0,999000,999900
239,47da96ed-3d5a-4b11-b273-77ce66a8b3d7.csv,-2.4466963,0.1,0.018799072983652687,1.0,0.08193785888302185,0.3522727272727273,9.604079727965925e-06,1.062154113036282e-13,0.1775662766127457,0.0,0.39057922899660197,0.4631297451818154,36.715109999999996,0.009662,35.077325,165.0,40782.307692,-51.894883,1000000,0,1000000,1506700
240,6cecc5e4-b87f-4501-a1d6-66a501a752b7.csv,-2.0792918,0.1,0.018799072983652687,1.0,0.05021238768902174,0.3522727272727273,6.412300496388572e-06,1.5486532519908474e-13,0.0,0.0,0.38815763777682305,0.3074416746073218,36.715109999999996,0.009662,21.841099,165.0,27234.307692,-75.66433,0,0,993800,1000200
241,13464844-b1ad-47e3-b2a9-b48426b2a986.csv,-2.1212814,0.1,0.018799072983652687,1.0,0.0888435030967244,0.3522727272727273,2.1088098648657855e-05,1.0148453367503611e-12,0.0,0.0,0.39057922899660197,0.30836381520302464,36.715109999999996,0.009662,37.958438,165.0,89528.0,-495.834638,0,0,1000000,1003200
242,1c02fc69-0a78-46cb-bf57-226f307fc10a.csv,-2.0732214,0.1,0.018799072983652687,1.0,0.09720648069937718,0.3522727272727273,2.6517461477653288e-05,1.1085583196304644e-12,0.0,0.0,0.33289067687380386,0.3096240740171518,36.715109999999996,0.009662,41.447567,165.0,112573.769231,-541.621066,0,0,852300,1007300
243,58c609ee-7ae8-4fbe-8083-d917fa3e8246.csv,-1.7669785,0.1,0.018799072983652687,1.0,0.04292176831085045,0.3522727272727273,3.888836965747407e-06,1.3003783078451053e-13,0.0,0.0,0.39057922899660197,0.0,36.715109999999996,0.009662,18.79937,165.0,16523.076923,-63.534076,0,0,1000000,0
244,c7f6914b-107e-4a21-b72f-24b473c3e8ec.csv,-2.1180859,0.1,0.018799072983652687,1.0,0.08230713456968472,0.3522727272727273,1.962080516646628e-05,5.010191059823329e-13,0.0,0.0,0.39905479826582824,0.3032305658869456,36.715109999999996,0.009662,35.231391,165.0,83299.846154,-244.788657,0,0,1021700,986500
245,cd2a63c5-e1ab-4000-a286-9628f856af4b.csv,-2.1138184,0.1,0.018799072983652687,1.0,0.07185544331179941,0.3522727272727273,1.743383726821571e-05,1.961618547831668e-12,0.0,0.0,0.39057922899660197,0.31789260135862046,36.715109999999996,0.009662,30.870827,165.0,74016.923077,-958.410496,0,0,1000000,1034200
246,2be3a38f-550e-4154-82d3-9b808d4b0bf6.csv,-2.313983,0.1,0.018799072983652687,1.0,0.09449766643321422,0.3522727272727273,2.6706731209652534e-05,1.7479488080262162e-12,0.1775662766127457,0.0,0.3906182869195016,0.3178003872990502,36.715109999999996,0.009662,40.317419,165.0,113377.153846,-854.015418,1000000,0,1000100,1033900
247,58c609ee-7ae8-4fbe-8083-d917fa3e8246.csv,-1.7669785,0.1,0.018799072983652687,1.0,0.04292176831085045,0.3522727272727273,3.888836965747407e-06,1.3003783078451053e-13,0.0,0.0,0.39057922899660197,0.0,36.715109999999996,0.009662,18.79937,165.0,16523.076923,-63.534076,0,0,1000000,0
248,13c202b0-14dc-42da-b5ca-21d132cc23fc.csv,-2.324363,0.1,0.018799072983652687,1.0,0.08849509932650942,0.3522727272727273,2.5093027332553042e-05,1.1662914226543235e-12,0.0,0.0,0.5966488302152092,0.3057203454953432,36.715109999999996,0.009662,37.81308,165.0,106527.538462,-569.828391,0,0,1527600,994600
249,2aa6ee4b-eadb-4d51-9737-8cf5de22210a.csv,-2.1739707,0.1,0.018799072983652687,1.0,0.08485346523272383,0.3522727272727273,1.395934951302655e-05,5.088092088516801e-13,0.0,0.0,0.390462055227903,0.36516767589831867,36.715109999999996,0.009662,36.293749,165.0,59268.923077,-248.594757,0,0,999700,1188000
250,7c740711-9c8a-4b41-a262-c2200a3e8d52.csv,-2.2989657,0.1,0.018799072983652687,1.0,0.08312423845997721,0.3522727272727273,1.6348091558725686e-05,2.6947708011447227e-13,0.17729992719782658,0.0,0.3905401710737023,0.3145114191743768,36.715109999999996,0.009662,35.572296,165.0,69408.307692,-131.661511,998500,0,999900,1023200
251,93303633-fdc8-4139-907e-7388d1b92ed5.csv,-2.2755346,0.1,0.018799072983652687,1.0,0.06130605096775788,0.3522727272727273,1.0256121566471297e-05,5.558914067587242e-13,0.1775662766127457,0.0,0.396320743662852,0.30685765223004335,36.715109999999996,0.009662,26.469501,165.0,43550.0,-271.598247,1000000,0,1014700,998300
252,99dbb947-1f56-4d7c-bdf1-3c756aed0f1e.csv,-1.8416954,0.1,0.018799072983652687,1.0,0.11772267813945195,0.3522727272727273,3.7065298371286843e-05,1.567643312714831e-12,0.0,0.0,0.390462055227903,0.0,36.715109999999996,0.009662,50.007157,165.0,157345.692308,-765.921492,0,0,999700,0
253,90e31bb3-97af-4ed9-b6a1-198615fade1d.csv,-2.488504,0.6,0.09991078709679058,0.8642765685019205,0.10094958135712559,0.3295454545454546,5.6973378892920275e-06,1.027774778902305e-12,0.5326810732105759,0.0,0.4505331406475804,0.3104232625334276,38.471852,0.00945,43.00923099999999,163.0,-24199.538462,-502.151724,2999900,0,1153500,1009900
254,d0d09ece-30bb-431f-b812-4e39bfb33198.csv,-2.1037543,0.1,0.018799072983652687,1.0,0.0722181012491154,0.3522727272727273,1.0971537232352983e-05,2.0992177130932308e-13,0.0,0.0,0.39057922899660197,0.30747241262717856,36.715109999999996,0.009662,31.022132000000003,165.0,46586.692308,-102.56389,0,0,1000000,1000300
255,d6b1a7de-ae5e-45e8-9a53-f58484c9fd2f.csv,-2.3358796,0.1,0.018799072983652687,1.0,0.1166012416695425,0.3522727272727273,4.092798479836457e-05,1.2647569270451612e-12,0.17719338743185895,0.0,0.3919071983751904,0.31666308056435005,36.715109999999996,0.009662,49.539281,165.0,173741.461538,-617.936813,997900,0,1003400,1030200
256,d6b1a7de-ae5e-45e8-9a53-f58484c9fd2f.csv,-2.3358796,0.1,0.018799072983652687,1.0,0.1166012416695425,0.3522727272727273,4.092798479836457e-05,1.2647569270451612e-12,0.17719338743185895,0.0,0.3919071983751904,0.31666308056435005,36.715109999999996,0.009662,49.539281,165.0,173741.461538,-617.936813,997900,0,1003400,1030200
257,1e8c8712-0046-428d-864f-14d2357fb1d5.csv,-1.8520125,0.1,0.018799072983652687,1.0,0.02860040744483235,0.3522727272727273,2.4083141744743476e-06,2.052240287884193e-14,0.18255588898556385,0.0,0.0,0.3073801985676083,36.715109999999996,0.009662,12.824335999999999,165.0,10238.769231,-10.026866,1028100,0,0,1000000
258,d0d09ece-30bb-431f-b812-4e39bfb33198.csv,-2.1037543,0.1,0.018799072983652687,1.0,0.0722181012491154,0.3522727272727273,1.0971537232352983e-05,2.0992177130932308e-13,0.0,0.0,0.39057922899660197,0.30747241262717856,36.715109999999996,0.009662,31.022132000000003,165.0,46586.692308,-102.56389,0,0,1000000,1000300
259,4583f609-85f6-43b2-bba6-2606ac495279.csv,-2.9081848,0.1,0.018799072983652687,1.0,0.0919753308041163,0.3522727272727273,2.4015654144596973e-05,6.343192114554e-13,0.1775662766127457,0.0,0.9977346404718197,0.30741093658746504,36.715109999999996,0.009662,39.265072,165.0,101954.461538,-309.91662,1000000,0,2554500,1000100
260,13c202b0-14dc-42da-b5ca-21d132cc23fc.csv,-2.324363,0.1,0.018799072983652687,1.0,0.08849509932650942,0.3522727272727273,2.5093027332553042e-05,1.1662914226543235e-12,0.0,0.0,0.5966488302152092,0.3057203454953432,36.715109999999996,0.009662,37.81308,165.0,106527.538462,-569.828391,0,0,1527600,994600
261,6db8d3e1-753f-4672-ac33-c372da58bd44.csv,-2.3055477,0.1,0.018799072983652687,1.0,0.09099852607310191,0.3522727272727273,2.2699809068327793e-05,1.0985704830341459e-12,0.1835147468792727,0.0,0.39018864976760537,0.30734946054775153,36.715109999999996,0.009662,38.857538,165.0,96369.153846,-536.741194,1033500,0,999000,999900
262,5b3d1403-c791-4959-9fe0-430349fe8d1f.csv,-1.9903922,0.1,0.018799072983652687,1.0,0.08558130740500577,0.3522727272727273,1.5916816081632594e-05,3.12074324981922e-13,0.17563080419766677,0.0,0.0,0.39569052961608214,36.715109999999996,0.009662,36.597413,165.0,67577.692308,-152.473736,989100,0,0,1287300
263,90e31bb3-97af-4ed9-b6a1-198615fade1d.csv,-2.488504,0.6,0.09991078709679058,0.8642765685019205,0.10094958135712559,0.3295454545454546,5.6973378892920275e-06,1.027774778902305e-12,0.5326810732105759,0.0,0.4505331406475804,0.3104232625334276,38.471852,0.00945,43.00923099999999,163.0,-24199.538462,-502.151724,2999900,0,1153500,1009900
264,c0e7463c-8ed6-49b3-b4fd-a69449d8cee5.csv,-2.3192136,0.1,0.018799072983652687,1.0,0.07189341207942126,0.3522727272727273,4.299652319666265e-05,6.106930396909259e-14,0.21164124509473162,0.0,0.3905401710737023,0.31162204530784127,36.715109999999996,0.009662,30.886668,165.0,182521.692308,-29.837331,1191900,0,999900,1013800
265,61c9167b-6dc3-47ca-9662-786dfdec3cd3.csv,-2.150852,0.1,0.018799072983652687,1.0,0.12021652940301628,0.3522727272727273,4.206420122820144e-05,3.5722044132212027e-12,0.0,0.0,0.38620474163184004,0.3109150708511358,36.715109999999996,0.009662,51.04762,165.0,178564.307692,-1745.312924,0,0,988800,1011500
266,c7f6914b-107e-4a21-b72f-24b473c3e8ec.csv,-2.1180859,0.1,0.018799072983652687,1.0,0.08230713456968472,0.3522727272727273,1.962080516646628e-05,5.010191059823329e-13,0.0,0.0,0.39905479826582824,0.3032305658869456,36.715109999999996,0.009662,35.231391,165.0,83299.846154,-244.788657,0,0,1021700,986500
267,2be3a38f-550e-4154-82d3-9b808d4b0bf6.csv,-2.313983,0.1,0.018799072983652687,1.0,0.09449766643321422,0.3522727272727273,2.6706731209652534e-05,1.7479488080262162e-12,0.1775662766127457,0.0,0.3906182869195016,0.3178003872990502,36.715109999999996,0.009662,40.317419,165.0,113377.153846,-854.015418,1000000,0,1000100,1033900
268,2c6c0f07-5a00-4a34-9bfd-30beee6d57c2.csv,-2.1176298,0.1,0.018799072983652687,1.0,0.08624755489321817,0.3522727272727273,1.882153742756956e-05,6.172983596283326e-13,0.0,0.0,0.3905401710737023,0.30734946054775153,36.715109999999996,0.009662,36.875379,165.0,79907.230769,-301.600547,0,0,999900,999900
269,47da96ed-3d5a-4b11-b273-77ce66a8b3d7.csv,-2.4466963,0.1,0.018799072983652687,1.0,0.08193785888302185,0.3522727272727273,9.604079727965925e-06,1.062154113036282e-13,0.1775662766127457,0.0,0.39057922899660197,0.4631297451818154,36.715109999999996,0.009662,35.077325,165.0,40782.307692,-51.894883,1000000,0,1000000,1506700
270,0f19a0e2-0ac9-4039-a80f-50db5d2de392.csv,-1.9442086,0.1,0.018799072983652687,1.0,0.04256095356413488,0.3522727272727273,7.218527214201191e-06,2.4624724142315014e-13,0.17754851998508445,0.0,0.3906182869195016,0.0,36.715109999999996,0.009662,18.648834,165.0,30656.461538,-120.311842,999900,0,1000100,0
271,13464844-b1ad-47e3-b2a9-b48426b2a986.csv,-2.1212814,0.1,0.018799072983652687,1.0,0.0888435030967244,0.3522727272727273,2.1088098648657855e-05,1.0148453367503611e-12,0.0,0.0,0.39057922899660197,0.30836381520302464,36.715109999999996,0.009662,37.958438,165.0,89528.0,-495.834638,0,0,1000000,1003200
272,6fffd62f-739b-4202-973d-df2d07470d87.csv,-2.2706313,0.1,0.018799072983652687,1.0,0.05471602617962467,0.3522727272727273,9.131050376435097e-06,2.7766488942052607e-13,0.18076246959177514,0.0,0.3942897316720697,0.3073801985676083,36.715109999999996,0.009662,23.720068,165.0,38774.461538,-135.661923,1018000,0,1009500,1000000
273,2aa6ee4b-eadb-4d51-9737-8cf5de22210a.csv,-2.1739707,0.1,0.018799072983652687,1.0,0.08485346523272383,0.3522727272727273,1.395934951302655e-05,5.088092088516801e-13,0.0,0.0,0.390462055227903,0.36516767589831867,36.715109999999996,0.009662,36.293749,165.0,59268.923077,-248.594757,0,0,999700,1188000
274,1e8c8712-0046-428d-864f-14d2357fb1d5.csv,-1.8520125,0.1,0.018799072983652687,1.0,0.02860040744483235,0.3522727272727273,2.4083141744743476e-06,2.052240287884193e-14,0.18255588898556385,0.0,0.0,0.3073801985676083,36.715109999999996,0.009662,12.824335999999999,165.0,10238.769231,-10.026866,1028100,0,0,1000000
275,b88ecde4-b4fc-4b25-80da-e5229a2f09e3.csv,-2.1914725,0.1,0.018799072983652687,1.0,0.0025985967413650933,0.3522727272727273,6.719582916557336e-07,5.4921688649079215e-15,0.0,0.0,0.39057922899660197,0.46482033627393726,36.715109999999996,0.009662,1.9760859999999998,165.0,2868.538462,-2.683372,0,0,1000000,1512200
276,d1f0f31d-17e2-484a-9b09-6b7cfc568102.csv,-2.0058837,0.1,0.018799072983652687,1.0,0.10340184458413879,0.3522727272727273,2.812944373240584e-05,1.1508882498227214e-12,0.17840083811282562,0.0,0.39057922899660197,0.0,36.715109999999996,0.009662,44.032343,165.0,119416.076923,-562.302686,1004700,0,1000000,0
277,5b3d1403-c791-4959-9fe0-430349fe8d1f.csv,-1.9903922,0.1,0.018799072983652687,1.0,0.08558130740500577,0.3522727272727273,1.5916816081632594e-05,3.12074324981922e-13,0.17563080419766677,0.0,0.0,0.39569052961608214,36.715109999999996,0.009662,36.597413,165.0,67577.692308,-152.473736,989100,0,0,1287300
278,8ecccc9e-ee7e-4942-a666-1af0c4a7c9cc.csv,-2.1296647,0.1,0.018799072983652687,1.0,0.09471831001022507,0.3522727272727273,1.744819016250951e-05,6.64097900485809e-13,0.0,0.0,0.3905401710737023,0.3109150708511358,36.715109999999996,0.009662,40.409474,165.0,74077.846154,-324.465936,0,0,999900,1011500
279,93303633-fdc8-4139-907e-7388d1b92ed5.csv,-2.2755346,0.1,0.018799072983652687,1.0,0.06130605096775788,0.3522727272727273,1.0256121566471297e-05,5.558914067587242e-13,0.1775662766127457,0.0,0.396320743662852,0.30685765223004335,36.715109999999996,0.009662,26.469501,165.0,43550.0,-271.598247,1000000,0,1014700,998300
280,cad98ba0-ebb5-4f15-bc8f-09a617dd4d05.csv,-2.3171213,0.1,0.018799072983652687,1.0,0.06272776931232374,0.3522727272727273,1.3058832253707256e-05,7.400327965348578e-14,0.1928547330291031,0.0,0.39057922899660197,0.33747272000737716,36.715109999999996,0.009662,27.062658000000003,165.0,55446.538462,-36.156632,1086100,0,1000000,1097900
281,d1f0f31d-17e2-484a-9b09-6b7cfc568102.csv,-2.0058837,0.1,0.018799072983652687,1.0,0.10340184458413879,0.3522727272727273,2.812944373240584e-05,1.1508882498227214e-12,0.17840083811282562,0.0,0.39057922899660197,0.0,36.715109999999996,0.009662,44.032343,165.0,119416.076923,-562.302686,1004700,0,1000000,0
282,13464844-b1ad-47e3-b2a9-b48426b2a986.csv,-2.1212814,0.1,0.018799072983652687,1.0,0.0888435030967244,0.3522727272727273,2.1088098648657855e-05,1.0148453367503611e-12,0.0,0.0,0.39057922899660197,0.30836381520302464,36.715109999999996,0.009662,37.958438,165.0,89528.0,-495.834638,0,0,1000000,1003200
283,c0e7463c-8ed6-49b3-b4fd-a69449d8cee5.csv,-2.3192136,0.1,0.018799072983652687,1.0,0.07189341207942126,0.3522727272727273,4.299652319666265e-05,6.106930396909259e-14,0.21164124509473162,0.0,0.3905401710737023,0.31162204530784127,36.715109999999996,0.009662,30.886668,165.0,182521.692308,-29.837331,1191900,0,999900,1013800
284,9cc3d613-1218-4cfe-b8c8-0e2bbdbc979b.csv,-2.2365146,0.1,0.018799072983652687,1.0,0.026815417565039322,0.3522727272727273,4.985492324601757e-06,4.996914727732942e-17,0.1775662766127457,0.0,0.3912432136858962,0.30741093658746504,36.715109999999996,0.009662,12.079618,165.0,21178.0,-0.024414,1000000,0,1001700,1000100
285,3fc0af02-ec0a-4572-9824-2b11c6990e4a.csv,-2.9356155,0.1,0.018799072983652687,1.0,0.033996332347916665,0.3522727272727273,1.0,1.6496373291211329e-13,0.1775662766127457,0.0,0.39057922899660197,0.0,36.715109999999996,0.009662,15.075577000000001,165.0,4244654491.769231,-80.598225,1000000,0,1000000,0
286,693f9c40-4699-4ef5-b18a-3300cfd91572.csv,-2.2932332,0.1,0.018799072983652687,1.0,0.061356473855483436,0.3522727272727273,1.684217907094232e-05,4.845141578675564e-13,0.1969032441358737,0.0,0.39413349998047104,0.30734946054775153,36.715109999999996,0.009662,26.490538,165.0,71505.538462,-236.724645,1108900,0,1009100,999900
287,4583f609-85f6-43b2-bba6-2606ac495279.csv,-2.9081848,0.1,0.018799072983652687,1.0,0.0919753308041163,0.3522727272727273,2.4015654144596973e-05,6.343192114554e-13,0.1775662766127457,0.0,0.9977346404718197,0.30741093658746504,36.715109999999996,0.009662,39.265072,165.0,101954.461538,-309.91662,1000000,0,2554500,1000100
288,456cd5f9-5efa-40bd-8bbf-0f569692c390.csv,-1.7134275,0.1,0.018799072983652687,1.0,0.07262435340052811,0.3522727272727273,1.0856061673898557e-05,2.807465862456913e-13,0.0,0.0,0.0,0.30731872252789477,36.715109999999996,0.009662,31.191625,165.0,46096.538462,-137.167583,0,0,0,999800
289,4583f609-85f6-43b2-bba6-2606ac495279.csv,-2.748212,0.6,0.09991078709679058,0.8642765685019205,0.0919753308041163,0.3295454545454546,1.0292384371345012e-05,9.911559145329376e-13,0.556936626595877,0.0,0.3906182869195016,0.6147603971352166,38.471852,0.00945,39.265072,163.0,-43703.923077,-484.260425,3136500,0,1000100,2000000
290,9ea6de13-dd18-4319-8b26-c0c1db8b9449.csv,-2.8275373,0.6,0.09991078709679058,0.8642765685019205,0.10971966439578634,0.3295454545454546,8.263425166588172e-06,1.6917963973319565e-12,0.5621215618729691,0.0,0.3911650978400969,0.670611379214951,38.471852,0.00945,46.668209,163.0,-35091.692308,-826.58039,3165700,0,1001500,2181700
291,693f9c40-4699-4ef5-b18a-3300cfd91572.csv,-2.4597456,0.6,0.09991078709679058,0.8642765685019205,0.061356473855483436,0.3295454545454546,8.695443659636565e-06,1.376823364449762e-12,0.5523199034039455,0.0,0.44483068390423,0.30731872252789477,38.471852,0.00945,26.490538,163.0,-36925.461538,-672.690399,3110500,0,1138900,999800
292,d0d09ece-30bb-431f-b812-4e39bfb33198.csv,-2.465225,0.6,0.09991078709679058,0.8642765685019205,0.0722181012491154,0.3295454545454546,2.6114837422178395e-06,2.4367049210296137e-13,0.5326633165829145,0.0,0.3906573448424013,0.3757722927489011,38.471852,0.00945,31.022132,163.0,-11101.153846,-119.05289,2999800,0,1000200,1222500
293,d1f0f31d-17e2-484a-9b09-6b7cfc568102.csv,-2.2614079,0.6,0.09991078709679058,0.8642765685019205,0.10340184458413879,0.3295454545454546,4.814834237073624e-06,1.44563919820815e-12,0.7443223183053075,0.0,0.0,0.3197676205698829,38.471852,0.00945,44.03234299999999,163.0,-20453.615385,-706.312541,4191800,0,0,1040300
294,c5ad1069-7952-4bb6-8b54-5941b833ed76.csv,-2.5328858,0.6,0.09991078709679058,0.8642765685019205,0.07852981384405311,0.3295454545454546,1.2963019435408123e-05,1.565383198400053e-12,0.3550615267148463,0.0,0.39057922899660197,0.6147911351550733,38.471852,0.00945,33.65545,163.0,-55039.846154,-764.817242,1999600,0,1000000,2000100
295,c5ad1069-7952-4bb6-8b54-5941b833ed76.csv,-2.5328858,0.6,0.09991078709679058,0.8642765685019205,0.07852981384405311,0.3295454545454546,1.2963019435408123e-05,1.565383198400053e-12,0.3550615267148463,0.0,0.39057922899660197,0.6147911351550733,38.471852,0.00945,33.65545,163.0,-55039.846154,-764.817242,1999600,0,1000000,2000100
296,9dae6241-7566-4dbd-b397-13a64fcc6e6c.csv,-2.3884175,0.6,0.09991078709679058,0.8642765685019205,0.1210788334081887,0.3295454545454546,5.123348974508785e-06,9.43816230403442e-13,0.5585702363407142,0.0,0.3906182869195016,0.22423385485507025,38.471852,0.00945,51.407383,163.0,-21763.153846,-461.131132,3145700,0,1000100,729500
297,dbffe40c-8549-4d27-9b68-a3f1b580f28c.csv,-2.771909,0.6,0.09991078709679058,0.8642765685019205,0.09844678738337903,0.3295454545454546,2.246246076593377e-06,7.864891090744562e-13,0.5433172931796794,0.0,0.39057922899660197,0.6456521070912612,38.471852,0.00945,41.965036999999995,163.0,9550.846154,-384.264014,3059800,0,1000000,2100500
298,2aa6ee4b-eadb-4d51-9737-8cf5de22210a.csv,-2.50063,0.3,0.0,0.935979513444301,0.08485346523272383,0.590909090909091,4.719438232677772e-06,7.659706420795422e-13,0.17758403324040697,0.0,0.40659297738546263,0.3047059908400701,36.307954,0.009562,36.293749000000005,186.0,20048.692308,-374.239071,1000100,0,1041000,991300
299,61c9167b-6dc3-47ca-9662-786dfdec3cd3.csv,-2.9019113,0.6,0.09991078709679058,0.8642765685019205,0.12021652940301628,0.3295454545454546,1.0958960327375532e-05,3.2241718444875612e-12,0.3950139389527141,0.0,0.6779674256923017,0.6147911351550733,38.471852,0.00945,51.04762,163.0,-46533.307692,-1575.270656,2224600,0,1735800,2000100
300,cad98ba0-ebb5-4f15-bc8f-09a617dd4d05.csv,-2.0298584,0.6,0.09991078709679058,0.8642765685019205,0.06272776931232374,0.3295454545454546,1.5870277910588998e-06,2.174161179834249e-13,0.5658682103094981,0.0,0.0,0.30734946054775153,38.471852,0.00945,27.062658,163.0,6752.692308,-106.225489,3186800,0,0,999900
301,2aa6ee4b-eadb-4d51-9737-8cf5de22210a.csv,-2.50063,0.3,0.0,0.935979513444301,0.08485346523272383,0.590909090909091,4.719438232677772e-06,7.659706420795422e-13,0.17758403324040697,0.0,0.40659297738546263,0.3047059908400701,36.307954,0.009562,36.293749000000005,186.0,20048.692308,-374.239071,1000100,0,1041000,991300
302,24564a57-959d-4214-8e07-94a14f121a91.csv,-2.6761222,0.3,0.0,0.935979513444301,0.06155148294163413,0.590909090909091,6.340517902832033e-06,4.1433178602811875e-12,0.3593941438641973,0.0,0.4179197750263641,0.3103617864937141,36.307954,0.009562,26.571898000000004,186.0,26929.615385,-2024.348378,2024000,0,1070000,1009700
303,dbffe40c-8549-4d27-9b68-a3f1b580f28c.csv,-2.9817011,0.3,0.0,0.935979513444301,0.09844678738337903,0.590909090909091,1.7226390827736182e-05,4.4877595315558253e-13,0.3551503098531527,0.0,0.3906182869195016,0.6105800264346971,36.307954,0.009562,41.965037,186.0,73136.384615,-219.26362,2000100,0,1000100,1986400
304,9cc3d613-1218-4cfe-b8c8-0e2bbdbc979b.csv,-2.6068423,0.3,0.0,0.935979513444301,0.026815417565039322,0.590909090909091,3.581681403725309e-06,1.1007148868642768e-13,0.3550970399701689,0.0,0.3906573448424013,0.3073801985676083,36.307954,0.009562,12.079618,186.0,15219.307692,-53.778891,1999800,0,1000200,1000000
305,c996d9cf-7826-4154-b141-e3e5e5a7b4aa.csv,-2.6220527,0.3,0.0,0.935979513444301,0.02827836681299706,0.590909090909091,5.96890117286758e-06,1.267283249239192e-10,0.3570857822682316,0.0,0.40241377963519903,0.3073801985676083,36.307954,0.009562,12.689976999999999,186.0,-25352.230769,-61917.112724,2011000,0,1030300,1000000
306,3fc0af02-ec0a-4572-9824-2b11c6990e4a.csv,-3.6034296,0.3,0.0,0.935979513444301,0.033996332347916665,0.590909090909091,0.9999978768046207,2.1398557248818943e-13,0.18296429142177317,0.0,0.3907354606882006,0.46884701687517294,36.307954,0.009562,15.075577000000001,186.0,4244645479.538462,-104.549388,1030400,0,1000400,1525300
