approach,tolerance,ratio,asr,preprocessing_time,encryption_time,attack_time,total_time
adaptive,0.05,0,0.2740,5.0021ms,14.0436ms,56.1696516s,56.4995226s
adaptive,0.05,20,0.2130,5.0946ms,30.3306466s,43.3978438s,1m14.0403907s
adaptive,0.05,40,0.1600,5.0123ms,55.7181977s,32.9932398s,1m29.0205883s
adaptive,0.05,60,0.1070,5ms,1m18.6096739s,21.6380316s,1m40.5578352s
adaptive,0.05,80,0.0560,5.0013ms,1m39.8107128s,11.4357232s,1m51.5576551s
adaptive,0.05,100,0.0000,5.033ms,2m2.1603889s,0s,2m2.468179s
