approach,tolerance,ratio,asr,time
adaptive,0.90,0,1.0000,1m52.9831455s
adaptive,0.90,10,0.9050,1m59.9817354s
adaptive,0.90,20,0.8010,2m23.7163674s
adaptive,0.90,30,0.6940,2m21.3740018s
adaptive,0.90,40,0.5790,2m32.8717225s
adaptive,0.90,50,0.4920,2m36.5766258s
adaptive,0.90,60,0.4040,2m34.7896091s
adaptive,0.90,70,0.3350,2m57.207356s
adaptive,0.90,80,0.1950,2m43.8486845s
adaptive,0.90,90,0.0850,2m21.4190203s
