approach,tolerance,ratio,asr,preprocessing_time,encryption_time,attack_time,total_time
adaptive,0.05,0,0.0000,45.0489ms,16.5562ms,1ms,387.7427ms
adaptive,0.05,20,0.0000,41.5423ms,30.6886137s,1.0011ms,31.0505726s
adaptive,0.05,40,0.0000,44.5351ms,57.7734457s,1.0022ms,58.1342175s
adaptive,0.05,60,0.0000,47.5897ms,1m21.1374315s,0s,1m21.4966832s
adaptive,0.05,80,0.0000,40.4125ms,1m41.1498168s,0s,1m41.4984204s
adaptive,0.05,100,0.0000,50.0204ms,2m1.5059265s,0s,2m1.8685568s
