approach,tolerance,ratio,asr,time
sliding,0.05,0,0.0770,22.8863264s
sliding,0.05,10,0.0650,57.8006991s
sliding,0.05,20,0.0560,1m31.4650297s
sliding,0.05,30,0.0330,2m13.7147062s
sliding,0.05,40,0.0250,4m6.4262894s
sliding,0.05,50,0.0290,5m27.3506982s
sliding,0.05,60,0.0170,4m44.0277513s
sliding,0.05,70,0.0210,4m45.6931534s
sliding,0.05,80,0.0180,4m50.2642981s
sliding,0.05,90,0.0030,4m49.1963243s
