approach,tolerance,ratio,asr,preprocessing_time,encryption_time,attack_time,total_time
adaptive,0.05,0,1.0000,1.0026ms,17.562ms,3m19.3021443s,3m19.6383288s
adaptive,0.05,20,0.7810,1.0019ms,32.682188s,2m42.4261418s,3m15.4409728s
adaptive,0.05,40,0.6190,1.0011ms,56.4079243s,2m9.7138225s,3m6.4783202s
adaptive,0.05,60,0.4030,0s,1m19.3184947s,1m24.0836878s,2m43.7326173s
adaptive,0.05,80,0.2090,0s,1m42.4030942s,45.7363629s,2m28.4653431s
adaptive,0.05,100,0.0000,1.0069ms,2m6.6036703s,1.0018ms,2m6.9839604s
