approach,tolerance,ratio,asr,preprocessing_time,encryption_time,attack_time,total_time
adaptive,0.05,0,0.0090,10.5086ms,19.3549ms,1.9908023s,2.3385742s
adaptive,0.05,20,0.0080,11.1106ms,31.8549891s,1.6005619s,33.7664358s
adaptive,0.05,40,0.0030,9.5107ms,54.427947s,594.4111ms,55.3275897s
adaptive,0.05,60,0.0100,10.0503ms,1m18.7290186s,2.0569264s,1m21.0911612s
adaptive,0.05,80,0.0010,11.0211ms,1m40.7178238s,210.3414ms,1m41.2445777s
adaptive,0.05,100,0.0000,10.9635ms,1m57.8159397s,0s,1m58.125967s
