approach,tolerance,ratio,asr,preprocessing_time,encryption_time,attack_time,total_time
adaptive,0.05,0,0.0040,16.1248ms,14.0118ms,820.0422ms,1.15739s
adaptive,0.05,20,0.0020,15.0531ms,28.9085728s,411.4567ms,29.6294587s
adaptive,0.05,40,0.0000,19.0212ms,56.7148054s,0s,57.0312038s
adaptive,0.05,60,0.0010,17.0236ms,1m22.292664s,228.1307ms,1m22.8453287s
adaptive,0.05,80,0.0000,18.6446ms,1m49.1449254s,0s,1m49.4923986s
adaptive,0.05,100,0.0000,23.4866ms,2m10.6809906s,0s,2m11.1239255s
