household_id,Encryption Ratio_mean,Encryption Ratio_std,Reidentification Rate_mean,Reidentification Rate_std,Advanced Reidentification Rate_mean,Advanced Reidentification Rate_std,Memory Consumption (MiB)_mean,Memory Consumption (MiB)_std,Summation Error_mean,Summation Error_std,Deviation Error_mean,Deviation Error_std,Encryption Time (NS)_mean,Encryption Time (NS)_std,Decryption Time (NS)_mean,Decryption Time (NS)_std,Summation Operations Time (NS)_mean,Summation Operations Time (NS)_std,Deviation Operations Time (NS)_mean,Deviation Operations Time (NS)_std
MAC000248.csv,0.0,0.0,0.0,0.0,0.0,0.0,15.2,4.315347288715269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAC000252.csv,0.54,0.0,0.0,0.0,0.0,0.0,15.2,4.315347288715269,9002.3192857,392.53337101524147,8.4965736,1.963104117888831e-05,3152850.0,3165400.506957128,0.0,0.0,371260.0,693251.1028159678,2912620.0,3330233.880942565
MAC000253.csv,0.0,0.0,0.0,0.0,0.0,0.0,15.2,4.315347288715269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAC000255.csv,0.54,0.0,0.0,0.0,0.0,0.0,15.2,4.315347288715269,4198.9605014,3658.086029249409,4.9477962,1.657172960880574e-05,2628000.0,2144191.126431286,0.0,0.0,1555270.0,2912344.47865175,520140.0,880454.7779414909
MAC000256.csv,0.8100000000000002,0.0,0.0,0.0,0.0,0.0,15.2,4.315347288715269,7842.1332926000005,645.0912070539873,4.6952811,2.187565872009041e-05,4672580.0,3129168.1375229564,60480.0,191254.55288698358,1099780.0,2439902.942878398,1132640.0,1544588.124315922
MAC000258.csv,0.0,0.0,0.0,0.0,0.0,0.0,15.2,4.315347288715269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAC000271.csv,0.0,0.0,0.0,0.0,0.0,0.0,15.2,4.315347288715269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAC000272.csv,0.0,0.0,0.0,0.0,0.0,0.0,15.2,4.315347288715269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAC000274.csv,0.63,0.0,0.0,0.0,0.0,0.0,15.2,4.315347288715269,16408.680814400002,526.1855423724581,6.063189599999999,2.3343807173025576e-05,3898960.0,3148293.1637458554,0.0,0.0,2428970.0,3990403.078512245,1724520.0,3027726.5507674604
MAC004539.csv,0.0,0.0,0.0,0.0,0.0,0.0,15.2,4.315347288715269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
