approach,tolerance,ratio,asr,preprocessing_time,encryption_time,attack_time,total_time
adaptive,0.05,0,0.0600,8.0027ms,13.0501ms,12.2322365s,12.6163626s
adaptive,0.05,20,0.0520,8.7122ms,28.9969991s,10.711933s,40.0139451s
adaptive,0.05,40,0.0310,8.5008ms,57.5985971s,6.4941007s,1m4.4273304s
adaptive,0.05,60,0.0200,8.5901ms,1m18.9593649s,4.0774265s,1m23.3556488s
adaptive,0.05,80,0.0120,9.2662ms,1m38.6580857s,2.428754s,1m41.3995948s
adaptive,0.05,100,0.0000,8.5066ms,1m58.2802418s,0s,1m58.5911962s
