household_id,Average Encryption Ratio,Standard Deviation Encryption Ratio,Average Reidentification Rate,Standard Deviation Reidentification Rate,Average Advanced Reidentification Rate,Standard Deviation Advance Reidentification Rate,Reidentification Duration (NS)_mean,Reidentification Duration (NS)_std,Average Memory Consumption,Standard Deviation Memory Consumption,Average Summation Error,Standard Deviation Summation Error,Average Deviation Error,Standard Deviation Deviation Error,Average Encryption Time,Standard Deviation Encryption Time,Average Decryption Time,Standard Deviation Decryption Time,Average Summation Operations Time,Standard Deviation Summation Operations Time,Average Deviation Operations Time,Standard Deviation Deviation Operations Time
e158012f-5c69-4a20-9a41-f7acde0e0ddd.csv,0.8,,0.003,,0.0,,4155521.0,,6.0,,154858.615385,,273.067611,,5149700.0,,0.0,,0.0,,3588400.0,
e363b1f3-f503-48b4-b87c-98fe07632c02.csv,0.1,,0.003,,0.0,,4155521.0,,6.0,,2.0,,2.741505,,11384300.0,,0.0,,9100100.0,,10071400.0,
e41dddd2-87dd-4d4b-bdb6-9859c34768f1.csv,0.31,,0.003,,0.0,,4155521.0,,6.0,,21223.846154,,83.407375,,0.0,,0.0,,0.0,,0.0,
e76658cf-88ea-4123-8715-0248909dd88b.csv,0.8,,0.003,,0.0,,4155521.0,,6.0,,94324.846154,,172.35378,,7250800.0,,0.0,,0.0,,6715300.0,
f12f91f7-81ca-4b7c-a5e8-3b81c4e5720b.csv,0.8,,0.003,,0.0,,4155521.0,,6.0,,92124.153846,,188.476862,,3039400.0,,0.0,,0.0,,0.0,
f45ff6bf-08c4-450d-bbf3-5597f66c68ba.csv,0.8,,0.003,,0.0,,4155521.0,,6.0,,84430.076923,,153.727735,,0.0,,0.0,,0.0,,0.0,
f5850315-552a-440f-9871-173212ad467f.csv,0.7300000000000001,,0.003,,0.0,,4155521.0,,6.0,,95992.846154,,182.685974,,11363400.0,,0.0,,0.0,,0.0,
f5a28746-11f7-423f-9ae0-204a9b6d50ac.csv,0.52,,0.003,,0.0,,4155521.0,,6.0,,56508.384615,,127.594444,,2537200.0,,0.0,,0.0,,0.0,
faea8eb7-c134-4c8b-99ac-c2c7ddd60d8b.csv,0.1,,0.003,,0.0,,4155521.0,,6.0,,916.230769,,71.674626,,5217300.0,,0.0,,0.0,,0.0,
