approach,tolerance,ratio,asr,time
adaptive,0.05,0,0.0060,2.133718s
adaptive,0.05,10,0.0080,22.8306651s
adaptive,0.05,20,0.0090,41.8442952s
adaptive,0.05,30,0.0030,57.5213397s
adaptive,0.05,40,0.0060,1m14.0762564s
adaptive,0.05,50,0.0040,1m29.4886398s
adaptive,0.05,60,0.0020,1m43.9325601s
adaptive,0.05,70,0.0010,1m55.6860219s
adaptive,0.05,80,0.0000,2m10.0345211s
adaptive,0.05,90,0.0000,2m22.0643662s
