adaptive,0.00,50,0.4820,3m3.9851459s
adaptive,0.00,50,0.4820,3m3.9851459s
adaptive,0.01,50,0.0290,1m28.6407792s
adaptive,0.02,50,0.0040,1m24.7006132s
adaptive,0.03,50,0.0020,1m19.8664532s
adaptive,0.04,50,0.0010,1m22.1005963s
adaptive,0.05,50,0.0000,1m22.8389109s
adaptive,0.10,50,0.0000,1m19.1001821s
adaptive,0.20,50,0.0000,1m16.6289546s
adaptive,0.30,50,0.0000,1m16.6222075s
