household_id,Encryption Ratio_mean,Encryption Ratio_std,Reidentification Rate_mean,Reidentification Rate_std,Advanced Reidentification Rate_mean,Advanced Reidentification Rate_std,Memory Consumption (MiB)_mean,Memory Consumption (MiB)_std,Summation Error_mean,Summation Error_std,Deviation Error_mean,Deviation Error_std,Encryption Time (NS)_mean,Encryption Time (NS)_std,Decryption Time (NS)_mean,Decryption Time (NS)_std,Summation Operations Time (NS)_mean,Summation Operations Time (NS)_std,Deviation Operations Time (NS)_mean,Deviation Operations Time (NS)_std
MAC000248.csv,0.8,0.0,0.0,0.0,0.007299999999999971,0.0020575065816014508,9.2,1.8737959096740262,6828.4954081000005,2163.7135116305662,5.7895543,2.0254217667636238e-05,6315430.0,2933259.924857969,0.0,0.0,1547690.0,2286248.4099745397,1422500.0,2390660.008356595
MAC000252.csv,0.8,0.0,0.0,0.0,0.007299999999999971,0.0020575065816014508,9.2,1.8737959096740262,5918.5500387,501.44950611480317,8.4965755,1.1834506984303255e-05,4654210.0,3394339.070161115,0.0,0.0,1068730.0,2297281.5002132896,1369460.0,1633882.461568831
MAC000253.csv,0.8,0.0,0.0,0.0,0.007299999999999971,0.0020575065816014508,9.2,1.8737959096740262,529.6740998,18.082474477632637,3.6477158000000003,1.307074766201999e-05,6181580.0,4465435.6850517215,0.0,0.0,1222320.0,3222458.1648176596,2850350.0,3730698.288896836
MAC000255.csv,0.8,0.0,0.0,0.0,0.007299999999999971,0.0020575065816014508,9.2,1.8737959096740262,2673.3387549,2690.7161019001182,4.9477772,1.6571729608737035e-05,6570750.0,4759361.343534796,0.0,0.0,1074360.0,2226101.8586059553,596390.0,1030513.880924356
MAC000256.csv,0.8,0.0,0.0,0.0,0.007299999999999971,0.0020575065816014508,9.2,1.8737959096740262,12297.9921081,570.1743693697468,4.6952856,2.2618576436218486e-05,5751000.0,1946991.9066201695,0.0,0.0,818040.0,1782848.5217638528,1539010.0,2257836.0699523287
MAC000258.csv,0.8,0.0,0.0,0.0,0.007299999999999971,0.0020575065816014508,9.2,1.8737959096740262,3064.0389841,385.3178455947613,4.0031612999999995,1.2092697521129654e-05,4458880.0,3037015.950201411,0.0,0.0,569830.0,919912.4584558153,3718900.0,4427109.467562077
MAC000271.csv,0.8,0.0,0.0,0.0,0.007299999999999971,0.0020575065816014508,9.2,1.8737959096740262,335.283231,230.45780645917668,3.2921605,1.2633729105478806e-05,4955710.0,3119040.9004656826,0.0,0.0,400980.0,845340.0851465376,1918610.0,3243347.40882523
MAC000272.csv,0.8,0.0,0.0,0.0,0.007299999999999971,0.0020575065816014508,9.2,1.8737959096740262,5968.981346,12.312785290546998,3.9299480000000004,1.5491933384720942e-05,5231960.0,3338857.261332918,200390.0,633688.8203211415,2654750.0,3853680.1199920867,1664580.0,2609406.900172272
MAC000274.csv,0.8,0.0,0.0,0.0,0.007299999999999971,0.0020575065816014508,9.2,1.8737959096740262,13381.8291915,747.1842216692007,6.0631834,1.6807405775403787e-05,5399300.0,3298246.639588306,0.0,0.0,200250.0,633246.101448718,2613120.0,3408506.9578596693
MAC004539.csv,0.8,0.0,0.0,0.0,0.007299999999999971,0.0020575065816014508,9.2,1.8737959096740262,1409.8973464,377.72913188971614,1.667689,0.0,4600300.0,2797281.4524899786,0.0,0.0,377010.0,796815.7189017351,988140.0,1366903.6259614893
