household_id,Encryption Ratio_mean,Encryption Ratio_std,Reidentification Rate_mean,Reidentification Rate_std,Advanced Reidentification Rate_mean,Advanced Reidentification Rate_std,Memory Consumption (MiB)_mean,Memory Consumption (MiB)_std,Summation Error_mean,Summation Error_std,Deviation Error_mean,Deviation Error_std,Encryption Time (NS)_mean,Encryption Time (NS)_std,Decryption Time (NS)_mean,Decryption Time (NS)_std,Summation Operations Time (NS)_mean,Summation Operations Time (NS)_std,Deviation Operations Time (NS)_mean,Deviation Operations Time (NS)_std
MAC000248.csv,0.4,0.0,0.0,0.0,0.001,0.0006666666666666666,6.8,3.3928028399998595,679.0463689999999,469.5437513420894,5.7895729000000005,2.6942119029362867e-05,4059660.0,2417667.885104707,100050.0,316385.87989984633,299440.0,482145.4510829694,4220810.0,3159644.8613552894
MAC000252.csv,0.4,0.0,0.0,0.0,0.001,0.0006666666666666666,6.8,3.3928028399998595,7167.2255317,758.938971901016,8.4965809,2.1189357915453992e-05,5852860.0,2808815.977200674,0.0,0.0,1058190.0,900056.3728641297,1498270.0,1078834.612028698
MAC000253.csv,0.4,0.0,0.0,0.0,0.001,0.0006666666666666666,6.8,3.3928028399998595,468.50632299999995,108.32478748535814,3.6477289999999996,1.686548085414155e-05,5019420.0,3076211.9587426204,0.0,0.0,1513670.0,3070631.4656579825,2273530.0,2758857.5481931325
MAC000255.csv,0.4,0.0,0.0,0.0,0.001,0.0006666666666666666,6.8,3.3928028399998595,141.8080842,19.562831988044586,4.9477744,2.0139513400329877e-05,6222000.0,1840021.9364634398,0.0,0.0,431330.0,560158.3031211405,1189920.0,1053790.0452915446
MAC000256.csv,0.4,0.0,0.0,0.0,0.001,0.0006666666666666666,6.8,3.3928028399998595,6254.5798997,251.7773641951569,4.6952835,1.909770201421591e-05,5446150.0,3278973.147953487,0.0,0.0,1539070.0,3091700.2435014076,1226720.0,1056551.0102845642
MAC000258.csv,0.4,0.0,0.0,0.0,0.001,0.0006666666666666666,6.8,3.3928028399998595,4812.3821843999995,381.0659103935837,4.0031959,6.279596589997656e-06,4109400.0,2382476.2887942176,100040.0,316354.25712324464,340530.0,472829.9789564955,2101770.0,2351864.151901636
MAC000271.csv,0.4,0.0,0.0,0.0,0.001,0.0006666666666666666,6.8,3.3928028399998595,4713.8645922000005,13.193780729707555,3.2921710000000006,0.0,5908970.0,1830415.0482882292,0.0,0.0,543550.0,594376.8468834491,3225870.0,3029687.8328559785
MAC000272.csv,0.4,0.0,0.0,0.0,0.001,0.0006666666666666666,6.8,3.3928028399998595,2111.2384844,660.8864743482002,3.9299498999999996,1.1454741861424721e-05,6161940.0,3132229.403476061,0.0,0.0,2274630.0,3510512.5479052197,849360.0,944421.277467494
MAC000274.csv,0.4,0.0,0.0,0.0,0.001,0.0006666666666666666,6.8,3.3928028399998595,3395.5289297000004,219.33687966594448,6.063181,2.1525179054821444e-05,6353970.0,3719085.4240286313,0.0,0.0,604000.0,519942.96695780865,1892000.0,2287398.158024382
MAC004539.csv,0.4,0.0,0.0,0.0,0.001,0.0006666666666666666,6.8,3.3928028399998595,1218.6994231,376.7892498231773,1.6677198,2.2220111010850344e-05,5407590.0,2527893.005581262,0.0,0.0,1062800.0,2007384.743612666,1163430.0,1042435.0617131452
