household_id,Encryption Ratio_mean,Encryption Ratio_std,Reidentification Rate_mean,Reidentification Rate_std,Memory Consumption (MiB)_mean,Memory Consumption (MiB)_std,Summation Error_mean,Summation Error_std,Deviation Error_mean,Deviation Error_std,Encryption Time (NS)_mean,Encryption Time (NS)_std
MAC000221.csv,0.4,0.0,0.2580954874749062,0.0,125.0,0.0,1585.945308,0.0,-0.3029,0.0,0.0,0.0
MAC000222.csv,0.3,0.0,0.4875621890547263,0.0,94.0,0.0,555.931923,0.0,-1.564363,0.0,0.0,0.0
MAC000226.csv,0.1,0.0,0.9999999999999998,0.0,93.0,0.0,3914.788923,0.0,-0.234501,0.0,0.0,0.0
MAC000230.csv,0.5,0.0,0.0,0.0,72.0,0.0,479.6688459999999,0.0,-0.202515,0.0,0.0,0.0
MAC000238.csv,0.3,0.0,0.4875621890547263,0.0,94.0,0.0,978.3829229999999,0.0,-0.310467,0.0,0.0,0.0
MAC000239.csv,0.1,0.0,0.9999999999999998,0.0,93.0,0.0,2867.564923,0.0,-0.05021,0.0,0.0,0.0
MAC000243.csv,0.3,0.0,0.4875621890547263,0.0,94.0,0.0,1632.311692,0.0,-0.354639,0.0,0.0,0.0
MAC000244.csv,0.4,0.0,0.2580954874749062,0.0,125.0,0.0,898.5220000000002,0.0,-0.01096,0.0,5640800.0,0.0
MAC000245.csv,0.3,0.0,0.4875621890547263,0.0,94.0,0.0,4861.496231,0.0,-0.579873,0.0,0.0,0.0
MAC000246.csv,0.3,0.0,0.4875621890547263,0.0,94.0,0.0,3134.470231,0.0,-0.339465,0.0,2580400.0,0.0
