household_id,Encryption Ratio_mean,Encryption Ratio_std,Reidentification Rate_mean,Reidentification Rate_std,Memory Consumption (MiB)_mean,Memory Consumption (MiB)_std,Summation Error_mean,Summation Error_std,Deviation Error_mean,Deviation Error_std,Encryption Time (NS)_mean,Encryption Time (NS)_std
MAC000221.csv,0.9,0.0,0.0,0.0,134.0,0.0,-4141.825462,0.0,-0.312797,0.0,10660300.0,0.0
MAC000222.csv,0.9,0.0,0.0,0.0,134.0,0.0,-5196.202385,0.0,-0.8532270000000001,0.0,0.0,0.0
MAC000226.csv,0.9,0.0,0.0,0.0,134.0,0.0,-4035.2193849999994,0.0,-0.286893,0.0,10539400.0,0.0
MAC000230.csv,0.9,0.0,0.0,0.0,134.0,0.0,-3200.134231,0.0,-0.195847,0.0,5962500.0,0.0
MAC000238.csv,0.9,0.0,0.0,0.0,134.0,0.0,-4155.612769,0.0,-0.18346,0.0,4501600.0,0.0
MAC000239.csv,0.9,0.0,0.0,0.0,134.0,0.0,-2307.211538,0.0,-0.038381,0.0,0.0,0.0
MAC000243.csv,0.7,0.0,0.0,0.0,83.0,0.0,-2247.282154,0.0,-0.277789,0.0,1188600.0,0.0
MAC000244.csv,0.3,0.0,0.5334712974626598,0.0,92.0,0.0,1166.743077,0.0,-0.012396,0.0,0.0,0.0
MAC000245.csv,0.3,0.0,0.5334712974626598,0.0,92.0,0.0,4861.496231,0.0,-0.579873,0.0,0.0,0.0
MAC000246.csv,0.3,0.0,0.5334712974626598,0.0,92.0,0.0,3134.470231,0.0,-0.339465,0.0,10068500.0,0.0
