household_id,Encryption Ratio_mean,Encryption Ratio_std,Reidentification Rate_mean,Reidentification Rate_std,Memory Consumption (MiB)_mean,Memory Consumption (MiB)_std,Summation Error_mean,Summation Error_std,Deviation Error_mean,Deviation Error_std,Encryption Time (NS)_mean,Encryption Time (NS)_std
MAC000221.csv,0.1,0.0,1.0,0.0,86.0,0.0,4234.301154,0.0,-0.363364,0.0,0.0,0.0
MAC000222.csv,0.1,0.0,1.0,0.0,86.0,0.0,4471.549769,0.0,-1.931579,0.0,0.0,0.0
MAC000226.csv,0.1,0.0,1.0,0.0,86.0,0.0,3914.788923,0.0,-0.234501,0.0,0.0,0.0
MAC000230.csv,0.1,0.0,1.0,0.0,86.0,0.0,3114.916692,0.0,-0.253958,0.0,5111100.0,0.0
MAC000238.csv,0.1,0.0,1.0,0.0,86.0,0.0,3089.098154,0.0,-0.352693,0.0,0.0,0.0
MAC000239.csv,0.1,0.0,1.0,0.0,86.0,0.0,2867.564923,0.0,-0.05021,0.0,2127500.0,0.0
MAC000243.csv,0.3,0.0,0.5147747747747747,0.0,110.0,0.0,1632.311692,0.0,-0.354639,0.0,0.0,0.0
MAC000244.csv,0.5,0.0,0.0,0.0,111.0,0.0,-330.044769,0.0,-0.012659,0.0,10482600.0,0.0
MAC000245.csv,0.8,0.0,0.0,0.0,107.0,0.0,-4933.812231,0.0,-0.663332,0.0,4012500.0,0.0
MAC000246.csv,0.8,0.0,0.0,0.0,107.0,0.0,-2725.021308,0.0,-0.439846,0.0,4111700.0,0.0
