household_id,Encryption Ratio_mean,Encryption Ratio_std,Reidentification Rate_mean,Reidentification Rate_std,Memory Consumption (MiB)_mean,Memory Consumption (MiB)_std,Summation Error_mean,Summation Error_std,Deviation Error_mean,Deviation Error_std,Encryption Time (NS)_mean,Encryption Time (NS)_std
MAC000221.csv,0.2,0.0,0.7748800144888163,0.0,92.0,0.0,3662.143,0.0,-0.336518,0.0,0.0,0.0
MAC000222.csv,0.2,0.0,0.7748800144888163,0.0,92.0,0.0,1262.232077,0.0,-1.963448,0.0,4656100.0,0.0
MAC000226.csv,0.2,0.0,0.7748800144888163,0.0,92.0,0.0,3335.9747689999995,0.0,-0.24619200000000002,0.0,0.0,0.0
MAC000230.csv,0.2,0.0,0.7748800144888163,0.0,92.0,0.0,2660.076077,0.0,-0.24636300000000003,0.0,0.0,0.0
MAC000238.csv,0.6,0.0,0.0,0.0,100.0,0.0,-1102.119077,0.0,-0.21648,0.0,1525500.0,0.0
MAC000239.csv,0.2,0.0,0.7748800144888163,0.0,92.0,0.0,1635.064154,0.0,-0.047399,0.0,0.0,0.0
MAC000243.csv,0.2,0.0,0.7748800144888163,0.0,92.0,0.0,3126.592,0.0,-0.407366,0.0,0.0,0.0
MAC000244.csv,0.7,0.0,0.0,0.0,100.0,0.0,-894.5809229999999,0.0,-0.015195999999999998,0.0,2003800.0,0.0
MAC000245.csv,0.6,0.0,0.0,0.0,100.0,0.0,-762.676538,0.0,-0.578883,0.0,4107200.0,0.0
MAC000246.csv,0.7,0.0,0.0,0.0,100.0,0.0,-875.857154,0.0,-0.376689,0.0,4008200.0,0.0
