household_id,Encryption Ratio_mean,Encryption Ratio_std,Reidentification Rate_mean,Reidentification Rate_std,Memory Consumption (MiB)_mean,Memory Consumption (MiB)_std,Summation Error_mean,Summation Error_std,Deviation Error_mean,Deviation Error_std,Encryption Time (NS)_mean,Encryption Time (NS)_std
MAC000221.csv,0.4,0.0,0.2603680549440874,0.0,108.0,0.0,1585.945308,0.0,-0.3029,0.0,0.0,0.0
MAC000222.csv,0.3,0.0,0.4830501012591353,0.0,88.0,0.0,555.931923,0.0,-1.564363,0.0,0.0,0.0
MAC000226.csv,0.3,0.0,0.4830501012591353,0.0,88.0,0.0,1768.841692,0.0,-0.269049,0.0,0.0,0.0
MAC000230.csv,0.3,0.0,0.4830501012591353,0.0,88.0,0.0,2258.428231,0.0,-0.228636,0.0,0.0,0.0
MAC000238.csv,0.4,0.0,0.2603680549440874,0.0,108.0,0.0,503.724308,0.0,-0.280066,0.0,0.0,0.0
MAC000239.csv,0.4,0.0,0.2603680549440874,0.0,108.0,0.0,996.476,0.0,-0.045647,0.0,0.0,0.0
MAC000243.csv,0.4,0.0,0.2603680549440874,0.0,108.0,0.0,1157.089077,0.0,-0.326059,0.0,0.0,0.0
MAC000244.csv,0.3,0.0,0.4830501012591353,0.0,88.0,0.0,1166.743077,0.0,-0.012396,0.0,0.0,0.0
MAC000245.csv,0.5,0.0,0.0,0.0,98.0,0.0,1319.667923,0.0,-0.529548,0.0,0.0,0.0
MAC000246.csv,0.4,0.0,0.2603680549440874,0.0,108.0,0.0,2592.967615,0.0,-0.335205,0.0,0.0,0.0
