household_id,Encryption Ratio_mean,Encryption Ratio_std,Reidentification Rate_mean,Reidentification Rate_std,Memory Consumption (MiB)_mean,Memory Consumption (MiB)_std,Summation Error_mean,Summation Error_std,Deviation Error_mean,Deviation Error_std,Encryption Time (NS)_mean,Encryption Time (NS)_std
MAC000248.csv,0.1,0.0,1.0,0.0,117.0,0.0,3927.538154,0.0,-0.279178,0.0,0.0,0.0
MAC000252.csv,0.9,0.0,0.0,0.0,138.0,0.0,-7750.493692,0.0,-1.009863,0.0,7738300.0,0.0
MAC000253.csv,0.1,0.0,1.0,0.0,117.0,0.0,3718.685923,0.0,-0.162636,0.0,1010200.0,0.0
MAC000255.csv,0.1,0.0,1.0,0.0,117.0,0.0,5927.772846,0.0,-0.314534,0.0,0.0,0.0
MAC000256.csv,0.9,0.0,0.0,0.0,138.0,0.0,-8952.185846,0.0,-0.295182,0.0,6716800.0,0.0
MAC000258.csv,0.1,0.0,1.0,0.0,117.0,0.0,3110.216154,0.0,-0.174627,0.0,992100.0,0.0
MAC000271.csv,0.1,0.0,1.0,0.0,117.0,0.0,2565.865692,0.0,-0.152786,0.0,0.0,0.0
MAC000272.csv,0.1,0.0,1.0,0.0,117.0,0.0,3014.296692,0.0,-0.190759,0.0,0.0,0.0
MAC000274.csv,0.9,0.0,0.0,0.0,138.0,0.0,-10044.189615,0.0,-0.748858,0.0,4004900.0,0.0
MAC004539.csv,0.1,0.0,1.0,0.0,117.0,0.0,2144.856923,0.0,-0.046863,0.0,0.0,0.0
