household_id,Encryption Ratio_mean,Encryption Ratio_std,Reidentification Rate_mean,Reidentification Rate_std,Advanced Reidentification Rate_mean,Advanced Reidentification Rate_std,Memory Consumption (MiB)_mean,Memory Consumption (MiB)_std,Summation Error_mean,Summation Error_std,Deviation Error_mean,Deviation Error_std,Encryption Time (NS)_mean,Encryption Time (NS)_std,Decryption Time (NS)_mean,Decryption Time (NS)_std,Summation Operations Time (NS)_mean,Summation Operations Time (NS)_std,Deviation Operations Time (NS)_mean,Deviation Operations Time (NS)_std
MAC000248.csv,0.2,0.0,0.00887999999999998,0.002948445918332797,0.02328,0.003702701716314725,9.6,1.58113883008419,1309.86887076,723.8020995022191,5.789571919999999,2.4934781597892465e-05,3882048.0,1155463.105613214,221292.0,908984.1866611323,947752.0,1729432.6398947528,1094092.0,1180190.460236539
MAC000252.csv,0.1,0.0,0.00887999999999998,0.002948445918332797,0.02328,0.003702701716314725,9.6,1.58113883008419,11119.16915664,642.9449137096216,8.49657656,1.347244100605754e-05,1397708.0,1020792.428671634,40036.0,200179.99999999997,868944.0,1153358.3466988914,760600.0,978529.6214218558
MAC000253.csv,0.2,0.0,0.00887999999999998,0.002948445918332797,0.02328,0.003702701716314725,9.6,1.58113883008419,1266.7517814,573.8306498988574,3.64770468,2.6208649971683274e-05,3617732.0,1811594.3513748692,192120.0,489504.0696119561,559012.0,1159176.802491032,1978624.0,2448456.2996032145
MAC000255.csv,0.2,0.0,0.00887999999999998,0.002948445918332797,0.02328,0.003702701716314725,9.6,1.58113883008419,4676.7986525999995,19.287648361402926,4.947794,0.0,3393140.0,1691237.4581944428,40072.0,200359.99999999997,404792.0,650781.7010590673,1459236.0,1474526.4004870625
MAC000256.csv,0.02,0.0,0.00887999999999998,0.002948445918332797,0.02328,0.003702701716314725,9.6,1.58113883008419,9593.41471416,237.59572449625426,4.695284,0.0,350496.0,618850.5355899759,0.0,0.0,830064.0,1702347.4177538885,886600.0,2141326.7590834117
MAC000258.csv,0.2,0.0,0.00887999999999998,0.002948445918332797,0.02328,0.003702701716314725,9.6,1.58113883008419,2283.5307658799998,20.076369741161184,4.003151,0.0,4127212.0,2289762.3476247485,202380.0,655189.3454058402,464048.0,683576.030957786,1173200.0,991213.5071046331
MAC000271.csv,0.2,0.0,0.00887999999999998,0.002948445918332797,0.02328,0.003702701716314725,9.6,1.58113883008419,2357.4482860000003,11.243810019591416,3.29213,0.0,4268588.0,2249603.0561560555,51208.0,192092.28016763192,858284.0,1785678.5660918935,1201948.0,1226099.071622409
MAC000272.csv,0.2,0.0,0.00887999999999998,0.002948445918332797,0.02328,0.003702701716314725,9.6,1.58113883008419,1935.78063688,366.57462177677456,3.92996616,2.9517904171191764e-05,3773912.0,1337969.7954737244,80124.0,400620.0,497404.0,591008.4858950842,1151212.0,1460029.9886532011
MAC000274.csv,0.06000000000000001,0.0,0.00887999999999998,0.002948445918332797,0.02328,0.003702701716314725,9.6,1.58113883008419,11410.60481524,91.44505505114347,6.063205239999999,6.091524166223378e-06,1416380.0,2215199.3074363912,0.0,0.0,444748.0,642612.8189664442,1045304.0,1106635.6644051073
MAC004539.csv,0.2,0.0,0.00887999999999998,0.002948445918332797,0.02328,0.003702701716314725,9.6,1.58113883008419,3640.84894196,225.40164167723177,1.66773044,7.1999999999731775e-06,3835068.0,1004104.9180406068,40000.0,200000.00000000003,552340.0,965777.6978511498,976276.0,1424631.6937136184
