household_id,Average Encryption Ratio,Standard Deviation Encryption Ratio,Average Reidentification Rate,Standard Deviation Reidentification Rate,Average Advanced Reidentification Rate,Standard Deviation Advanced Reidentification Rate,Reidentification Duration (NS)_mean,Reidentification Duration (NS)_std,Average Memory Consumption,Standard Deviation Memory Consumption,Average Summation Error,Standard Deviation Summation Error,Average Deviation Error,Standard Deviation Deviation Error,Average Encryption Time,Standard Deviation Encryption Time,Average Decryption Time,Standard Deviation Decryption Time,Average Summation Operations Time,Standard Deviation Summation Operations Time,Average Deviation Operations Time,Standard Deviation Deviation Operations Time
MAC000248.csv,0.22333333333333336,0.2040424792373719,0.001,0.0017320508075688774,0.009666666666666665,0.009073771725877465,3690371.3333333335,110837.12947534016,9.0,4.358898943540674,2031.649898,3227.9135563391233,3.8597146666666666,3.3426109527179992,3227900.0,2917443.800658378,0.0,0.0,0.0,0.0,2712066.6666666665,4697437.2601806335
MAC000252.csv,0.2333333333333333,0.2081665999466133,0.001,0.0017320508075688774,0.009666666666666665,0.009073771725877465,3690371.3333333335,110837.12947534016,9.0,4.358898943540674,3368.938462333333,4403.907856750009,5.664388333333332,4.9055041935760615,3557100.0,3160773.4543937184,0.0,0.0,0.0,0.0,0.0,0.0
MAC000253.csv,0.2333333333333333,0.2081665999466133,0.001,0.0017320508075688774,0.009666666666666665,0.009073771725877465,3690371.3333333335,110837.12947534016,9.0,4.358898943540674,1654.6109230000002,2635.284079388047,2.431803,2.106003175012564,1740966.6666666667,3015442.7209504964,0.0,0.0,0.0,0.0,2873700.0,4977394.405710682
MAC000255.csv,0.2333333333333333,0.2081665999466133,0.001,0.0017320508075688774,0.009666666666666665,0.009073771725877465,3690371.3333333335,110837.12947534016,9.0,4.358898943540674,865.2511023333333,1350.575471676987,3.2985203333333337,2.856602403581978,2176600.0,3769981.7877544183,0.0,0.0,1226266.6666666667,2123956.170294795,0.0,0.0
MAC000256.csv,0.2333333333333333,0.2081665999466133,0.001,0.0017320508075688774,0.009666666666666665,0.009073771725877465,3690371.3333333335,110837.12947534016,9.0,4.358898943540674,4268.678640666666,3830.6409876713237,3.130187,2.710821460609127,4882900.0,7223413.20775712,0.0,0.0,0.0,0.0,0.0,0.0
MAC000258.csv,0.19333333333333336,0.20033305601755627,0.001,0.0017320508075688774,0.009666666666666665,0.009073771725877465,3690371.3333333335,110837.12947534016,9.0,4.358898943540674,3739.516589666667,3249.063856164815,2.668803666666667,2.3112517730464446,3880533.3333333335,3818680.8944101804,0.0,0.0,0.0,0.0,589800.0,1021563.5663041238
MAC000271.csv,0.22333333333333336,0.2040424792373719,0.001,0.0017320508075688774,0.009666666666666665,0.009073771725877465,3690371.3333333335,110837.12947534016,9.0,4.358898943540674,1744.488,2581.548989725172,2.194777333333333,1.90073292632351,5211166.666666667,5030201.014207418,0.0,0.0,2549100.0,4415170.713573826,4110900.0,5460050.74793266
MAC000272.csv,0.22333333333333336,0.2040424792373719,0.001,0.0017320508075688774,0.009666666666666665,0.009073771725877465,3690371.3333333335,110837.12947534016,9.0,4.358898943540674,929.8148716666668,905.4484588463893,2.619971666666667,2.268962020531488,3327533.3333333335,3499226.1377815143,0.0,0.0,861700.0,1492508.1808821016,0.0,0.0
MAC000274.csv,0.2333333333333333,0.2081665999466133,0.001,0.0017320508075688774,0.009666666666666665,0.009073771725877465,3690371.3333333335,110837.12947534016,9.0,4.358898943540674,3143.2954096666667,3053.9348104327278,4.042116333333333,3.5005754298044107,4927966.666666667,4330870.831984409,0.0,0.0,0.0,0.0,0.0,0.0
MAC004539.csv,0.13333333333333333,0.23094010767585033,0.001,0.0017320508075688774,0.009666666666666665,0.009073771725877465,3690371.3333333335,110837.12947534016,9.0,4.358898943540674,328.684077,569.297521002881,0.555902,0.962850508029154,2509700.0,4346927.911755611,0.0,0.0,0.0,0.0,0.0,0.0
