household_id,Average Encryption Ratio,Standard Deviation Encryption Ratio,Average Reidentification Rate,Standard Deviation Reidentification Rate,Average Advanced Reidentification Rate,Standard Deviation Advanced Reidentification Rate,Reidentification Duration (NS)_mean,Reidentification Duration (NS)_std,Average Memory Consumption,Standard Deviation Memory Consumption,Average Summation Error,Standard Deviation Summation Error,Average Deviation Error,Standard Deviation Deviation Error,Average Encryption Time,Standard Deviation Encryption Time,Average Decryption Time,Standard Deviation Decryption Time,Average Summation Operations Time,Standard Deviation Summation Operations Time,Average Deviation Operations Time,Standard Deviation Deviation Operations Time
MAC000248.csv,0.5166666666666666,0.1040832999733066,0.001,0.001,0.006666666666666667,0.002081665999466132,3637664.0,100176.1351670147,9.0,2.6457513110645907,602.5142816666666,231.713512230723,5.789562666666666,2.2744962812104266e-05,6899600.0,3168269.055809497,0.0,0.0,0.0,0.0,2678300.0,4638951.677911724
MAC000252.csv,0.5933333333333334,0.19008769905844333,0.001,0.001,0.006666666666666667,0.002081665999466132,3637664.0,100176.1351670147,9.0,2.6457513110645907,8357.586307666666,4147.646869117891,8.496581666666666,3.0369941278296145e-05,3907333.3333333335,3594152.2356924913,0.0,0.0,0.0,0.0,2230200.0,3862819.7110401103
MAC000253.csv,0.5333333333333333,0.11547005383792512,0.001,0.001,0.006666666666666667,0.002081665999466132,3637664.0,100176.1351670147,9.0,2.6457513110645907,696.9611283333334,168.2142096605911,3.6477236666666664,1.892969448576814e-05,6716866.666666667,5817081.860635393,0.0,0.0,2632000.0,2378334.1249706694,0.0,0.0
MAC000255.csv,0.5333333333333333,0.11547005383792512,0.001,0.001,0.006666666666666667,0.002081665999466132,3637664.0,100176.1351670147,9.0,2.6457513110645907,3636.7257183333336,3030.0264786201988,4.947774666666667,3.118225991331523e-05,7863466.666666667,4270155.84297966,0.0,0.0,0.0,0.0,2740533.3333333335,3738955.873413503
MAC000256.csv,0.6233333333333334,0.23586719427112648,0.001,0.001,0.006666666666666667,0.002081665999466132,3637664.0,100176.1351670147,9.0,2.6457513110645907,7241.626230999999,5423.358990656377,4.695293,9.539392014257555e-06,2338733.3333333335,2673635.5947161783,0.0,0.0,0.0,0.0,0.0,0.0
MAC000258.csv,0.5333333333333333,0.11547005383792512,0.001,0.001,0.006666666666666667,0.002081665999466132,3637664.0,100176.1351670147,9.0,2.6457513110645907,1944.862282,2256.490381259737,4.003179333333333,1.205542754712217e-05,5551800.0,5329377.396094219,0.0,0.0,0.0,0.0,3475566.6666666665,6019858.051759471
MAC000271.csv,0.5333333333333333,0.11547005383792512,0.001,0.001,0.006666666666666667,0.002081665999466132,3637664.0,100176.1351670147,9.0,2.6457513110645907,3158.8098210000003,1364.4366991354984,3.2921556666666665,1.3279056191582994e-05,6749133.333333333,5844936.280519518,0.0,0.0,3486366.6666666665,6038564.2004812155,5111966.666666667,5754601.376579731
MAC000272.csv,0.5333333333333333,0.11547005383792512,0.001,0.001,0.006666666666666667,0.002081665999466132,3637664.0,100176.1351670147,9.0,2.6457513110645907,2655.404718,841.5308344747782,3.9299646666666668,1.0066445913697048e-05,1503466.6666666667,2604080.654152888,0.0,0.0,0.0,0.0,1707000.0,2956610.7285200735
MAC000274.csv,0.6033333333333334,0.2050203241957571,0.001,0.001,0.006666666666666667,0.002081665999466132,3637664.0,100176.1351670147,9.0,2.6457513110645907,10093.132280333333,5949.231346946784,6.063162666666667,1.1239810200108172e-05,10674833.333333334,486426.7296657674,0.0,0.0,0.0,0.0,1694666.6666666667,2935248.7685600575
MAC004539.csv,0.4166666666666667,0.1755942292142123,0.001,0.001,0.006666666666666667,0.002081665999466132,3637664.0,100176.1351670147,9.0,2.6457513110645907,3224.218641,2220.226081515766,1.6677186666666666,1.3576941236329954e-05,2937833.3333333335,2833070.3456379855,0.0,0.0,0.0,0.0,2967800.0,5140380.386702914
