household_id,Average Encryption Ratio,Standard Deviation Encryption Ratio,Average Reidentification Rate,Standard Deviation Reidentification Rate,Average Advanced Reidentification Rate,Standard Deviation Advanced Reidentification Rate,Reidentification Duration (NS)_mean,Reidentification Duration (NS)_std,Average Memory Consumption,Standard Deviation Memory Consumption,Average Summation Error,Standard Deviation Summation Error,Average Deviation Error,Standard Deviation Deviation Error,Average Encryption Time,Standard Deviation Encryption Time,Average Decryption Time,Standard Deviation Decryption Time,Average Summation Operations Time,Standard Deviation Summation Operations Time,Average Deviation Operations Time,Standard Deviation Deviation Operations Time
MAC000248.csv,0.47000000000000003,0.3659234892706398,0.011000000000000001,0.014177446878757825,0.017,0.019157244060668016,3924163.0,642234.1194385424,10.333333333333334,2.8867513459481287,4043.6788720000004,624.8467019263788,5.789558333333333,3.108590248526144e-05,5534400.0,1647007.2222063872,0.0,0.0,0.0,0.0,0.0,0.0
MAC000252.csv,0.5,0.4,0.011000000000000001,0.014177446878757825,0.017,0.019157244060668016,3924163.0,642234.1194385424,10.333333333333334,2.8867513459481287,3960.3888466666667,2383.3586501546647,8.496591333333333,1.680277754780664e-05,7153533.333333333,6888798.0173128415,0.0,0.0,0.0,0.0,2194666.6666666665,3801274.172344496
MAC000253.csv,0.5,0.4,0.011000000000000001,0.014177446878757825,0.017,0.019157244060668016,3924163.0,642234.1194385424,10.333333333333334,2.8867513459481287,2890.250794333333,689.4231908094231,3.647687,1.9974984355340046e-05,7474166.666666667,2495648.277168346,0.0,0.0,0.0,0.0,0.0,0.0
MAC000255.csv,0.5,0.4,0.011000000000000001,0.014177446878757825,0.017,0.019157244060668016,3924163.0,642234.1194385424,10.333333333333334,2.8867513459481287,3322.0893856666667,1119.1955046397388,4.947783,2.7184554438668956e-05,6913233.333333333,3094888.5381114027,0.0,0.0,0.0,0.0,1383933.3333333333,2397042.8476214884
MAC000256.csv,0.5,0.4,0.011000000000000001,0.014177446878757825,0.017,0.019157244060668016,3924163.0,642234.1194385424,10.333333333333334,2.8867513459481287,5774.830539,5028.245088497301,4.695287666666666,2.577466456341698e-05,2219633.3333333335,3844517.7075067987,0.0,0.0,1297133.3333333333,1341344.5356556731,6404433.333333333,5566717.368731175
MAC000258.csv,0.39333333333333337,0.2571640202931455,0.011000000000000001,0.014177446878757825,0.017,0.019157244060668016,3924163.0,642234.1194385424,10.333333333333334,2.8867513459481287,2530.610204666667,1409.6292728549208,4.003189,1.322875655545158e-05,6475066.666666667,6385709.065039946,0.0,0.0,2418800.0,4189484.4933476006,3426233.3333333335,5934410.2119194055
MAC000271.csv,0.4733333333333334,0.3607399802258316,0.011000000000000001,0.014177446878757825,0.017,0.019157244060668016,3924163.0,642234.1194385424,10.333333333333334,2.8867513459481287,1806.796513,837.3106090483426,3.292135333333333,7.094598884384295e-06,4577366.666666667,5105317.651560315,0.0,0.0,508500.0,880747.835648774,1279600.0,2216332.2133651352
MAC000272.csv,0.4733333333333334,0.3607399802258316,0.011000000000000001,0.014177446878757825,0.017,0.019157244060668016,3924163.0,642234.1194385424,10.333333333333334,2.8867513459481287,2768.280384333333,1611.876468190624,3.9299560000000002,2.9308701779424203e-05,6080233.333333333,5477522.670271054,0.0,0.0,3454766.6666666665,5983831.394962039,1076233.3333333333,1864090.8141325447
MAC000274.csv,0.5066666666666667,0.39004273270160195,0.011000000000000001,0.014177446878757825,0.017,0.019157244060668016,3924163.0,642234.1194385424,10.333333333333334,2.8867513459481287,5820.683153333334,4410.506576127848,6.063176666666666,2.8746014216505908e-05,3370766.6666666665,5838339.127126253,0.0,0.0,0.0,0.0,1678133.3333333333,2906612.195208252
MAC004539.csv,0.21333333333333335,0.25006665778014736,0.011000000000000001,0.014177446878757825,0.017,0.019157244060668016,3924163.0,642234.1194385424,10.333333333333334,2.8867513459481287,920.4428973333333,599.6100103931851,1.6677309999999999,1.558845726821561e-05,4475166.666666667,5447272.082734011,0.0,0.0,0.0,0.0,715366.6666666666,1239051.412707856
