household_id,Average Encryption Ratio,Standard Deviation Encryption Ratio,Average Reidentification Rate,Standard Deviation Reidentification Rate,Average Advanced Reidentification Rate,Standard Deviation Advanced Reidentification Rate,Reidentification Duration (NS)_mean,Reidentification Duration (NS)_std,Average Memory Consumption,Standard Deviation Memory Consumption,Average Summation Error,Standard Deviation Summation Error,Average Deviation Error,Standard Deviation Deviation Error,Average Encryption Time,Standard Deviation Encryption Time,Average Decryption Time,Standard Deviation Decryption Time,Average Summation Operations Time,Standard Deviation Summation Operations Time,Average Deviation Operations Time,Standard Deviation Deviation Operations Time
MAC000248.csv,0.06666666666666667,0.11547005383792516,0.005,0.008660254037844385,0.011333333333333334,0.01877054430040145,3812240.6666666665,380853.30234662973,9.666666666666666,4.041451884327381,681.7823333333333,1180.8816410361935,1.9298659999999999,3.3426259637997187,1596033.3333333333,2764410.8239068473,0.0,0.0,0.0,0.0,0.0,0.0
MAC000252.csv,0.06666666666666667,0.11547005383792516,0.005,0.008660254037844385,0.011333333333333334,0.01877054430040145,3812240.6666666665,380853.30234662973,9.666666666666666,4.041451884327381,403.28515433333337,698.5103772435893,2.8321919999999996,4.905500440790114,1169900.0,2026326.2397748295,0.0,0.0,0.0,0.0,0.0,0.0
MAC000253.csv,0.06666666666666667,0.11547005383792516,0.005,0.008660254037844385,0.011333333333333334,0.01877054430040145,3812240.6666666665,380853.30234662973,9.666666666666666,4.041451884327381,87.130308,150.914120335125,1.2158903333333333,2.1059838337651913,1837800.0,3183162.9741500826,0.0,0.0,0.0,0.0,0.0,0.0
MAC000255.csv,0.06666666666666667,0.11547005383792516,0.005,0.008660254037844385,0.011333333333333334,0.01877054430040145,3812240.6666666665,380853.30234662973,9.666666666666666,4.041451884327381,1560.595231,2703.030230141688,1.6492646666666666,2.8566101977948155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAC000256.csv,0.06666666666666667,0.11547005383792516,0.005,0.008660254037844385,0.011333333333333334,0.01877054430040145,3812240.6666666665,380853.30234662973,9.666666666666666,4.041451884327381,804.7354616666667,1393.8427062590633,1.565097,2.7108275227736276,2026466.6666666667,3509943.226511411,0.0,0.0,0.0,0.0,1110266.6666666667,1923038.2766168055
MAC000258.csv,0.06666666666666667,0.11547005383792516,0.005,0.008660254037844385,0.011333333333333334,0.01877054430040145,3812240.6666666665,380853.30234662973,9.666666666666666,4.041451884327381,763.7839486666667,1322.912605096246,1.3343836666666666,2.3112203074567197,2016700.0,3493026.863624155,0.0,0.0,0.0,0.0,1859333.3333333333,3220459.8015397326
MAC000271.csv,0.06666666666666667,0.11547005383792516,0.005,0.008660254037844385,0.011333333333333334,0.01877054430040145,3812240.6666666665,380853.30234662973,9.666666666666666,4.041451884327381,779.4256153333334,1350.004766477969,1.0973766666666667,1.9007121417072423,1583600.0,2742875.658866074,0.0,0.0,0.0,0.0,0.0,0.0
MAC000272.csv,0.06666666666666667,0.11547005383792516,0.005,0.008660254037844385,0.011333333333333334,0.01877054430040145,3812240.6666666665,380853.30234662973,9.666666666666666,4.041451884327381,552.336846,956.6754801643466,1.3099953333333334,2.2689784750114605,1336166.6666666667,2314308.554046615,0.0,0.0,3350866.6666666665,5803871.316055632,0.0,0.0
MAC000274.csv,0.06666666666666667,0.11547005383792516,0.005,0.008660254037844385,0.011333333333333334,0.01877054430040145,3812240.6666666665,380853.30234662973,9.666666666666666,4.041451884327381,454.8134353333333,787.7599779622753,2.0210690000000002,3.5005941936024234,2041833.3333333333,3536559.0739210527,0.0,0.0,138233.33333333334,239427.15663293778,642100.0,1112149.823539976
MAC004539.csv,0.06999999999999999,0.1044030650891055,0.005,0.008660254037844385,0.011333333333333334,0.01877054430040145,3812240.6666666665,380853.30234662973,9.666666666666666,4.041451884327381,1980.779154,1831.8059319073768,1.111818,0.9628626323977891,2360300.0,3207230.4516513934,0.0,0.0,177733.33333333334,307843.1635319085,3692600.0,5497994.030553325
