approach,tolerance,ratio,asr,time
adaptive,0.05,0,0.0350,8.5743175s
adaptive,0.05,10,0.0400,30.3776292s
adaptive,0.05,20,0.0310,45.8719366s
adaptive,0.05,30,0.0330,1m3.6787393s
adaptive,0.05,40,0.0240,1m17.5626725s
adaptive,0.05,50,0.0160,1m30.802062s
adaptive,0.05,60,0.0170,1m45.2465961s
adaptive,0.05,70,0.0060,1m56.2992158s
adaptive,0.05,80,0.0130,2m12.8214232s
adaptive,0.05,90,0.0030,2m23.5627207s
